"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"sun-master-contract-10-129daa-OBS-001","sun-master-contract-10-129daa","peter-s-kastner","","personal-recollection","2001","kastner-coo-aberdeen-2001","Peter S. Kastner signed the Master Agreement with Sun Microsystems on Aug 16, 2001 as CHIEF OPERATING OFFICER of Aberdeen Group, Inc. This confirms his COO role at Aberdeen in 2001 — distinct from the 'Executive Vice President, Research' title he used in research-contact contexts (see Study 9).","verified","ingest-extraction","document-review","signature-block","Major biographical data point: Kastner held both COO (corporate) and EVP Research (analyst-facing) titles at Aberdeen during 2001-2002."
"sun-master-contract-10-129daa-OBS-002","sun-master-contract-10-129daa","aberdeen-group","","framework-factor","2001","aberdeen-address-2001","Aberdeen Group, Inc. address in 2001: One Boston Place, Boston, Massachusetts 02108, USA.","verified","ingest-extraction","document-review","signature-block",""
"sun-master-contract-10-129daa-OBS-003","sun-master-contract-10-129daa","sun-microsystems","","framework-factor","2001","sun-aberdeen-relationship","Sun Microsystems and Aberdeen Group formalized a multinational master procurement relationship effective Aug 16, 2001, under which Aberdeen provides Deliverables and Services via SOWs.","verified","ingest-extraction","document-review","recital",""
"sun-master-contract-10-129daa-OBS-004","sun-master-contract-10-129daa","aberdeen-group","","framework-factor","2001","ip-logo-gate","IP provisions (Section 9): Developed Works bearing Aberdeen logo/trademark (e.g. white papers for public distribution) remain Aberdeen IP, licensed to Buyer to use and sell; works without logo destined for internal Buyer use become Buyer IP; writing-for-hire without logo for external distribution becomes Buyer IP with Aberdeen assignment.","high","ingest-extraction","document-review","section-9","Canonical analyst-firm IP framework."
"sun-master-contract-10-129daa-OBS-005","sun-master-contract-10-129daa","","","framework-factor","2001","governing-law","Governing law: laws of the country where Buyer entity is located; Section 14.2 specifies that New York State law applies if any part of the transaction is performed within the United States. Jury trial waived. 2-year statute of limitations.","high","ingest-extraction","document-review","section-14.2",""
"sun-master-contract-10-129daa-OBS-006","sun-master-contract-10-129daa","","","framework-factor","2001","warranty-y2k-euro","Ongoing warranties include Year 2000 readiness (date-data processing between 20th and 21st centuries) and euro readiness (monetary data in euro with formatting conventions) — reflecting 2001 contracting boilerplate.","high","ingest-extraction","document-review","section-7","Historical snapshot of post-Y2K / early-euro legal boilerplate."
"sun-master-contract-10-129daa-OBS-007","sun-master-contract-10-129daa","","","market-data","2001","insurance-minimums","Supplier must maintain: comprehensive general liability insurance min $1,000,000 per occurrence; workers' compensation per local law with subrogation waiver; automobile liability min $1,000,000 if vehicles used.","high","ingest-extraction","document-review","section-13",""
"sun-master-contract-10-129daa-OBS-008","sun-master-contract-10-129daa","","electronic-commerce-edi","framework-factor","2001","ecommerce-provision","Section 6 authorizes legally binding electronic transmission of purchase/sale Documents between parties using digital signature or Buyer-specified User ID; documents deemed received upon arrival at the receiving party's mailbox/Internet address.","high","ingest-extraction","document-review","section-6","Early 2000s B2B e-commerce contracting."
"sun-master-contract-10-129daa-OBS-009","sun-master-contract-10-129daa","","","framework-factor","2001","termination-provisions","Either party may terminate for material breach / insolvency after 30-day written notice if uncured; either party may terminate without Cause when no outstanding SOWs or WAs exist; Buyer may terminate SOW/WA with Cause immediately or without Cause on written notice.","high","ingest-extraction","document-review","section-4",""
"sun-master-contract-10-129daa-OBS-010","sun-master-contract-10-129daa","","","framework-factor","2001","liability-limitation","Except under Indemnification, neither party is liable to the other for lost revenues, lost profits, incidental, indirect, consequential, special or punitive damages. Affiliate acts/omissions not cross-liable.","high","ingest-extraction","document-review","section-11",""
"sun-master-contract-10-129daa-OBS-011","sun-master-contract-10-129daa","","","framework-factor","2001","surviving-provisions","Provisions surviving termination: Ongoing Warranties, IP, Indemnification, Limitation of Liability, Record Keeping/Audit, Choice of Law, Exchange of Information, Prior Communications/Order of Precedence.","medium","ingest-extraction","document-review","section-14.11",""
