tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
CLIENT-SERVER,Client/Server Computing Paradigm,computing paradigm,multiple,early-to-mid 1990s,mature,legacy,aberdeen-1996-3com-reconciling-clientserver-development-internet,"Two-tier application model dominant in early 1990s; Aberdeen argues this should be evolved rather than abandoned."
WEB-BROWSER,Web Browser (HTML-based),client software,multiple,mid-1990s,growth,mature,aberdeen-1996-3com-reconciling-clientserver-development-internet,"Described as '1990s client for the masses'; server-centric execution model."
JAVA,Java Programming Language,programming language,Sun Microsystems,mid-1990s,emerging,mature,aberdeen-1996-3com-reconciling-clientserver-development-internet,"Aberdeen notes Java is limited by language/class library constraints for complex OLTP in 1996; prediction was accurate for the era."
CGI,Common Gateway Interface (CGI),web technology,multiple,mid-1990s,growth,legacy,aberdeen-1996-3com-reconciling-clientserver-development-internet,"Aberdeen notes suppliers moving away from CGI toward web-server-to-application-server partitioning; confirmed by Apache/IIS app servers."
OLAP,Online Analytical Processing (OLAP),database / analytics,multiple,mid-1990s,growth,mature,aberdeen-1996-3com-reconciling-clientserver-development-internet,"Cited as best suited for client/server not browser model; confirmed — complex OLAP stayed thick-client until modern SaaS BI."
OLTP,Online Transaction Processing (OLTP),database,multiple,mature,mature,mature,aberdeen-1996-3com-reconciling-clientserver-development-internet,"Complex OLTP cited as unsuitable for browser/web-server in 1996; still mostly server-side today."
EDI,Electronic Data Interchange (EDI),integration protocol,multiple,mature,mature,legacy,aberdeen-1996-3com-reconciling-clientserver-development-internet,"Aberdeen predicts EDI will move to Internet (TCP/IP) over next 5 years from 1996; confirmed — AS2/AS4 and API-based EDI replaced traditional VAN-based EDI."
INTRANET,Corporate Intranet,networking,multiple,mid-1990s,emerging,mature,aberdeen-1996-3com-reconciling-clientserver-development-internet,"Aberdeen discusses intranet as ideal for pre-defined database queries and HR applications."
WEB-CS-TOOLS,Web-Enabled Client/Server Development Tools,development tools,multiple,mid-1990s,growth,legacy,aberdeen-1996-3com-reconciling-clientserver-development-internet,"Aberdeen advocates for single Web-enabled client/server tool strategy rather than separate Internet development tools."
APP-SERVER,Web-Server-to-Application-Server Architecture,application architecture,multiple,mid-1990s,emerging,mature,aberdeen-1996-3com-reconciling-clientserver-development-internet,"Aberdeen notes trend away from CGI toward app-server partitioning; this became the dominant n-tier architecture (WebSphere, IIS, Tomcat)."
