"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","tandem-opens-up-e020ed","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","tandem-opens-up-e020ed","EVP / chief research officer / research VP; various titles 1988-2007"
"informationweek","InformationWeek / TechWeb","firm","news-media","active","","1985-present","tandem-opens-up-e020ed","IT business trade publication; Techweb digital arm"
"hewlett-packard","Hewlett-Packard Company","company","PC-manufacturing","split","HP Inc. + Hewlett Packard Enterprise (2015)","1939-2015","tandem-opens-up-e020ed","Original HP company"
"microsoft","Microsoft Corporation","company","software","active","","1975-present","tandem-opens-up-e020ed","Redmond WA software company"
"tandem-computers","Tandem Computers, Inc.","company","fault-tolerant-systems","acquired","Compaq (1997) -> HP (2002) -> HPE (2015)","1974-1997","tandem-opens-up-e020ed","Cupertino CA NonStop fault-tolerant systems pioneer; founded by Jim Treybig; acquired by Compaq 1997 for $3B stock"
"roel-pieper","Roel Pieper","person","executive","[DEFERRED]","","1989-present","tandem-opens-up-e020ed","Dutch software executive; Unix System Labs, Software AG, Tandem CEO 1996-1997; later Compaq, Philips"
"jim-treybig","James Treybig","person","executive","active","","1974-1996","tandem-opens-up-e020ed","Tandem Computers co-founder and CEO 1974-1996; stepped down October 1995"
"barbara-depompa-journalist","Barbara DePompa","person","journalist","[DEFERRED]","","","tandem-opens-up-e020ed","InformationWeek mid-1990s writer covering fault-tolerant and enterprise systems"
"unix-system-labs","Unix System Laboratories","company","software","acquired","Novell (1993) -> SCO (1995)","1989-1993","tandem-opens-up-e020ed","AT&T spin-off maintaining UNIX System V; sold to Novell 1993, then to Santa Cruz Operation 1995"
"software-ag","Software AG","company","enterprise-software","active","","1969-present","tandem-opens-up-e020ed","Darmstadt Germany enterprise software maker (Adabas, Natural, webMethods, ARIS); acquired by Silver Lake / Bain 2024"
"ub-networks","UB Networks (Ungermann-Bass)","company","networking","acquired","Newbridge Networks (1998)","1979-1998","tandem-opens-up-e020ed","Networking subsidiary of Tandem; originally Ungermann-Bass; acquired by Newbridge Networks for $115M"
