"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"cispra~1-23a333-OBS-001","cispra~1-23a333","","","market-assessment","1997","CIS ISV total revenues","$1.7 billion","high","industry-analysis","p.1","Market grew 66% in 1997; cited in Executive Summary and Key Findings"
"cispra~1-23a333-OBS-002","cispra~1-23a333","","","viability-prediction","1998","CIS market revenue forecast by 2001","$6.7 billion","high","industry-analysis","p.1","Aberdeen projects 4x growth from 1997 to 2001; implies ~40% CAGR"
"cispra~1-23a333-OBS-003","cispra~1-23a333","","","market-assessment","1997","CIS market growth rate","66%","high","industry-analysis","p.2","Year-over-year growth 1996-1997; cited as one of 'hottest areas in the information systems industry'"
"cispra~1-23a333-OBS-004","cispra~1-23a333","","","market-assessment","1996","Top-10 CIS ISV revenue share","49% of all CIS revenues","high","industry-analysis","p.3","Ten largest CIS ISVs responsible for 49% of revenues in 1996; concentration growing"
"cispra~1-23a333-OBS-005","cispra~1-23a333","","","viability-prediction","1998","Revenue threshold for top-tier CIS survival","$75-100 million in 1998","high","expert-opinion","p.3","Aberdeen: existing client-server ISVs need $75-100M 1998 revenues to remain top-tier; consolidation forcing flight to safety"
"cispra~1-23a333-OBS-006","cispra~1-23a333","","","viability-prediction","1998","Internet-based CIS startup revenue profile","<$5 million","high","industry-analysis","p.3","New pure-Web ISVs currently <$5M in revenues but 'pose long-term threat to today's market leaders'"
"cispra~1-23a333-OBS-007","cispra~1-23a333","siebel-systems","","competitive-assessment","1997","Siebel+Scopus combined revenues",">$200 million combined calendar year 1997","high","industry-analysis","p.45","Post-merger Siebel/Scopus becomes largest CIS supplier by far; merger valued at ~$460M (7.5M new shares)"
"cispra~1-23a333-OBS-008","cispra~1-23a333","vantive-corporation","","competitive-assessment","1997","Vantive revenues","$117 million","high","industry-analysis","p.48","One of largest CIS companies; approximately $100M in cash from 1995 IPO and 1997 convertible bond"
"cispra~1-23a333-OBS-009","cispra~1-23a333","astea-international","","competitive-assessment","1997","Astea revenues",">$60 million","high","industry-analysis","p.27","Field service management emphasis; post-Bendata and Abalon acquisitions 1996"
"cispra~1-23a333-OBS-010","cispra~1-23a333","","client-server","market-assessment","1998","CIS architectural transition status","Majority still client-server but rapid shift to Web underway","high","expert-opinion","p.14","Aberdeen: change in opinion toward Web 'occurred in just the last six months and is rapidly gathering momentum'"
"cispra~1-23a333-OBS-011","cispra~1-23a333","","web-based-cis","viability-prediction","1998","Future CIS architecture","Web/Internet-native will replace client-server","high","expert-opinion","p.16-18","Aberdeen: 'the future of CIS will be closely intertwined with the Web'; suppliers ignoring Web 'do so at their peril'"
"cispra~1-23a333-OBS-012","cispra~1-23a333","","web-based-cis","competitive-assessment","1998","Web front-end vs. native Web CIS differentiation","Web front-end ≠ Web-native application; requires two separate systems","high","expert-opinion","p.17","Aberdeen: hybrid Web/client-server offerings require separate systems; 'over the long term applications built entirely for the Web will take over'"
"cispra~1-23a333-OBS-013","cispra~1-23a333","","erp","market-assessment","1998","CIS-ERP integration demand","User organizations increasingly demand CIS-to-ERP integration","high","industry-analysis","p.4","EBA universe: CIS + ERP + e-commerce + decision support; Aberdeen: integration capabilities increasingly demanded during vendor evaluation"
"cispra~1-23a333-OBS-014","cispra~1-23a333","","cis","market-assessment","1998","CIS implementation timeline","2-5 years for complete CIS deployment","high","expert-opinion","p.6","Typically deploy single module first; integration of multiple CIS applications takes 2-5 years; Aberdeen field research finding"
"cispra~1-23a333-OBS-015","cispra~1-23a333","","cis","viability-prediction","1998","Decision support integration forecast","CIS suppliers will announce decision support alliances or capabilities within 18 months","high","expert-opinion","p.12","Aberdeen predicts CIS+decision support alliances within 18 months of May 1998; data mining of CIS-generated customer data"
"cispra~1-23a333-OBS-016","cispra~1-23a333","","sfa-application","market-assessment","1998","SFA ROI potential","10% sales increase = 3x entire IS budget impact for most corporations","high","expert-opinion","p.7","Aberdeen uses this to argue CIS ROI potential dwarfs cost-reduction applications like ERP/financials"
"cispra~1-23a333-OBS-017","cispra~1-23a333","oracle","","competitive-assessment","1998","Oracle CIS market entry","Entered CIS market with Front Office suites (OSM","[REVIEW]"," MRO)","medium","industry-analysis, p.37, Entering with SFA/marketing automation and service; key differentiator is ERP back-office integration; March 1998"
"cispra~1-23a333-OBS-018","cispra~1-23a333","sap","","competitive-assessment","1998","SAP CIS market entry","SAP-SFA announced March 1998; delivery planned Q4 1998","high","industry-analysis","p.38","ERP giant entering CIS; 80% stake in Kiefer & Veittinger (K&V); SAP 1997 revenues $3.36B; tight R/3 integration planned"
"cispra~1-23a333-OBS-019","cispra~1-23a333","silknet-software","web-based-cis","competitive-assessment","1997","Silknet market positioning","First enterprise-scale Web-native CIS solution (eService)","high","expert-opinion","p.45","Launched March 1997; Aberdeen describes as 'first viable supplier to offer an enterprise-scale solution built from ground up with Internet technologies'; $7.3M VC raised"
"cispra~1-23a333-OBS-020","cispra~1-23a333","","cis","viability-prediction","1998","CIS supplier consolidation outcome","Smaller suppliers will exit or be acquired; users will buy only from market leaders","high","expert-opinion","p.3","'Flight to safety' among user organizations; market share increasingly a key buying decision factor"
