"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"1997-cabletron-and-ipsilon--linking-secu-adba48-OBS-001","1997-cabletron-and-ipsilon--linking-secu-adba48","cabletron-systems","","market-data","1997","Cabletron equity investment in Ipsilon","$20 million (approximately 5% stake in Ipsilon Networks)","high","ingest-extraction","industry-analysis","The What of the Deal","Strategic equity investment plus technology sharing agreement; Nokia acquisition later valued this stake at only ~$6M."
"1997-cabletron-and-ipsilon--linking-secu-adba48-OBS-002","1997-cabletron-and-ipsilon--linking-secu-adba48","","ip-switching","technology-assessment","1997","IP Switching performance advantage over routers","5x the performance of routers at a fraction of the price","high","ingest-extraction","product-profiling","Ipsilon: Cash, Channels, and Market Access","Aberdeen cites Ipsilon's performance claims; IP Switching combined IP routing intelligence with ATM switching hardware speeds."
"1997-cabletron-and-ipsilon--linking-secu-adba48-OBS-003","1997-cabletron-and-ipsilon--linking-secu-adba48","","securefast-architecture","technology-assessment","1997","SecureFast VLAN policy management features","Time-of-day/day-of-week access control; call-level accounting; connection-oriented security","high","ingest-extraction","product-profiling","Cabletron: Enabling Enterprise-Class Applications","SecureFast differentiated Cabletron switches with policy management capabilities unusual for the era."
"1997-cabletron-and-ipsilon--linking-secu-adba48-OBS-004","1997-cabletron-and-ipsilon--linking-secu-adba48","cabletron-systems","","strategy-classification","1997","Cabletron strategic position","Fortune 500-focused LAN switch leader; seeking WAN extension via IP Switching partnership","high","ingest-extraction","competitive-profiling","Aberdeen Conclusions","Cabletron strong in LAN/campus but needed WAN capability — primary motivation for Ipsilon deal."
"1997-cabletron-and-ipsilon--linking-secu-adba48-OBS-005","1997-cabletron-and-ipsilon--linking-secu-adba48","ipsilon-networks","","strategy-classification","1997","Ipsilon strategic position","IP Switching pioneer; needed cash, distribution channels, and Fortune 500 market access","high","ingest-extraction","competitive-profiling","Ipsilon: Cash, Channels, and Market Access","Ipsilon's motivation: $20M cash infusion plus access to Cabletron's worldwide sales infrastructure."
"1997-cabletron-and-ipsilon--linking-secu-adba48-OBS-006","1997-cabletron-and-ipsilon--linking-secu-adba48","cisco-systems","tag-switching","technology-assessment","1997","Cisco Tag Switching as competitive threat","Cisco's Tag Switching proposed to IETF; direct alternative to Ipsilon's IP Switching approach","high","ingest-extraction","competitive-profiling","Aberdeen Conclusions","Aberdeen explicitly frames Cabletron/Ipsilon combined solution as competing with Cisco's Tag Switching."
"1997-cabletron-and-ipsilon--linking-secu-adba48-OBS-007","1997-cabletron-and-ipsilon--linking-secu-adba48","cabletron-systems","securefast-smartswitch","viability-prediction","1997","Cabletron/Ipsilon combined solution market success","Aberdeen strongly endorses the alliance; predicts customers upgrading hub/router LANs will find the combined solution extremely attractive; predicts sustained competitive advantage vs. Cisco","high","ingest-extraction","industry-analysis","Aberdeen Conclusions","Aberdeen's central prediction: this alliance creates synergy that changes the competitive landscape."
"1997-cabletron-and-ipsilon--linking-secu-adba48-OBS-008","1997-cabletron-and-ipsilon--linking-secu-adba48","ipsilon-networks","","viability-prediction","1997","Ipsilon independence and market growth","Ipsilon expected to grow global presence via Cabletron's Synergy/Plus program and Fortune 500 access","high","ingest-extraction","industry-analysis","Ipsilon: Cash, Channels, and Market Access","Aberdeen predicts long-term market access benefit for Ipsilon from the Cabletron alliance."
"1997-cabletron-and-ipsilon--linking-secu-adba48-OBS-009","1997-cabletron-and-ipsilon--linking-secu-adba48","","ip-switching","viability-prediction","1997","IP Switching technology standard adoption","IP Switching (GSMP, IFMP) presented as viable alternative to routing; implied IETF standardization path","verified","outcome-linkage","industry-analysis","The What of the Deal","Aberdeen implies IP Switching protocols will be adopted broadly as industry standard."
"1997-cabletron-and-ipsilon--linking-secu-adba48-OBS-010","1997-cabletron-and-ipsilon--linking-secu-adba48","ipsilon-networks","","actual-outcome","1997","Ipsilon Networks actual fate","Nokia acquired Ipsilon for $120M cash+stock in December 1997 — 8 months after this report; Cabletron's $20M equity stake became worth only ~$6M; the alliance framework was effectively dissolved","verified","web-source","document-review","Post-publication research: https://www.rcrwireless.com/19971215/archived-articles/nokia-to-acquire-ipsilon-networking","The Nokia acquisition was a significant reversal for the Cabletron alliance strategy."
