obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,methodology_code,source_page,notes
aberdeen-1996-live-object-caching-high-performance-OBS-001,aberdeen-1996-live-object-caching-high-performance,persistence-software,persistence-object-builder,market-data,1996,Persistence Object Builder introduction year and development time reduction,Introduced 1991; reduces total build time for new C++ applications by average 30%,high,industry-analysis,One Solution: Persistence,
aberdeen-1996-live-object-caching-high-performance-OBS-002,aberdeen-1996-live-object-caching-high-performance,persistence-software,persistence-object-builder,market-data,1996,RDBMS engines supported by Persistence Object Builder,"Informix, Oracle, Sybase, SQL Server, ODBC; C++ compilers: CenterLine ObjectCenter, HP SoftBench, IBM C++, Sun SparcWorks, Microsoft Visual C++",high,industry-analysis,One Solution: Persistence,
aberdeen-1996-live-object-caching-high-performance-OBS-003,aberdeen-1996-live-object-caching-high-performance,persistence-software,rdbms,market-data,1996,High-profile Persistence deployment,AT&T ASOS initiative uses Persistence; resold by Sybase and SunSoft,high,industry-analysis,One Solution: Persistence,
aberdeen-1996-live-object-caching-high-performance-OBS-004,aberdeen-1996-live-object-caching-high-performance,,odbms,technology-assessment,1996,ODBMS market failure assessment,Poor marketing and lack of value proposition relegated ODBMS to few narrow markets; failed to capture significant commercial applications share,high,industry-analysis,Distributed Object Applications,Early Aberdeen assessment that proved accurate.
aberdeen-1996-live-object-caching-high-performance-OBS-005,aberdeen-1996-live-object-caching-high-performance,,rdbms,technology-assessment,1996,RDBMS dominant investment trajectory,"Market continued to invest in relational technology; includes database engines, application portfolio, and programmer skillsets worldwide",high,industry-analysis,Distributed Object Applications,
aberdeen-1996-live-object-caching-high-performance-OBS-006,aberdeen-1996-live-object-caching-high-performance,persistence-software,persistence-object-server,technology-assessment,1996,Persistence Object Server current limitation,Allows only one client per application/object cache; TransApp Server (late 1996) will resolve multiple-client access,high,industry-analysis,One Solution: Persistence,Some customers modified Object Server on their own to support multiple clients.
aberdeen-1996-live-object-caching-high-performance-OBS-007,aberdeen-1996-live-object-caching-high-performance,persistence-software,java,technology-assessment,1996,Persistence Java support roadmap,Plans to add Java support by end of 1996,medium,industry-analysis,One Solution: Persistence,
aberdeen-1996-live-object-caching-high-performance-OBS-008,aberdeen-1996-live-object-caching-high-performance,,corba-orb,technology-assessment,1996,ORB compatibility with Persistence,"Persistence works with Iona Orbix, SunSoft NEO, Visigenic, and Expersoft ORBs",high,industry-analysis,Other Tools Needed,
aberdeen-1996-live-object-caching-high-performance-OBS-009,aberdeen-1996-live-object-caching-high-performance,,persistence-object-server,framework-factor,1996,Live object caching criteria: Highly interdependent data,"Objects where variables are inherently related to other complementary objects (e.g., flight crew schedules, aircraft availability)",high,industry-analysis,The 80/20 Rule,Core business object caching criteria factor 1 of 4.
aberdeen-1996-live-object-caching-high-performance-OBS-010,aberdeen-1996-live-object-caching-high-performance,,persistence-object-server,framework-factor,1996,Live object caching criteria: Infrequent controlled changes,"Objects updated weekly/daily rather than second-by-second; frequently accessed/read, rarely updated/written",high,industry-analysis,The 80/20 Rule,Core business object caching criteria factor 2 of 4.
aberdeen-1996-live-object-caching-high-performance-OBS-011,aberdeen-1996-live-object-caching-high-performance,,persistence-object-server,framework-factor,1996,Live object caching criteria: Used in most transactions,"Objects involved in majority of transactions across customers, suppliers, internal operations",high,industry-analysis,The 80/20 Rule,Core business object caching criteria factor 3 of 4.
aberdeen-1996-live-object-caching-high-performance-OBS-012,aberdeen-1996-live-object-caching-high-performance,,persistence-object-server,framework-factor,1996,Live object caching criteria: Used by multiple applications,"Objects reused across billing, inventory, and customer support systems (e.g., product/service objects)",high,industry-analysis,The 80/20 Rule,Core business object caching criteria factor 4 of 4.
aberdeen-1996-live-object-caching-high-performance-OBS-013,aberdeen-1996-live-object-caching-high-performance,,cplusplus,framework-factor,1996,OO advantage: Business process alignment,Objects combine functionality and data; business rules embedded directly; consistent enforcement across enterprise,high,industry-analysis,Advantages of Object Technology,OO advantage factor 1 of 4 per Aberdeen.
aberdeen-1996-live-object-caching-high-performance-OBS-014,aberdeen-1996-live-object-caching-high-performance,,cplusplus,framework-factor,1996,OO advantage: Accelerated application enhancement,Component-based architecture eliminates spaghetti code; single change to shared object updates multiple applications,high,industry-analysis,Advantages of Object Technology,OO advantage factor 2 of 4 per Aberdeen.
aberdeen-1996-live-object-caching-high-performance-OBS-015,aberdeen-1996-live-object-caching-high-performance,,cplusplus,framework-factor,1996,OO advantage: Distributed systems partitioning,Object modularity enables deployment of data and functionality closer to end-user; major motivation for OO transition per Aberdeen field research,high,field-research,Advantages of Object Technology,OO advantage factor 3 of 4 per Aberdeen.
aberdeen-1996-live-object-caching-high-performance-OBS-016,aberdeen-1996-live-object-caching-high-performance,,java,framework-factor,1996,OO advantage: Internet architecture,Next-gen Internet/intranet applications will be OO; Java (de facto standard for internet apps) is an object language; multimedia mandate objects,high,industry-analysis,Advantages of Object Technology,OO advantage factor 4 of 4 per Aberdeen.
aberdeen-1996-live-object-caching-high-performance-OBS-017,aberdeen-1996-live-object-caching-high-performance,object-design,,strategy-classification,1996,Object Design competitive position vs. Persistence,Requires purchase of ODBMS as part of solution; less resource investment in object caching than Persistence,medium,competitive-profiling,One Solution: Persistence,
aberdeen-1996-live-object-caching-high-performance-OBS-018,aberdeen-1996-live-object-caching-high-performance,forte-software,,strategy-classification,1996,Forte Software competitive position vs. Persistence,All-in-one solution; used successfully but lacks openness of Persistence; does not support pure object programming model,medium,competitive-profiling,One Solution: Persistence,
aberdeen-1996-live-object-caching-high-performance-OBS-019,aberdeen-1996-live-object-caching-high-performance,persistence-software,persistence-object-server,expert-opinion,1996,Aberdeen assessment of Persistence competitive position,Persistence is 'the preeminent provider of tools that enable live object caching'; has distinct advantages over alternatives,medium,expert-opinion,One Solution: Persistence,Strong endorsement language typical of Aberdeen product viewpoints.
aberdeen-1996-live-object-caching-high-performance-OBS-020,aberdeen-1996-live-object-caching-high-performance,,rdbms,expert-opinion,1996,Aberdeen architecture prediction,Architecture of the future will combine object-oriented application code running on top of database engines from the existing relational suppliers,high,expert-opinion,Executive Summary,This proved entirely correct; ORM frameworks dominate modern development.
aberdeen-1996-live-object-caching-high-performance-OBS-021,aberdeen-1996-live-object-caching-high-performance,persistence-software,persistence-object-server,viability-prediction,1996,Prediction: Live object caching commercial viability,Live object caching is critical breakthrough making object/relational applications viable for commercial systems; will be increasingly important factor in next-gen strategic business applications,high,expert-opinion,Conclusions,
aberdeen-1996-live-object-caching-high-performance-OBS-022,aberdeen-1996-live-object-caching-high-performance,,odbms,viability-prediction,1996,Prediction: ODBMS will not achieve mainstream adoption,ODBMS relegated to few narrow markets; relational investment too strong; new solutions will layer OO code on relational engines,high,expert-opinion,Executive Summary,
aberdeen-1996-live-object-caching-high-performance-OBS-023,aberdeen-1996-live-object-caching-high-performance,persistence-software,java,viability-prediction,1996,Prediction: Persistence Java and EJB relevance,Aberdeen expects additional partnerships for Persistence; Java support planned by end 1996 seen as important,medium,expert-opinion,One Solution: Persistence,
aberdeen-1996-live-object-caching-high-performance-OBS-024,aberdeen-1996-live-object-caching-high-performance,,odbms,actual-outcome,2005,Outcome: ODBMS market trajectory,"ODBMS remained niche; major ODBMS vendors (Objectivity, Versant, Poet) never achieved commercial mainstream; relational databases with ORM layers dominated",verified,document-review,,"Aberdeen's 1996 prediction proved entirely accurate; modern ORM frameworks (Hibernate 2001, JPA 2006) validated the object/relational hybrid approach."
aberdeen-1996-live-object-caching-high-performance-OBS-025,aberdeen-1996-live-object-caching-high-performance,persistence-software,java,actual-outcome,2004,Outcome: Persistence Software fate and EJB,Sun licensed Persistence technology 1998 for Enterprise JavaBeans standard; Persistence IPO on NASDAQ (PRSW) in 1999; acquired by Progress Software for $16M in 2004,verified,document-review,,Source: Wikipedia/Persistence Software (https://en.wikipedia.org/wiki/Persistence_Software). Aberdeen prediction of additional partnerships proved correct via Sun/EJB.
aberdeen-1996-live-object-caching-high-performance-OBS-026,aberdeen-1996-live-object-caching-high-performance,,rdbms,actual-outcome,2010,Outcome: OO/relational hybrid architecture dominance,"Object/relational mapping became dominant architecture; Hibernate (2001), JPA (2006), ActiveRecord, Django ORM all implement the pattern Aberdeen described",verified,document-review,,Aberdeen's 1996 architectural vision was entirely prescient; ORM is now ubiquitous in enterprise software development.
aberdeen-1996-live-object-caching-high-performance-OBS-027,aberdeen-1996-live-object-caching-high-performance,persistence-software,persistence-object-builder,benchmark-result,1996,C++ application build time reduction with Persistence,Average 30% reduction in total time and expenses to build new C++ applications,medium,benchmarking,One Solution: Persistence,Aberdeen-reported vendor claim; methodology not independently verified.
aberdeen-1996-live-object-caching-high-performance-OBS-028,aberdeen-1996-live-object-caching-high-performance,,persistence-object-server,benchmark-result,1996,Optimal use case for live object caching,"Applications with multiple-reads-to-one-write transaction pattern (many-read:1-write); poor fit for classic 1-read:1-write OLTP (e.g., teller transactions)",high,industry-analysis,Not Suitable for All Applications,"Airline scheduling, insurance, financial trading, network management cited as ideal use cases."
