entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
persistence-software,"Persistence Software, Inc.",company,middleware-software,acquired,Progress Software (acquired 2004 for $16M),1991-2004,aberdeen-1996-live-object-caching-high-performance,"San Mateo, CA; founded 1991; NASDAQ: PRSW (1999 IPO); acquired by Progress Software 2004. Sun licensed Persistence tech 1998 for Enterprise JavaBeans."
aberdeen-group,"Aberdeen Group, Inc.",firm,IT-research,acquired,Aberdeen (Harte-Hanks / independent),1988-present,aberdeen-1996-live-object-caching-high-performance,Boston-based IT research firm.
sybase,Sybase,company,database-software,acquired,SAP SE (acquired 2010 for $5.8B),1984-2010,aberdeen-1996-live-object-caching-high-performance,RDBMS vendor; resold Persistence products; later acquired PowerBuilder via Powersoft.
oracle-corporation,Oracle Corporation,company,database-software,active,,1977-present,aberdeen-1996-live-object-caching-high-performance,RDBMS vendor supported by Persistence Object Builder.
informix,Informix,company,database-software,acquired,IBM (acquired 2001),1980-2001,aberdeen-1996-live-object-caching-high-performance,RDBMS vendor supported by Persistence Object Builder.
sun-microsystems,Sun Microsystems,company,workstation-software,acquired,Oracle Corporation (acquired 2010),1982-2010,aberdeen-1996-live-object-caching-high-performance,SunSoft resold Persistence; licensed Persistence technology 1998 for EJB; creator of Java.
att,AT&T,company,telecommunications,active,,1885-present,aberdeen-1996-live-object-caching-high-performance,Used Persistence in AT&T ASOS initiative — cited as high-profile deployment.
object-design,"Object Design, Inc.",company,middleware-software,acquired,Excelon/ObjectStore via Progress Software,1989-2002,aberdeen-1996-live-object-caching-high-performance,Competitor offering object-to-relational mapping requiring ODBMS purchase.
forte-software,Forte Software,company,middleware-software,acquired,Sun Microsystems (acquired 1999),1991-1999,aberdeen-1996-live-object-caching-high-performance,All-in-one solution competitor; cited as less open than Persistence.
rational-software,Rational Software,company,software-tools,acquired,IBM (acquired 2003 for $2.1B),1981-2003,aberdeen-1996-live-object-caching-high-performance,Creator of Rational Rose UML modeling tool; works with Persistence.
