"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"broadvision","BroadVision, Inc.","company","e-commerce-software","active","","1993-present","1997-broadvision-dynamic-web-application-5f10bb","Founded 1993 by Pehong Chen; IPO 1996; stock peaked at $26B market cap in 2000; struggled post dot-com crash; acquired by ESW Capital (private equity) in May 2020; still operating as of 2024 (NASDAQ: BVSN)."
"liberty-financial","Liberty Financial Companies","company","financial-services","acquired","Liberty Financial -> Liberty Waddell & Reed (2001) -> various","1995-2001","1997-broadvision-dynamic-web-application-5f10bb","BroadVision One-to-One customer for financial services internet applications; cited as running internet services on One-to-One."
"banco-santander","Banco Santander","company","banking","active","","1857-present","1997-broadvision-dynamic-web-application-5f10bb","Described as '$150 billion Spanish bank'; BroadVision One-to-One customer for internet banking services."
"uswest","US West Communications","company","telecommunications","acquired","US West -> Qwest Communications (2000) -> CenturyLink/Lumen (2011)","1984-2000","1997-broadvision-dynamic-web-application-5f10bb","BroadVision extranet customer; implemented One-to-One to meet FCC 1996 Telecom Act interconnection requirements for competitive local exchange carriers."
"kodak-picture-network","Eastman Kodak / Kodak Picture Network","company","imaging","acquired","Kodak filed bankruptcy 2012; emerged 2013 as smaller company","1892-present","1997-broadvision-dynamic-web-application-5f10bb","BroadVision customer for Kodak Picture Network internet commerce; described as 'visionary' application."
"internet-shopping-network","Internet Shopping Network (First Auction)","company","e-commerce","acquired","Internet Shopping Network -> USA Networks (1999)","1994-1999","1997-broadvision-dynamic-web-application-5f10bb","BroadVision customer; ran First Auction site on One-to-One platform."
"jp-morgan","J.P. Morgan & Co.","company","financial-services","acquired","JP Morgan Chase (merger with Chase Manhattan 2000)","1871-2000","1997-broadvision-dynamic-web-application-5f10bb","Aberdeen mentions JP Morgan and Citibank running large-scale financial services sites on BroadVision One-to-One."
"citibank","Citibank / Citicorp","company","banking","active","Citicorp merged with Travelers to form Citigroup (1998)","1812-present","1997-broadvision-dynamic-web-application-5f10bb","BroadVision customer for relationship management with customers, partners, and employees."
"ibm","IBM Corporation","company","IT","active","","1911-present","1997-broadvision-dynamic-web-application-5f10bb","Named as BroadVision competitor in dynamic web server market."
"oracle","Oracle Corporation","company","enterprise-software","active","","1977-present","1997-broadvision-dynamic-web-application-5f10bb","Named as BroadVision competitor; also listed as supported database (Oracle 7)."
"microsoft","Microsoft Corporation","company","software","active","","1975-present","1997-broadvision-dynamic-web-application-5f10bb","Named as BroadVision competitor in dynamic web server market; NT 4.0 listed as supported platform."
"pointcast","PointCast, Inc.","company","internet-software","dissolved","PointCast -> entrypoint.com (2000) -> dissolved","1992-2000","1997-broadvision-dynamic-web-application-5f10bb","Named as example of 'automated pull' Internet Broadcasting Service (push technology); Aberdeen used as contrast to BroadVision's true personalization approach."
"amazon-com","Amazon.com, Inc.","company","e-commerce","active","","1994-present","1997-broadvision-dynamic-web-application-5f10bb","Named as internet startup lacking physical store investment; Aberdeen suggested brick-and-mortar companies with smart cards could out-compete Amazon via BroadVision-style personalization."
