"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"aberdeen-1995-digital-linkworks-OBS-001","aberdeen-1995-digital-linkworks","","","market-data","1995","Enterprise Groupware — category-definition","Aberdeen defines 'Enterprise Groupware' as a new category built on distributed object technology using open databases, enabling drag-and-drop solution assembly, component reuse, and location-independent data access — distinct from first-generation proprietary groupware.","medium","document-review","1","Aberdeen defines 'Enterprise Groupware' as a new category built on distributed object technology using open databases, enabling drag-and-drop solution assembly, component reuse, and location-independent data access — distinct from first-generation proprietary groupware."
"aberdeen-1995-digital-linkworks-OBS-002","aberdeen-1995-digital-linkworks","ent-002","tech-004","expert-opinion","1995","Lotus Notes — product-classification","Aberdeen states that applying the Enterprise Groupware litmus test to Lotus Notes makes clear it is a first-generation product — more like a standard development environment supporting multiple tools, not an object-oriented enterprise groupware system.","medium","document-review","1","Aberdeen states that applying the Enterprise Groupware litmus test to Lotus Notes makes clear it is a first-generation product — more like a standard development environment supporting multiple tools, not an object-oriented enterprise groupware system."
"aberdeen-1995-digital-linkworks-OBS-003","aberdeen-1995-digital-linkworks","ent-003","tech-005","expert-opinion","1995","Microsoft Exchange — product-classification","Aberdeen notes that Microsoft Exchange, like Lotus Notes, fails the Enterprise Groupware litmus test because it lacks object-oriented architecture and component-based composition.","medium","document-review","1","Aberdeen notes that Microsoft Exchange, like Lotus Notes, fails the Enterprise Groupware litmus test because it lacks object-oriented architecture and component-based composition."
"aberdeen-1995-digital-linkworks-OBS-004","aberdeen-1995-digital-linkworks","ent-001","tech-001","technology-assessment","1995","Digital LinkWorks — server-platform-support","LinkWorks server supported on Digital UNIX, HP-UX, SCO Unix, OpenVMS, IBM AIX; Windows NT 3.5 support announced as forthcoming.","medium","document-review","2","LinkWorks server supported on Digital UNIX, HP-UX, SCO Unix, OpenVMS, IBM AIX; Windows NT 3.5 support announced as forthcoming."
"aberdeen-1995-digital-linkworks-OBS-005","aberdeen-1995-digital-linkworks","ent-001","tech-001","technology-assessment","1995","Digital LinkWorks — client-platform-support","LinkWorks desktop clients supported: Windows 3.1, Windows for Workgroups, Motif (Digital/HP/IBM), OS/2 Presentation Manager, and Macintosh OS.","medium","document-review","2","LinkWorks desktop clients supported: Windows 3.1, Windows for Workgroups, Motif (Digital/HP/IBM), OS/2 Presentation Manager, and Macintosh OS."
"aberdeen-1995-digital-linkworks-OBS-006","aberdeen-1995-digital-linkworks","ent-001","tech-001","technology-assessment","1995","Digital LinkWorks — repository-database-support","LinkWorks supports Oracle, CA Ingres, Microsoft SQL Server, and Informix as repository databases; Sybase support was planned.","medium","document-review","2","LinkWorks supports Oracle, CA Ingres, Microsoft SQL Server, and Informix as repository databases; Sybase support was planned."
"aberdeen-1995-digital-linkworks-OBS-007","aberdeen-1995-digital-linkworks","ent-001","tech-001","technology-assessment","1995","Digital LinkWorks — version-at-study","Digital Equipment Corporation introduced LinkWorks in 1994 and had just announced version 3 at the time of the study (July 1995), described as 'years ahead of more traditional groupware providers.'","medium","document-review","2","Digital Equipment Corporation introduced LinkWorks in 1994 and had just announced version 3 at the time of the study (July 1995), described as 'years ahead of more traditional groupware providers.' [numeric: 3 version-number]"
"aberdeen-1995-digital-linkworks-OBS-008","aberdeen-1995-digital-linkworks","ent-001","tech-001","technology-assessment","1995","Digital LinkWorks — architecture-model","LinkWorks uses a modular three-tier client/server architecture. A Transaction Dispatch Facility optimizes server processes; a Cell architecture allows cluster-level fault isolation so server failure has only local impact.","medium","document-review","3","LinkWorks uses a modular three-tier client/server architecture. A Transaction Dispatch Facility optimizes server processes; a Cell architecture allows cluster-level fault isolation so server failure has only local impact."
"aberdeen-1995-digital-linkworks-OBS-009","aberdeen-1995-digital-linkworks","ent-001","tech-001","technology-assessment","1995","Digital LinkWorks — access-control-granularity","LinkWorks supports highly granular access control: up to eight predefined access rights plus custom rights, assignable per object at creation time, applicable to individual users, groups, or combinations.","medium","document-review","3","LinkWorks supports highly granular access control: up to eight predefined access rights plus custom rights, assignable per object at creation time, applicable to individual users, groups, or combinations. [numeric: 8 predefined-access-levels]"
"aberdeen-1995-digital-linkworks-OBS-010","aberdeen-1995-digital-linkworks","ent-001","tech-001","technology-assessment","1995","Digital LinkWorks — oid-uniqueness","Every LinkWorks object is assigned a globally unique object identifier (OID); every instance is saved with metadata recording who modified it, when, and what changed, enabling complete revision history.","medium","document-review","2","Every LinkWorks object is assigned a globally unique object identifier (OID); every instance is saved with metadata recording who modified it, when, and what changed, enabling complete revision history."
