"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"dct-dceit-observations-2002-06-OBS-001","dct-dceit-observations-2002-06","intel","","market-data","2002","Q2 2002 revenue shortfall announcement","$400M shortfall; Europe new soft spot","high","ingest-extraction","industry-analysis","p.1","Announced previous night"
"dct-dceit-observations-2002-06-OBS-002","dct-dceit-observations-2002-06","intel","","market-data","2002","Market reaction","Semiconductor-sector sell-off; semis viewed as leading tech out of two-year recession","high","ingest-extraction","industry-analysis","p.1",""
"dct-dceit-observations-2002-06-OBS-003","dct-dceit-observations-2002-06","intel","","market-data","2002","Pricing action","Aggressive desktop and laptop chip price cuts (two weeks prior to memo)","verified","ingest-extraction","market-tracking","p.1","May 26, 2002 cuts"
"dct-dceit-observations-2002-06-OBS-004","dct-dceit-observations-2002-06","intel","semiconductor-300mm","expert-opinion","2002","Price-cut driver — manufacturing","300mm wafers at 0.13 micron yield more chips at much lower cost per chip","high","ingest-extraction","industry-analysis","p.1",""
"dct-dceit-observations-2002-06-OBS-005","dct-dceit-observations-2002-06","amd","","market-data","2002","AMD market share","22% of Intel-compatible microprocessor market","high","ingest-extraction","market-tracking","p.1","Cited as pressure on Intel"
"dct-dceit-observations-2002-06-OBS-006","dct-dceit-observations-2002-06","intel","intel-pentium-4","expert-opinion","2002","Competitive positioning","At higher clock speeds (2.566 GHz) P4 outperforms AMD; tech advantage vs AMD price advantage","high","ingest-extraction","industry-analysis","p.1",""
"dct-dceit-observations-2002-06-OBS-007","dct-dceit-observations-2002-06","intel","","expert-opinion","2002","Seasonal price-cut rationale","Prep for Q3 back-to-school and Q4 Christmas buying seasons","high","ingest-extraction","industry-analysis","p.1",""
"dct-dceit-observations-2002-06-OBS-008","dct-dceit-observations-2002-06","caroline-s-kastner","","expert-opinion","2002","Retail research attribution","Aberdeen's retail PC tracking research (Caroline Kastner) documented month-over-month changes","verified","ingest-extraction","oral-history","p.1","Direct parenthetical credit"
"dct-dceit-observations-2002-06-OBS-009","dct-dceit-observations-2002-06","","intel-pentium-4","expert-opinion","2002","More hardware per dollar","Faster microprocessors due to Intel price reductions","high","ingest-extraction","market-tracking","p.1",""
"dct-dceit-observations-2002-06-OBS-010","dct-dceit-observations-2002-06","ibm","","market-data","2002","Disk inventory dynamics","Lower HDD costs due to IBM inventory dumping","medium","ingest-extraction","industry-analysis","p.1","Memo-reported observation"
