"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"data-mining","RISC/Unix Server","Server Platform","Multiple","1990s","mainstream","legacy","1997-commercial-risc-unix-1996-mvp-711569","Commercial RISC/Unix market peaked mid-2000s; replaced by x86-64 Linux servers"
"windows-nt","HP PA-8000 (PA-RISC)","Processor","Hewlett-Packard","1996","emerging","discontinued","1997-commercial-risc-unix-1996-mvp-711569","PA-8000 launched 1996; PA-RISC line ended with PA-8900 around 2008; HP moved to Itanium"
"corba-common-object-request-broker-architecture","HP-UX","Operating System","Hewlett-Packard","1984-2025","mainstream","end-of-life","1997-commercial-risc-unix-1996-mvp-711569","HP-UX reached end of standard support December 31 2025"
"metadata-management","IBM RS/6000 (PowerPC)","Server","IBM","1990s","mainstream","evolved","1997-commercial-risc-unix-1996-mvp-711569","RS/6000 rebranded as pSeries then IBM Power Systems; IBM Power architecture still active"
"massively-parallel-processing","IBM AIX","Operating System","IBM","1986-present","mainstream","active-niche","1997-commercial-risc-unix-1996-mvp-711569","AIX remains active on IBM Power Systems as of 2026"
"sun-ultrasparc","Sun UltraSPARC","Processor","Sun Microsystems","1995-2017","emerging","discontinued","1997-commercial-risc-unix-1996-mvp-711569","SPARC development ended 2017; Fujitsu continued M-series SPARC until ~2022"
"db2","Solaris","Operating System","Sun Microsystems","1992-present","mainstream","active-niche","1997-commercial-risc-unix-1996-mvp-711569","Oracle Solaris 11.4 still supported through 2034"
"predictive-analytics","Java","Programming Language/Platform","Sun Microsystems","1995-present","emerging","active-dominant","1997-commercial-risc-unix-1996-mvp-711569","Java became one of most widely used programming languages globally"
"business-intelligence","Intel IA-64 (Itanium)","Processor","Intel/HP","1999-2021","pre-release","discontinued","1997-commercial-risc-unix-1996-mvp-711569","Itanium released 2001; last Itanium processor shipped 2017; Intel discontinued in 2021"
"groupware","Windows NT Server","Operating System","Microsoft","1993-2000","mainstream","evolved","1997-commercial-risc-unix-1996-mvp-711569","Evolved into Windows 2000 Server and subsequent Windows Server releases"
"digital-unix-tru64","ERP (SAP/Oracle/PeopleSoft/Baan)","Enterprise Software","Multiple","1990s","emerging","mainstream","1997-commercial-risc-unix-1996-mvp-711569","ERP on RISC/Unix was key use case; most ERP now runs on Linux/x86"
"openvms","RDBMS (Oracle/Informix/Sybase)","Database","Multiple","1990s","mainstream","evolved","1997-commercial-risc-unix-1996-mvp-711569","Relational databases evolved; Oracle dominant; Informix acquired by IBM 2001"
"microsoft-backoffice","NUMA (Non-Uniform Memory Access)","Server Architecture","Multiple","1996-present","emerging","mainstream","1997-commercial-risc-unix-1996-mvp-711569","NUMA became standard in multi-socket x86 and RISC servers"
"snmp","RS/6000 SP (Massively Parallel)","Server","IBM","1993-2001","mainstream","discontinued","1997-commercial-risc-unix-1996-mvp-711569","RS/6000 SP evolved into IBM eServer pSeries 690; eventually replaced by IBM Power servers"
"TECH-015","Informix DataBlades","Database Extension","Informix","1996","emerging","discontinued","1997-commercial-risc-unix-1996-mvp-711569","DataBlade technology absorbed into IBM after Informix acquisition in 2001"
"TECH-016","TCP/IP Networking","Networking Protocol","IETF","1983-present","mainstream","dominant","1997-commercial-risc-unix-1996-mvp-711569","TCP/IP became universal networking standard"
"oltp-online-transaction-processing","OLTP (Online Transaction Processing)","Application Type","Multiple","1960s-present","mainstream","active","1997-commercial-risc-unix-1996-mvp-711569","OLTP remains a core enterprise workload category"
"data-warehousing","Data Warehousing","Technology/Architecture","Multiple","1990s-present","emerging","mainstream","1997-commercial-risc-unix-1996-mvp-711569","Data warehousing evolved into cloud data warehouses; Snowflake, BigQuery etc dominant by 2020s"
