"code_id","code_type","label","definition"
"ANALYST-INTERVIEW","methodology_code","Analyst Interview","Findings based on interviews with IS and Line of Business executives"
"VENDOR-STATEMENT","methodology_code","Vendor Statement","Information sourced from vendor announcements or stated plans"
"ANALYST-EXPERT","methodology_code","Analyst Expert","Aberdeen analyst expert opinion or contention"
"PRODUCT-REVIEW","methodology_code","Product Review","Product capability assessment based on product evaluation"
"WEB-RESEARCH","methodology_code","Web Research","Outcome verified via web/archival research post-publication"
"strategy-classification","observation_type","Strategy Classification","Classification of a vendor or enterprise strategic position or approach"
"viability-prediction","observation_type","Viability Prediction","A forward-looking prediction about market or technology viability"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome corresponding to a prediction or assessment"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's capabilities maturity or positioning"
"benchmark-result","observation_type","Benchmark Result","Specific measured or documented performance or capability result"
"market-data","observation_type","Market Data","Quantitative or qualitative market size share or adoption data"
"expert-opinion","observation_type","Expert Opinion","Aberdeen analyst opinion not based on specific data or vendor input"
"Network Infrastructure","subject_domain","Network Infrastructure","Enterprise networking infrastructure including NOS VPN intranet"
"Directory Services","subject_domain","Directory Services","Enterprise directory services identity and access management"
