code_id,code_type,label,definition
strategy-classification,observation_type,Strategy Classification,Categorization of an entity's business or technology strategy
viability-prediction,observation_type,Viability Prediction,Expert prediction of entity or product long-term market success
actual-outcome,observation_type,Actual Outcome,Verified historical outcome for an entity or prediction
technology-assessment,observation_type,Technology Assessment,Evaluation of a technology's maturity or fitness
benchmark-result,observation_type,Benchmark Result,Quantitative comparison against peers or standards
framework-factor,observation_type,Framework Factor,One component of a multi-factor analytical framework
market-data,observation_type,Market Data,Quantitative market statistic or sizing data
expert-opinion,observation_type,Expert Opinion,Qualitative professional judgment by Aberdeen analysts
industry-analysis,methodology,Industry Analysis,Systematic analysis of industry structure and dynamics
competitive-profiling,methodology,Competitive Profiling,Detailed comparison of competing entities
benchmarking,methodology,Benchmarking,Comparison against industry standards
document-review,methodology,Document Review,Analysis of existing documents and vendor materials
field-research,methodology,Field Research,Primary data collection via interviews with IT executives
high,confidence,High Confidence,Strong evidentiary basis; directly stated in source material
medium,confidence,Medium Confidence,Reasonable basis but analyst judgment involved
low,confidence,Low Confidence,Directional judgment with limited evidence
verified,confidence,Verified,Confirmed by subsequent events or independent sources
mature,lifecycle,Mature,Technology widely deployed and stable
emerging,lifecycle,Emerging,Technology gaining adoption but not yet dominant
obsolete,lifecycle,Obsolete,Technology no longer actively developed
active,lifecycle,Active,Technology currently in active use
