"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","pc-management-best-practices-page-2-5-962daf","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","pc-management-best-practices-page-2-5-962daf","EVP / chief research officer / research VP / director of research, Aberdeen Group; various titles 2003-2007"
"microsoft","Microsoft Corporation","company","software","active","","1975-present","pc-management-best-practices-page-2-5-962daf","Redmond WA software company"
"iia-research-foundation","The Institute of Internal Auditors Research Foundation","institution","professional-association","active","","1976-present","pc-management-best-practices-page-2-5-962daf","Research arm of The IIA; publishes internal-audit research"
"iia","The Institute of Internal Auditors (IIA)","institution","professional-association","active","","1941-present","pc-management-best-practices-page-2-5-962daf","Global internal-audit professional body"
"mark-salamasick","Mark Salamasick","person","academic","active","","","pc-management-best-practices-page-2-5-962daf","Co-author of the PC Management Best Practices IIARF report (2003)"
"charles-le-grand","Charles Le Grand","person","internal-audit-practitioner","active","","","pc-management-best-practices-page-2-5-962daf","Co-author of the PC Management Best Practices IIARF report (2003)"
"larry-rittenberg","Larry E. Rittenberg, CIA","person","academic","active","","","pc-management-best-practices-page-2-5-962daf","IIARF President 2004; University of Wisconsin professor of accounting"
"richard-chambers","Richard Chambers, CIA, CCSA, CGAP","person","internal-audit-practitioner","active","","","pc-management-best-practices-page-2-5-962daf","IIARF Executive Director 2003+; formerly IG of Tennessee Valley Authority"
"tennessee-valley-authority","Tennessee Valley Authority (TVA)","agency","federal-government","active","","1933-present","pc-management-best-practices-page-2-5-962daf","US federal corporation; Chambers formerly IG"
