tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
serial-ata,Serial ATA (SATA) / ATA,protocol,Industry Standard (SATA-IO),2000-present,emerging,mature-standard,midline-storage-white-paper-jun2003,"Core technology of midline storage tier; 2-8x capacity advantage over FC/SCSI; ~50% lower cost per GB; max 300 GB per disk (vs 142/72/36 GB for FC/SCSI)"
fibre-channel,Fibre Channel (FC),protocol,ANSI/T11,1994-present,mature,legacy-active,midline-storage-white-paper-jun2003,"High-performance existing storage tier; high duty-cycle OLTP; used by >50% of enterprises as primary storage; high cost per GB"
scsi,SCSI (Small Computer System Interface),protocol,ANSI/T10,1986-present,mature,legacy-declining,midline-storage-white-paper-jun2003,"Legacy high-performance disk interface; high cost per GB; ~50% of enterprises running FC/SCSI; declining relative to SATA for non-OLTP workloads"
raid,RAID (Redundant Array of Independent Disks),framework,Various,1988-present,mature,active,midline-storage-white-paper-jun2003,"Enabling reliability technology; ATA disks protected as part of RAID group enabling enterprise-class availability; higher capacity means fewer drives that can fail"
ilm,Information Lifecycle Management (ILM),framework,Various,2000-2010,emerging,evolved-into-tiered-storage,midline-storage-white-paper-jun2003,"Central analytical framework; four principles: Ageing Freezing Accumulation Redundancy; ILM used to justify data placement decisions across storage pyramid"
solid-state-disk,Solid-State Disk (SSD),platform,Various,1990s-present,niche,dominant-tier,midline-storage-white-paper-jun2003,"Ultra-performance-intensive database tier; top of storage pyramid; cited as highest-performance tier for specialized workloads"
magnetic-tape,Magnetic Tape Storage,platform,Various,1960s-present,mature,active-niche,midline-storage-white-paper-jun2003,"Offline bottom tier of storage pyramid; backup/restore and off-site archiving; slow restore times a key pain point driving midline adoption"
disk-based-backup-appliance,Disk-Based Backup Appliance,platform,Various,2000-present,emerging,mature,midline-storage-white-paper-jun2003,"ATA-based backup appliance with specialized software; cited as use case for midline; eliminates tape drive/media errors via RAID; 2TB unit $20K-$30K (ATA) vs $35K-$50K (SCSI)"
continuous-data-protection,Continuous Data Protection (CDP),framework,Various,2002-present,emerging,mature,midline-storage-white-paper-jun2003,"Cited as method to achieve fast data restoration to any point in time; midline storage enables practical CDP implementation"
sap-r3,SAP R/3,application,SAP,1992-present,mature,evolved-to-SAP-S4HANA,midline-storage-white-paper-jun2003,"Mixed OLTP/query workload; cited as 'contemporary mixed application' where if data can be segregated mid-line may work for read-heavy portions"
