"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"intel-centrino","Intel Centrino","platform","Intel","2003-2010","new","discontinued","dct-traveling-with-centrino-2003-05","Pentium M + chipset + WiFi branding"
"intel-pentium-m","Intel Pentium M","hardware","Intel","2003-2008","new","discontinued","dct-traveling-with-centrino-2003-05","Low-power mobile CPU"
"intel-pentium-iii","Intel Pentium III","hardware","Intel","1999-2007","legacy","discontinued","dct-traveling-with-centrino-2003-05","Prior mobile CPU generation"
"intel-pentium-4","Intel Pentium 4","hardware","Intel","2000-2008","mature","discontinued","dct-traveling-with-centrino-2003-05","Desktop CPU reference"
"gateway-450","Gateway 450","hardware","Gateway","2003-2005","new","discontinued","dct-traveling-with-centrino-2003-05","Early Centrino desktop-replacement notebook"
"compaq-tc1000","Compaq TC 1000","hardware","Compaq","2002-2004","mature","discontinued","dct-traveling-with-centrino-2003-05","Prior tablet with built-in WiFi"
"ati-mobility","ATI Mobility","hardware","ATI","2001-2010","mature","legacy","dct-traveling-with-centrino-2003-05","Mobile GPU line"
"wifi-80211b","802.11b WiFi","protocol","IEEE","1999-2009","mature","legacy","dct-traveling-with-centrino-2003-05","11 Mbps wireless"
"wifi-80211a","802.11a WiFi","protocol","IEEE","1999-2010","new","legacy","dct-traveling-with-centrino-2003-05","5 GHz, summer 2003 rollout"
"wifi-80211g","802.11g WiFi","protocol","IEEE","2003-2013","new","legacy","dct-traveling-with-centrino-2003-05","2.4 GHz, 54 Mbps; predicted 2004"
"ddr-memory","DDR SDRAM","hardware","multiple","2000-2007","mature","legacy","dct-traveling-with-centrino-2003-05","512MB in Gateway 450"
"notebook-pc","Notebook PC","platform","multiple","1985-present","mature","current","dct-traveling-with-centrino-2003-05","Form factor"
"thin-and-light-notebook","Thin-and-Light Notebook","platform","multiple","1998-present","mature","current","dct-traveling-with-centrino-2003-05","~4lb class"
"desktop-replacement-notebook","Desktop Replacement Notebook","platform","multiple","2000-present","mature","current","dct-traveling-with-centrino-2003-05","~6lb class"
