"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"aberdeen-e-profile","Aberdeen e-Profile","application","Aberdeen Group","2000-2002","launched","retired","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001","Aberdeen e-Publications product launched January 2000; web-hosted multimedia profile with 8-10 PowerPoint slides and 5-7 audio clips of 1-2 minutes each; converts $25K Profile to $40K+ subscription with 12-month hosting + 3 updates"
"aberdeen-executive-white-paper","Aberdeen Executive White Paper (EWP)","application","Aberdeen Group","1990s-2000s","mainstream","retired","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001","Aberdeen flagship in-depth research product; 10-16 pages printed; published price $25,000 + 500 copies; eVersion $17,500; combo $30,000; web-hosting fee schedule $5,000-10,000; internal transfer prices $20,000 print / $15,000 e / $25,000 combo"
"aberdeen-impact","Aberdeen Impact","application","Aberdeen Group","1990s-2000s","mainstream","retired","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001","Aberdeen short-form research product; 2 pages only printed; published price $10,000 + 100 copies; eVersion $12,500; combo $17,500; internal transfer prices $7,500/$10,000/$13,500"
"aberdeen-profile","Aberdeen Profile Report","application","Aberdeen Group","1990s-2000s","mainstream","retired","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001","Aberdeen single-company profile product; 6-8 pages printed; published price $17,500 + 500 copies; eVersion $15,000; combo $22,500; internal transfer prices $13,500/$12,500/$18,500"
"aberdeen-mas","Aberdeen Market Analysis Service (MAS)","application","Aberdeen Group + ETI","2001","launched","retired","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001","June 2001 subscription product; 14 market segments over 12 months; quantitative + qualitative + analyst access; $22,500 standard subscription; July 2001-June 2002 inaugural year covered ASPs CPC CRM Data Knowledge EAI Enterprise Apps e-Sourcing Internet Infrastructure MSPs Professional Services Security Solutions Storage Management Supply Chain Management Wireless Infrastructure"
"aberdeen-mas-quantitative","MAS Quantitative Subscription","application","Aberdeen Group + ETI","2001","launched","retired","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001","All-14-topics quantitative-only subscription priced at $15,000; macro-economic GDP-grounded methodology; supplier financial data plus user interviews"
"aberdeen-mas-qualitative","MAS Qualitative Subscription","application","Aberdeen Group + ETI","2001","launched","retired","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001","All-14-topics qualitative-only subscription priced at $10,000; analyst thought leadership + primary survey data + on-going market dialog + on-site supplier briefings + user case studies"
"aberdeen-it-spending-report","Aberdeen IT Spending Report","application","Aberdeen Group","2001","launched","retired","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001","Free sales-enticement report used as MAS prospect-qualifying lead magnet"
"aberdeen-pricing-schedule-2000","Aberdeen Group Publication Pricing and Transfer Schedule 2000","internal-document","Aberdeen Group","2000","active","retired","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001","Internal pricing matrix governing EWP/Impact/Profile pricing, hosting fees, time-budgets, discount ladder, and Kastner $100K signoff threshold"
"aberdeen-survey-research-program-2000","e-Business@Aberdeen.com Survey Research 2000","program","Aberdeen Group","2000","active","retired","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001","2000 calendar of nine practice surveys spanning e-Procurement / e-Marketing / e-Sales / e-Customer-Services / e-Employee-Self-Service / e-Portals / e-Payments"
