"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"eii-platform","Enterprise Information Integration (EII)","data-integration","","2000s","emerging","evolved","aberdeen-eii-2003-ea3f1a","Leaves data sources in place; real-time ETL; cross-data-source querying without copying; creates global metadata repository; distinct from EAI and ETL; market <$200M in 2003"
"etl-tools","Extract, Transform, Load (ETL) Tools","data-integration","","1990s-2000s","mature","mature","aberdeen-eii-2003-ea3f1a","Mature predecessor to EII; combine data migration and replication; target data warehouse market then EAI; suppliers: Compuware, Data Junction, ETI, Sybase, TIBCO, webMethods"
"eai-technology","Enterprise Application Integration (EAI)","middleware","","1990s-2000s","mature","legacy","aberdeen-eii-2003-ea3f1a","EAI market $2.2B (2002) growing to $3.0B (2004); many ETL tools packaged as part of EAI; Aberdeen segments EAI as complementary to EII"
"xml-messaging","XML Messaging Technologies","standards-infrastructure","","2000s","growth","mature","aberdeen-eii-2003-ea3f1a","Descendant of SGML; sibling of HTML; flexible data portability; XML databases as persistent cache; SonicMQ, Software AG among providers; Aberdeen expects all EII suppliers to wrap transactions in XML within 2 years"
"data-warehouse","Data Warehouse and Data Marts","data-management","","1990s-2000s","mature","mature","aberdeen-eii-2003-ea3f1a","Largest aggregation of data and metadata in enterprise; limitations: performance at large size; query-only; data fiefdom resistance; daily refresh constraint; all major DB suppliers support"
"enterprise-operational-data-store","Enterprise Operational Data Store (ODS)","data-management","","1990s-2000s","mature","mature","aberdeen-eii-2003-ea3f1a","Combines key data from multiple sources; allows updating unlike data warehouse; near real-time freshness; pioneered by Unisys; now generally accepted"
"mid-tier-ods","Mid-tier Operational Data Store","data-management","","2000s","emerging","evolved","aberdeen-eii-2003-ea3f1a","Recent idea; high-performance database as persistent cache for multiple data sources; examples: Raining Data TigerLogic XDMS, Ipedo Information Hub; complements EII"
"federated-database","Federated Database","data-management","","1990s-2000s","declining","legacy","aberdeen-eii-2003-ea3f1a","Idea whose time has passed per Aberdeen; provides same DB software to different data sources; failed due to difficulty making one operation fit all data sources; Informix federated approach noted"
"enterprise-portal","Enterprise Portal","application","","2000s","growth","evolved","aberdeen-eii-2003-ea3f1a","Portal market $1.5B (2002) to $2.8B (2004); EII required for portals to show more than data side-by-side; DataChannel, Sequoia Software, iPlanet among portal providers"
"web-services-eii","Web Services (in EII context)","architecture","","2000s","emerging","mature","aberdeen-eii-2003-ea3f1a","EII-type functionality cornerstone of web services; Web-servicized EII provides cross-company data access; Aberdeen expects XML wrap for all EII suppliers within 2 years; HP, IBM, Sun, Microsoft as web services providers"
"ibm-db2-information-integrator","IBM DB2 Information Integrator","data-integration","IBM","2000s","emerging","legacy","aberdeen-eii-2003-ea3f1a","Product from IBM Xperanto EII project; IBM $60M EII revenue estimate; dramatic visibility growth due to IBM announcement"
"metamatrix-server","MetaMatrix Information Integration Server","data-integration","MetaMatrix Inc.","2000s","emerging","legacy","aberdeen-eii-2003-ea3f1a","Full-featured EII solution; MetaBase modeling tool (MOF-based); virtual databases; XA-compliant transactions; Java-built for scalability; SOAP/XML/ODBC/JDBC; OEM agreement with SAP NetWeaver"
"bea-liquid-data","BEA Liquid Data for WebLogic","data-integration","BEA Systems","2000s","emerging","legacy","aberdeen-eii-2003-ea3f1a","BEA contracting with Enosys to provide EII; EII incorporated in application server; BEA $25M EII revenue estimate"
"content-management-market","Content Management Software","enterprise-applications","","2000s","growth","mature","aberdeen-eii-2003-ea3f1a","Content management market $1.2B (2002) to $2.0B (2004) per Aberdeen; EII increasingly incorporated in content management solutions"
"java-ejb","Enterprise JavaBeans (EJB) / Java Platform","development-platform","Sun Microsystems","2000s","growth","evolved","aberdeen-eii-2003-ea3f1a","EJB 2.0 components; simplifies data access; EII a complement; EII solution providers (incl. MetaMatrix) built entirely in Java for scalability; J2EE application servers"
