"code_id","code_type","label","definition"
"OT-001","observation_type","strategy-classification","Classification of a vendor, product, or market entity into a strategic category based on analyst judgment."
"OT-002","observation_type","viability-prediction","Forward-looking claim about the commercial, technical, or organizational viability of a product, company, or market."
"OT-003","observation_type","actual-outcome","Post-study documented result that validates or refutes a prediction or historical claim in the study."
"OT-004","observation_type","technology-assessment","Evaluation of a technology's capabilities, limitations, maturity, or fit for a particular use case."
"OT-005","observation_type","benchmark-result","Quantitative performance measurement from a formal or informal benchmark test."
"OT-006","observation_type","framework-factor","A criterion or dimension in an analyst's evaluative framework used to rate or rank entities."
"OT-007","observation_type","market-data","Quantitative or qualitative market size, growth, or segment data."
"OT-008","observation_type","expert-opinion","A professional judgment or perspective from an industry practitioner or executive interview."
"MC-001","methodology_code","industry-analysis","Analysis based on aggregate market data, competitive landscape, and published information."
"MC-002","methodology_code","benchmarking","Performance measurement using standardized test procedures."
"MC-003","methodology_code","user-interviews","Primary research via structured or semi-structured interviews with end-user practitioners."
"MC-004","methodology_code","expert-opinion","Qualitative assessment by domain expert based on accumulated experience."
"MC-005","methodology_code","comparative-analysis","Systematic comparison of two or more products, vendors, or strategies across defined dimensions."
"MC-006","methodology_code","market-sizing","Estimation of total addressable market size using top-down or bottom-up methods."
"MC-007","methodology_code","historical-record","Post-study documentation of actual outcomes drawn from public record or industry history."
"MC-008","methodology_code","competitive-analysis","Structured analysis of competing products or vendors across defined criteria."
"CF-001","confidence","high","Strong evidentiary basis; corroborated by multiple sources or direct measurement."
"CF-002","confidence","medium","Reasonable basis; single credible source or analyst judgment without full corroboration."
"CF-003","confidence","low","Speculative or limited evidential basis; noted uncertainty."
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival"
