"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"risc-architecture","RISC architecture (reduced instruction set)","processor-architecture","various","1980s-1990s","emerging","shipping","aberdeen-trends-90s-logan-1991-648c68","100-instruction RISC vs 300-instruction CISC framing in 1991 Aberdeen deck"
"cisc-architecture","CISC architecture (complex instruction set)","processor-architecture","various","pre-1980s-1990s","shipping","legacy","aberdeen-trends-90s-logan-1991-648c68","Established x86/680x0/VAX legacy architecture"
"three-tier-architecture","Three-tier (and 'three-tier plus') architecture","system-architecture","industry-standard","1990s-present","emerging","shipping","aberdeen-trends-90s-logan-1991-648c68","1991 Aberdeen Logan deck and 1993 Aberdeen MFA deck both call this state-of-the-art"
"client-server-architecture","Client-server computing architecture","system-architecture","industry-standard","1980s-1990s","emerging","legacy","aberdeen-trends-90s-logan-1991-648c68","Remote-presentation/Remote-DB/Cooperative/Distributed-DB taxonomy"
"osf","Open Software Foundation (OSF)","industry-consortium","OSF","1988-1996","competing","merged-into-the-open-group","aberdeen-trends-90s-logan-1991-648c68","Unix consortium opposing UI; 1991 Aberdeen Logan deck framing"
"unix-international","UNIX International (UI)","industry-consortium","UI","1988-1993","competing","defunct","aberdeen-trends-90s-logan-1991-648c68","Sun/AT&T-backed Unix consortium opposing OSF"
"ace-consortium","Advanced Computing Environment (ACE) consortium","industry-consortium","MIPS et al.","1991-1992","emerging","defunct","aberdeen-trends-90s-logan-1991-648c68","MIPS/Compaq/DEC/SCO consortium for RISC reference platform; 1991 Aberdeen deck context"
"ibm-big-pink","IBM 'Big Pink' / Workplace OS / Pink","operating-system","IBM/Apple","1991-1996","vaporware","defunct","aberdeen-trends-90s-logan-1991-648c68","Taligent OS effort; 1991 Aberdeen deck cites as ACE counter-platform"
"sun-solaris","Sun Solaris (SunOS 5)","operating-system","Sun Microsystems","1992-present","emerging","legacy-still-shipping","aberdeen-trends-90s-logan-1991-648c68","1991 Aberdeen deck forecasts Solaris by 1994 desktop position"
"microsoft-nt","Microsoft Windows NT","operating-system","Microsoft","1993-2000s","emerging","evolved-into-modern-windows","aberdeen-trends-90s-logan-1991-648c68","1991 Aberdeen Logan deck forecasts MS-NT by 1994"
"ms-dos","MS-DOS","operating-system","Microsoft","1981-2000","shipping","legacy","aberdeen-trends-90s-logan-1991-648c68","1991 Aberdeen deck baseline desktop OS"
"os-2","OS/2","operating-system","IBM/Microsoft","1987-2006","shipping","legacy","aberdeen-trends-90s-logan-1991-648c68","1991 Aberdeen deck mid-functionality desktop OS option"
"object-oriented-technology","Object-oriented technology (general)","software-paradigm","industry-standard","1980s-2000s","emerging","shipping","aberdeen-trends-90s-logan-1991-648c68","1993 Aberdeen MFA deck — 'requirement 3-5 years out'"
