"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"volume-1-ch09-expert-witness-technology-on-trial-1992-2015-OBS-001","volume-1-ch09-expert-witness-technology-on-trial-1992-2015","peter-s-kastner","","personal-recollection","1992","Expert witness career initiation","Received unsolicited call from unknown law firm seeking expert on enterprise database technology; said yes, opening a parallel career spanning 20+ years.","high","MC-OH","Opening paragraphs",""
"volume-1-ch09-expert-witness-technology-on-trial-1992-2015-OBS-002","volume-1-ch09-expert-witness-technology-on-trial-1992-2015","peter-s-kastner","database-management","personal-recollection","1992","First case type","Complex commercial litigation involving enterprise database technology; required expertise in relational databases at architectural and market level.","high","MC-OH","Opening paragraphs",""
"volume-1-ch09-expert-witness-technology-on-trial-1992-2015-OBS-003","volume-1-ch09-expert-witness-technology-on-trial-1992-2015","peter-s-kastner","","expert-opinion","1992","Parallel career duration","Expert witness practice ran alongside Aberdeen research practice for more than two decades (1992–2015).","high","MC-EO","Opening paragraphs",""
"volume-1-ch09-expert-witness-technology-on-trial-1992-2015-OBS-004","volume-1-ch09-expert-witness-technology-on-trial-1992-2015","","","topic-insight","1992","Consulting vs. testifying expert distinction","Consulting expert: confidential, candid, not disclosed. Testifying expert: formal opinions, depositions, cross-examination — every opinion must be bulletproof.","high","MC-IA","What an Expert Witness Actually Does",""
"volume-1-ch09-expert-witness-technology-on-trial-1992-2015-OBS-005","volume-1-ch09-expert-witness-technology-on-trial-1992-2015","peter-s-kastner","","expert-opinion","1992","Routes into technology expert witness work in 1990s","Three routes: former senior engineers, former CIOs, and technology analysts with research credentials. Analyst credential proved advantageous.","high","MC-EO","What an Expert Witness Actually Does",""
"volume-1-ch09-expert-witness-technology-on-trial-1992-2015-OBS-006","volume-1-ch09-expert-witness-technology-on-trial-1992-2015","aberdeen-group","","expert-opinion","1992","Aberdeen credentials accepted by courts","Aberdeen’s published research and TPC work gave Kastner credentials courts found credible for technology expert testimony.","high","MC-EO","What an Expert Witness Actually Does",""
"volume-1-ch09-expert-witness-technology-on-trial-1992-2015-OBS-007","volume-1-ch09-expert-witness-technology-on-trial-1992-2015","peter-s-kastner","","expert-opinion","1992","Analyst advantage over engineer in litigation","As analyst (not engineer), Kastner could speak to what industry knew, what market expected, and what competent technology practice looked like — the standards by which decisions are judged.","high","MC-EO","What an Expert Witness Actually Does",""
"volume-1-ch09-expert-witness-technology-on-trial-1992-2015-OBS-008","volume-1-ch09-expert-witness-technology-on-trial-1992-2015","peter-s-kastner","","personal-recollection","1992","Case subject matter range","Cases ranged from database licensing disputes to software project failures to antitrust claims in the storage market.","high","MC-OH","What an Expert Witness Actually Does",""
"volume-1-ch09-expert-witness-technology-on-trial-1992-2015-OBS-009","volume-1-ch09-expert-witness-technology-on-trial-1992-2015","safeway","data-warehouse","personal-recollection","1995","Safeway litigation characterization","Most significant litigation engagement of Kastner’s expert witness career: major antitrust and breach-of-contract dispute.","high","MC-OH","The Safeway Data Warehouse Case",""
"volume-1-ch09-expert-witness-technology-on-trial-1992-2015-OBS-010","volume-1-ch09-expert-witness-technology-on-trial-1992-2015","safeway","data-warehouse","personal-recollection","1995","Safeway dispute core issues","Centered on data warehousing technology: what had been promised, what had been delivered, whether competitive market analysis informing the deal was sound, and damages.","high","MC-OH","The Safeway Data Warehouse Case",""
