filename,page,sha1,size_bytes,labels_on_page
figure_001.png,4,8f1bd3b16875a5af781215ae4a0565293b4bbdf5,233188,1;2;3;4;5;6;7;8;9;10
figure_002.png,5,35526c9bd2a7886473057dc598050fff53f8886c,100791,1;2;3;4;5;6
figure_003.png,6,d0b83fca67327b4db7c6d0aa9fc05ecf8820fd77,278124,1
figure_004.png,7,e227606ee9a3c03518099e67ab43be4c28cdcd94,265782,1
figure_005.png,8,d5b31d5ff725e56ae8e2ff2447288d08ee358fab,240144,2;3
figure_006.png,9,f440098780c3b3a91a61127976e637fb5ead78ed,255638,2
figure_007.png,10,0d57bfb71f2a7904d553ad38297856bc0413c43e,290163,2
figure_008.png,12,8985a1709631ffc7ea1deb014f6e6aa746eca383,278331,3
figure_009.png,13,327b3f605365c9c5da2d99350301e478a9934905,244687,4;5
figure_010.png,14,e47e0cd4f04d5292c1d6ef57bbe9614bec9da65b,220386,6;7
figure_011.png,15,7aa6bd9c9b0b21a8df5a28b8effb98a9c7086053,293075,8
figure_012.png,16,00b1a315bfb947de388bd594029c0165d56cf7e0,315786,9
figure_013.png,17,bdbe9aafa30be60106f06e226bdb9d84ec423a5f,164578,10
figure_014.png,21,affbb0a8a72670387ec0677a58af8b8c42e4a955,324431,4;5
figure_015.png,22,2d38234f4b00c7246ea0b4ec790198baeed45e3f,113296,6
figure_016.png,30,fdd15a95adc275626d46c2609eb286761f1753e2,98407,1;2;3;1;2;3;4;5;6;7;8;9
figure_017.png,42,73a9570fe9047e657a710cfdeec9b95df343b19a,398063,1;1
figure_018.png,46,8fbd4dcc7493f6019d56c9567e47c8241769dd39,272657,1
figure_019.png,48,d9dea3dd9d68dc853817772d9bb1f3260f159561,232302,2
figure_020.png,49,4d2d5a8de265a7074aa33f3c1a49656bd50afb55,218248,2
figure_021.png,52,94f08bbf3ae77c4ab15352e444ff431f25e1856c,196106,3
figure_022.png,59,c10735f9d61d2dda47ac927b36f46a00edb0dd22,254855,4;4
figure_023.png,61,f4e6f94f70a4c515f7c0c5f8aa774dbd07e13549,448805,2;2
figure_024.png,62,b3536efee008c7afd878296e359a36de46a1af6e,190914,5;5
figure_025.png,75,3562ee63ccbb2850098ad8e57691ac77b697fc9c,209562,3;3
figure_026.png,76,2ecd826e603a8dd514b8d31f302a339b3ed7c9a0,187361,6;6;7
figure_027.png,77,0bc36196bca8934fd7630613bb757666b9c58f8e,163941,7
figure_028.png,78,d6c7db0f03bc632576ccae9645e33cbb1042464b,262266,5;8;8
figure_029.png,79,84bbcc148e1227098fdb3fff186d2663b297962a,142306,9;9
figure_030.png,103,2b6df09318354d78acca9d4003747d96c3157e3c,95149,1;2;3;4;5;6;7;1;4;5
figure_031.png,104,5bd28bfd43d54996ef180575802269ade0ea5064,270529,1
figure_032.png,105,6b8eb8c108d4a35aed3c8db943404ad1fe73711b,184277,1
figure_033.png,106,95036c17af8f8d494e1a005db5c12318ce523108,125605,2
figure_034.png,107,684e5b2f524f48ba5c63fae5f660ea3597063b95,249169,2
figure_035.png,110,38d97c4d794cc4b41f5ebe9d72cd925a8966e355,179067,3;4;4;1
figure_036.png,111,cfee96d20de9d86e9f70daec031011f19b06e83c,236161,1
figure_037.png,112,94b38da29cad12a498e421acb37026add9edb4d9,257473,5
figure_038.png,113,a58064f2d01180bc4c860ff9a00c6e3a71da85eb,170475,6;7
figure_039.png,114,803fd53bcb867208a8175c58e421ad34af5ad5f2,283443,2
figure_040.png,116,19b2b54585ddd717d1f333751231cc5f1bca8600,235498,3
figure_041.png,117,2d81821a6dc004f68e65d7e308d87f6d6664a23a,192370,8;9
figure_042.png,124,ae560417ff6a6a0657e5f458fba2ed4559773021,275719,4;5
figure_043.png,130,a15938a84177a2f5bc11ee814190fa5582edefe8,215977,1;2;3;4;5;6;7;8
figure_044.png,131,a92f5a5418b8036382ee4e84e1a3e3fe2a979e23,102108,1;2;3;4;5;6
figure_045.png,133,676dd5b63f05fb28be47bec01c86a5ddc26cc874,158664,1
figure_046.png,134,146999a3f8c4e564884a5a7887c5ac756d152408,106358,2
figure_047.png,135,448e1c08d062e1a87b66f676f991a5a96b199b83,237364,1
figure_048.png,136,c41de2816cb55f863d90da7f0a98abbb0f267a35,300636,2
figure_049.png,138,ef891eafd8fd6c2c47279d41709a7d137fd2c771,170190,3
figure_050.png,139,74aba35dd4d104553fbb8b2b608be970ebc23d5e,247374,3
figure_051.png,140,62c53ea21d2d3f65653411b93e749c938aed445e,173939,4
figure_052.png,141,8bba2e326ce7e1d2c75ce27898532a051474f4dd,153902,5
figure_053.png,142,6427169d94e7577dbfe987ee715e438a140c2454,159437,6
figure_054.png,144,17124b3d120c6d536b8ad2c5921fc161f446bb81,193713,7
figure_055.png,145,52ba2cd1d3d97b26ba2b329b2abaf31c56affac0,157638,8
figure_056.png,149,af281d7d814255ad1723b3441205fb1479168356,188775,4
figure_057.png,150,ada2c94aa3abdd5290048629518366c3ca79848c,244723,5;6
figure_058.png,156,d4de9182abd674e9bce524403a733db85c8e09a4,223065,1;2;3;3;4;5;6;7;8
figure_059.png,157,2c190311150714c509af01e8c28517f025fd0e27,100006,1;2;3;4;5;6
figure_060.png,158,ff91315990e22b6cecb9cb5d6624d6068a82441c,235036,1;1
figure_061.png,159,e1f919d905b15288ccab4bfe49aa960364ba6580,179139,2
figure_062.png,160,3603de3d60ddf4f7748bec950e4ef246186cd820,165999,3
figure_063.png,161,63c53d001a93d6f3ffa99dcdb642bc8bfda22d47,235843,1
figure_064.png,162,cc143e0bdfa2a34d767caf379f0198c236ed2a16,278623,2
figure_065.png,164,9b57dedb7b90a2e0dce87ee06b5ea701076a6085,177062,3
figure_066.png,165,d04ae015e3425cf6e33fca442f507d18ede46b18,187830,4
figure_067.png,166,a62f61293a4865dedccb6c8c367b60b4e8c05947,197952,5
figure_068.png,167,7d95d83fa3f0a44c860d642279c6d5ff0865d03c,143236,6
figure_069.png,168,bbf3536213e9c48c7e35fe6e2054fc2f1013bbb9,153720,7
figure_070.png,169,781ab4e6946838d28bba4a3ab275fc8832afda0a,208978,8
figure_071.png,171,fc9cf3ba26abd1a41f6adc1605f55e51c923957e,143642,9
figure_072.png,177,204abf67682526590fd44eb5c8b3f77f7c34ae89,319264,4;5
figure_073.png,178,f84848c3e2b91d929791e62a5d13b39e1a66fcee,116600,6
