code_id,code_type,label,definition
QUAL-EXPERT,methodology,Qualitative Expert Assessment,"Observation derived from expert qualitative judgment, analyst opinion, or focus-group-informed estimates"
DOC-REVIEW,methodology,Document Review,"Observation extracted directly from the source document text through systematic review"
QUANT-SURVEY,methodology,Quantitative Survey,"Observation derived from structured quantitative survey data or statistical analysis"
EXT-VERIFY,methodology,External Verification,"Observation verified through external sources, post-hoc research, or historical record to assess actual outcomes"
strategy-classification,observation_type,Strategy Classification,"Categorization of a strategic direction, market focus, or business approach described in the study"
viability-prediction,observation_type,Viability Prediction,"Forward-looking prediction about market viability, adoption likelihood, or commercial feasibility"
actual-outcome,observation_type,Actual Outcome,"Verified post-hoc result showing what actually happened after the study's predictions"
technology-assessment,observation_type,Technology Assessment,"Evaluation of a technology's capabilities, architecture, requirements, or readiness"
benchmark-result,observation_type,Benchmark Result,"Quantitative benchmark measurement or performance comparison"
framework-factor,observation_type,Framework Factor,"A factor, dimension, or variable within an analytical framework proposed by the study"
market-data,observation_type,Market Data,"Quantitative or semi-quantitative market size, revenue, unit, or share data"
expert-opinion,observation_type,Expert Opinion,"Qualitative expert judgment, recommendation, or interpretive assessment"
