"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"idc","International Data Corporation (IDC)","firm","Market Research / IT Consulting","active","","1964-present","05-idc-sata-report-0872b8","Report author; headquartered at 5 Speen Street Framingham MA 01701; report filed November 2003"
"robert-gray","Robert C. Gray","person","Market Research / IT Consulting","unknown [REVIEW]","","2000s","05-idc-sata-report-0872b8","IDC senior analyst; co-author of the report"
"dave-reinsel","Dave Reinsel","person","Market Research / IT Consulting","unknown [REVIEW]","","2000s","05-idc-sata-report-0872b8","IDC senior analyst; co-author of the report; later known for IDC's Data Age/DataSphere research"
"emc","EMC Corporation","company","Enterprise Storage","unknown [REVIEW]","","1979-2016","05-idc-sata-report-0872b8","Mentioned via Centera ATA-based CAS system — early adopter product for fixed content"
"network-appliance","Network Appliance (NetApp)","company","Enterprise Storage","active","NetApp","1992-present","05-idc-sata-report-0872b8","Mentioned via NearStore ATA-based near-line storage product; NAS market leader"
"hewlett-packard","Hewlett-Packard (HP)","company","Enterprise IT Hardware/Services","split","HP Inc./HPE (2015)","1939-present","05-idc-sata-report-0872b8","Most preferred storage supplier for SATA-based systems among interviewees (10 of 19 mentions)"
"storagetek","StorageTek (Storage Technology Corporation)","company","Enterprise Storage","unknown [REVIEW]","","1969-2011","05-idc-sata-report-0872b8","Named as supplier already being used for data protection staging; mentioned in preferred suppliers context"
"dell","Dell Technologies","company","Enterprise IT Hardware","active","","1984-present","05-idc-sata-report-0872b8","Listed as potential SATA storage supplier by interviewees"
"ibm","IBM","company","Enterprise IT Hardware/Services","active","","1911-present","05-idc-sata-report-0872b8","Listed as potential SATA storage supplier; IBM snap-flash software mentioned by one interviewee"
"nexsan","Nexsan Technologies","company","Enterprise Storage","unknown [REVIEW]","","1999-present","05-idc-sata-report-0872b8","Mentioned as having a compelling SATA product but limited enterprise customer confidence at time of study"
"sun-microsystems","Sun Microsystems","company","Enterprise IT Hardware","acquired","Oracle (2010)","1982-2010","05-idc-sata-report-0872b8","Listed as potential SATA storage supplier by interviewees"
