tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
fibre-channel,Fibre Channel (FC),protocol,Various,1990s-2000s,mature,active,timex-ramp-interview-for-maxtor-project-8c1b71,"80% of Timex storage is FC; both direct-attached (Unix/Oracle) and SAN (Windows/Exchange)."
scsi-disk,SCSI Disk,storage,Various,1980s-2000s,mature,legacy,timex-ramp-interview-for-maxtor-project-8c1b71,"20% of Timex storage is SCSI."
san,Storage Area Network (SAN),storage,Various,1990s-2000s,growing,active,timex-ramp-interview-for-maxtor-project-8c1b71,"Compaq SAN unit; FC-based; Windows workloads (Exchange, data warehouse, Active Project images)."
das,Direct-Attached Storage (DAS),storage,Various,1990s-2000s,mature,declining,timex-ramp-interview-for-maxtor-project-8c1b71,"HP FC60 direct-attached for Oracle Financials Unix; 20% DAS Windows and 80% external DAS Unix noted."
hp-fc60,HP FC60 Disk Array,storage,HP,2000s,current,legacy,timex-ramp-interview-for-maxtor-project-8c1b71,"HP FC60 direct-attached FC storage; dedicated to Oracle Financials 1TB production database."
raid-5,RAID-5,storage,Various,1990s-2000s,mature,active,timex-ramp-interview-for-maxtor-project-8c1b71,"RAID-5 with some mirroring; used on Timex arrays."
oracle-financials,Oracle Financials (ERP),application,Oracle,1990s-2000s,mature,active,timex-ramp-interview-for-maxtor-project-8c1b71,"Primary application; 1TB production database on Unix; order entry and financial management."
microsoft-exchange,Microsoft Exchange,application,Microsoft,1990s-2000s,mature,active,timex-ramp-interview-for-maxtor-project-8c1b71,"~1TB; primary email/collaboration; Windows on SAN; email retained indefinitely due to staffing shortage."
hp-omniback,HP Omniback Backup Software,application,HP,2000s,current,discontinued,timex-ramp-interview-for-maxtor-project-8c1b71,"Backup software; renamed HP Data Protector; incremental daily + weekly full backup strategy."
tape-library-robotic,HP Robotic Tape Library,storage,HP,2000s,current,declining,timex-ramp-interview-for-maxtor-project-8c1b71,"HP robotic tape drives; incremental daily + weekly full; 4 generations with 1 offsite."
ata-disk,ATA (IDE) Disk / Low-Cost Disk,storage,Various,1990s-2000s,emerging,superseded-by-SATA,timex-ramp-interview-for-maxtor-project-8c1b71,"Under RAMP evaluation; Lutz rates 2/7 willingness — management complexity barrier dominates."
cad-cam,CAD/CAM Software / Imaging,application,Various,1990s-2000s,mature,active,timex-ramp-interview-for-maxtor-project-8c1b71,"Used for watch design; CAD/CAM files seldom-written after release; part of Active Project system."
active-project,Active Project (Imaging/Project Mgmt),application,Various,2000s,current,[DEFERRED],timex-ramp-interview-for-maxtor-project-8c1b71,"Combination imaging, project management, web page, CAD/CAM; shared internally and with vendors; Windows SAN. Backup issues noted."
