entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
timex,Timex Group USA,company,Consumer Manufacturing (Watches),active,[none],1854-present,timex-ramp-interview-for-maxtor-project-8c1b71,"Privately held; Middlebury CT headquarters; 5,000 employees worldwide; $10-24M IT budget. Primary data center in Middlebury; also worldwide locations. CIO reports to CFO — cost-center orientation."
robert-lutz-timex,Robert Lutz (Bob Lutz),person,Consumer Manufacturing IT,active,,2000s,timex-ramp-interview-for-maxtor-project-8c1b71,"Manager IT Operations, Timex, Middlebury CT. Responsible for entire company IT including storage. Interviewee for RAMP face-to-face session. 'The Bob' archetype referenced in Kastner conclusions."
peter-s-kastner,Peter S. Kastner,person,Market Research / IT Consulting,active,,1989-present,timex-ramp-interview-for-maxtor-project-8c1b71,"Co-author RAMP study; Aberdeen Group Group VP."
david-hill,David Hill,person,Market Research / IT Consulting,[DEFERRED],,2000s,timex-ramp-interview-for-maxtor-project-8c1b71,"Co-author; Aberdeen Storage and Storage Management Practice."
aberdeen-group,Aberdeen Group,firm,Market Research / IT Consulting,acquired,Aberdeen/Harte-Hanks,1988-present,timex-ramp-interview-for-maxtor-project-8c1b71,"Co-author organization; Boston-based market research and consulting firm."
maxtor-corporation,Maxtor Corporation,company,Enterprise Storage / Disk Manufacturing,acquired,Seagate (2006),1982-2006,timex-ramp-interview-for-maxtor-project-8c1b71,"Sponsor of RAMP study; manufacturer of MaXLine midline ATA disk drives."
hewlett-packard,Hewlett-Packard (HP),company,Enterprise IT Hardware/Services,split,HP Inc./HPE (2015),1939-present,timex-ramp-interview-for-maxtor-project-8c1b71,"Timex storage vendor; HP FC60 direct-attached storage array for Oracle Financials; HP Omniback backup software; HP robotic tape drives."
emc,EMC Corporation,company,Enterprise Storage,[DEFERRED],[DEFERRED],1979-2016,timex-ramp-interview-for-maxtor-project-8c1b71,"Mentioned as having discussed lower cost storage option with Lutz; not purchased."
compaq,Compaq,company,Enterprise IT Hardware,dissolved,HP (2002),1982-2002,timex-ramp-interview-for-maxtor-project-8c1b71,"Timex uses a Compaq SAN unit (FC-based) for Windows/Exchange/data warehouse storage."
oracle,Oracle,company,Enterprise Software/Database,active,,1977-present,timex-ramp-interview-for-maxtor-project-8c1b71,"Oracle Financials (order entry/ERP) is Timex primary application; 1TB production database on Unix/HP FC60. Oracle test instances also maintained."
microsoft,Microsoft,company,Enterprise Software / OS,active,,1975-present,timex-ramp-interview-for-maxtor-project-8c1b71,"Microsoft Exchange (~1TB) is primary file-based/email application; Windows-based on SAN."
western-digital,Western Digital,company,Enterprise Storage / Disk Manufacturing,active,,1970-present,timex-ramp-interview-for-maxtor-project-8c1b71,"Mentioned implicitly in Kastner survey report as competitor to Maxtor with 'substitute' disk positioning (same capacity, 30% less)."
