code_id,code_type,label,definition
strategy-classification,observation_type,Strategy Classification,Categorization of an entity's business strategy
viability-prediction,observation_type,Viability Prediction,Expert prediction of entity's long-term survival
actual-outcome,observation_type,Actual Outcome,Verified historical outcome for an entity
technology-assessment,observation_type,Technology Assessment,Evaluation of a technology's maturity or fitness
benchmark-result,observation_type,Benchmark Result,Quantitative comparison against peers or standards
framework-factor,observation_type,Framework Factor,One component of a multi-factor analytical framework
market-data,observation_type,Market Data,Quantitative market statistic
expert-opinion,observation_type,Expert Opinion,Qualitative professional judgment
personal-recollection,observation_type,Personal Recollection,First-person memory or anecdote from Kastner
ai-exchange,observation_type,AI Exchange,A question posed by Kastner and the AI response extracted as a structured observation
topic-insight,observation_type,Topic Insight,An analytical claim or framework point within a technology topic deep-dive
industry-analysis,methodology,Industry Analysis,Systematic analysis of industry structure and dynamics
competitive-profiling,methodology,Competitive Profiling,Detailed comparison of competing entities
benchmarking,methodology,Benchmarking,Comparison against industry standards or peers
field-research,methodology,Field Research,Primary data collection via interviews or surveys
document-review,methodology,Document Review,Analysis of existing documents and records
statistical-analysis,methodology,Statistical Analysis,Quantitative data analysis with statistical methods
oral-history,methodology,Oral History,First-person spoken or written recollection of events
ai-dialog,methodology,AI Dialog,Question-and-answer exchange between a human and an AI system
high,confidence,High Confidence,Strong evidentiary basis; multiple corroborating sources
medium,confidence,Medium Confidence,Reasonable basis but limited corroboration
low,confidence,Low Confidence,Directional judgment with limited evidence
verified,confidence,Verified,Confirmed by subsequent events or independent sources
firmographic,observation_type,Firmographic,Study-specific code: firmographic
face-to-face-interview,methodology,Face To Face Interview,Study-specific code: face-to-face-interview
organizational-characteristic,observation_type,Organizational Characteristic,Study-specific code: organizational-characteristic
storage-capacity,observation_type,Storage Capacity,Study-specific code: storage-capacity
storage-utilization,observation_type,Storage Utilization,Study-specific code: storage-utilization
storage-growth-projection,observation_type,Storage Growth Projection,Study-specific code: storage-growth-projection
technology-mix,observation_type,Technology Mix,Study-specific code: technology-mix
data-classification,observation_type,Data Classification,Study-specific code: data-classification
willingness-to-adopt,observation_type,Willingness To Adopt,Study-specific code: willingness-to-adopt
purchase-intent,observation_type,Purchase Intent,Study-specific code: purchase-intent
market-insight,observation_type,Market Insight,Study-specific code: market-insight
headcount-pressure,observation_type,Headcount Pressure,Study-specific code: headcount-pressure
budget-constraint,observation_type,Budget Constraint,Study-specific code: budget-constraint
application-profile,observation_type,Application Profile,Study-specific code: application-profile
storage-architecture,observation_type,Storage Architecture,Study-specific code: storage-architecture
backup-restore,observation_type,Backup Restore,Study-specific code: backup-restore
pain-point,observation_type,Pain Point,Study-specific code: pain-point
storage-staffing,observation_type,Storage Staffing,Study-specific code: storage-staffing
terminology-awareness,observation_type,Terminology Awareness,Study-specific code: terminology-awareness
technology-adoption,observation_type,Technology Adoption,Study-specific code: technology-adoption
procurement,observation_type,Procurement,Study-specific code: procurement
market-segment-archetype,observation_type,Market Segment Archetype,Study-specific code: market-segment-archetype
