"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"desktop-pc","Desktop PC","platform","","1980s-present","mature","mature","dct-personal-it-practice-launch-2001",""
"notebook-pc","Notebook / laptop PC","platform","","1990s-present","mature","mature","dct-personal-it-practice-launch-2001",""
"soho-equipment","SOHO office equipment, networking, access","category","","1990s-present","mature","mature","dct-personal-it-practice-launch-2001",""
"pc-microprocessor","PC microprocessor","platform","","1980s-present","mature","mature","dct-personal-it-practice-launch-2001",""
"consumer-os","Consumer-oriented operating systems","platform","","1990s-present","mature","mature","dct-personal-it-practice-launch-2001",""
"digital-appliance","Digital appliance (consumer)","category","","2000-present","emerging","mature","dct-personal-it-practice-launch-2001",""
"personal-storage","Personal storage","category","","1990s-present","mature","mature","dct-personal-it-practice-launch-2001",""
"printing-imaging","Printing and imaging","category","","1980s-present","mature","mature","dct-personal-it-practice-launch-2001",""
"tv-stereo-convergence","TV & stereo convergence","category","","2000-present","emerging","mature","dct-personal-it-practice-launch-2001",""
"windows-xp","Windows XP","platform","Microsoft","2001-2014","emerging","legacy","dct-personal-it-practice-launch-2001",""
"ieee-802-11b","IEEE 802.11b WiFi","protocol","","1999-2010","emerging","legacy","dct-personal-it-practice-launch-2001",""
"flat-panel-display","Flat-panel LCD monitor","platform","","2000-present","emerging","mature","dct-personal-it-practice-launch-2001",""
"xbox","Microsoft Xbox","platform","Microsoft","2001-2005","emerging","discontinued","dct-personal-it-practice-launch-2001",""
"three-g-wireless","3G wireless","protocol","","2001-2015","emerging","legacy","dct-personal-it-practice-launch-2001",""
"broadband-access","Broadband consumer access","protocol","","2000-present","emerging","mature","dct-personal-it-practice-launch-2001","Last-mile"
"home-network","Home networking","category","","2000-present","emerging","mature","dct-personal-it-practice-launch-2001",""
