"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"snap-appliances-snapshot-10-15pk-f183fe-OBS-001","snap-appliances-snapshot-10-15pk-f183fe","snap-appliance","nas","competitive-position","2003","NAS market position by volume","#1 volume leading provider","high","ingest-extraction","vendor-claim","p1","Snap Appliance self-described as number one volume NAS provider from workgroup to enterprise"
"snap-appliances-snapshot-10-15pk-f183fe-OBS-002","snap-appliances-snapshot-10-15pk-f183fe","snap-appliance","nas","market-share","2003","Installed base (units)","130,000+","high","ingest-extraction","vendor-claim","p1","Snap Appliance installed customer base of over 130,000 units"
"snap-appliances-snapshot-10-15pk-f183fe-OBS-003","snap-appliances-snapshot-10-15pk-f183fe","snap-appliance","","strategy-classification","2002","Corporate structure change","re-privatized from Quantum subsidiary","high","ingest-extraction","secondary-data","p1","In 2002, after Quantum acquired Meridian Data in 2000 and shelved IPO plans, Snap Appliance reborn as private company"
"snap-appliances-snapshot-10-15pk-f183fe-OBS-004","snap-appliances-snapshot-10-15pk-f183fe","meridian-data","snap-server-1100","product-evaluation","1998","First Snap Servers launched year","1998","high","ingest-extraction","secondary-data","p1","First Snap Servers launched by Meridian Data in 1998"
"snap-appliances-snapshot-10-15pk-f183fe-OBS-005","snap-appliances-snapshot-10-15pk-f183fe","snap-appliance","snap-server-1100","competitive-position","2003","Best-selling NAS server claim","world best-selling NAS server","high","ingest-extraction","vendor-claim","p1","Snap Server 1100 described as world best-selling NAS server"
"snap-appliances-snapshot-10-15pk-f183fe-OBS-006","snap-appliances-snapshot-10-15pk-f183fe","snap-appliance","snap-server-4500","product-evaluation","2003","Max storage capacity with expansion","3TB","high","ingest-extraction","vendor-claim","p1","Snap Server 4500 supports up to two Snap Disk 10 arrays for up to 3TB raw storage"
"snap-appliances-snapshot-10-15pk-f183fe-OBS-007","snap-appliances-snapshot-10-15pk-f183fe","snap-appliance","snap-server-14000","product-evaluation","2003","Enterprise server storage options","1.44TB / 2.16TB / 3.0TB","high","ingest-extraction","vendor-claim","p1","SnapServer 14000 comes in 1.44TB, 2.16TB, and 3.0TB configurations across 12 disks in 3U rack"
"snap-appliances-snapshot-10-15pk-f183fe-OBS-008","snap-appliances-snapshot-10-15pk-f183fe","snap-appliance","ata-disk","technology-adoption","2003","Disk technology used","ATA (inexpensive)","high","ingest-extraction","vendor-claim","p1","Snap storage appliances use inexpensive ATA disks in a variety of redundancy configurations"
"snap-appliances-snapshot-10-15pk-f183fe-OBS-009","snap-appliances-snapshot-10-15pk-f183fe","snap-appliance","","market-share","2003","Target market segment","SMB and enterprises with minimal IT staffing","high","ingest-extraction","vendor-claim","p1","Snap Servers particularly attractive to SMB and enterprises with minimal or no IT staffing"
"snap-appliances-snapshot-10-15pk-f183fe-OBS-010","snap-appliances-snapshot-10-15pk-f183fe","snap-appliance","","competitive-position","2003","Geographic market reach","North America, Europe, Asia Pacific","high","ingest-extraction","vendor-claim","p1","Sells exclusively through manufacturers, distributors and resellers in NA, Europe and Asia Pacific"
