"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"nospra~1-bd7d6a-OBS-001","nospra~1-bd7d6a","","windows-nt-server-4","market-assessment","1998","NT Server enterprise suitability","NT Server 4.0 being overused for enterprise-scale implementations it cannot support; NOS use mostly workgroup","high","industry-analysis","p1","Key Aberdeen finding; NT appropriate for <2000 users file/print; not enterprise NOS."
"nospra~1-bd7d6a-OBS-002","nospra~1-bd7d6a","","windows-nt-server-5","viability-prediction","1998","NT Server 5.0 release timeline","NT 5.0 is a 1999 production issue — no relief coming in 1998; buyers must sort out 1998 on their own","high","industry-analysis","p11","Aberdeen explicitly calls NT 5.0 a 1999 not 1998 release."
"nospra~1-bd7d6a-OBS-003","nospra~1-bd7d6a","","windows-nt-server-5","actual-outcome","1999","NT Server 5.0 release timing","Windows 2000 shipped February 2000 — verify actual date.","high","industry-analysis","","Windows 2000 shipped February 2000 — verify actual date."
"nospra~1-bd7d6a-OBS-004","nospra~1-bd7d6a","novell-inc","novell-netware-4","competitive-assessment","1998","Novell viability assessment","Novell is still technology and market-share NOS leader; not a dead company; NetWare 5 expected summer 1998","high","competitive-assessment","p11","Aberdeen counters market perception that Novell is dying."
"nospra~1-bd7d6a-OBS-005","nospra~1-bd7d6a","novell-inc","novell-netware-5","viability-prediction","1998","NetWare 5 launch success","NetWare 5 launch on track; beta testing on schedule; customer feedback favorable; good chance to recapture mindshare","high","competitive-assessment","p14","Released July 1998 — verify outcome."
"nospra~1-bd7d6a-OBS-006","nospra~1-bd7d6a","novell-inc","novell-netware-5","actual-outcome","1998","NetWare 5 launch success","Verify NetWare 5 reception and market impact.","medium","competitive-assessment","","Verify NetWare 5 reception and market impact."
"nospra~1-bd7d6a-OBS-007","nospra~1-bd7d6a","ibm-corporation","os2-warp-server","competitive-assessment","1998","IBM OS/2 Warp Server market position","IBM not anticipating significant market share gains; maintaining installed base; $30B IBM revenue relies on OS/2","high","competitive-assessment","p11","IBM challenge is to stem mindshare erosion from Microsoft NT marketing."
"nospra~1-bd7d6a-OBS-008","nospra~1-bd7d6a","ibm-corporation","os2-warp-server","market-assessment","1998","OS/2 Warp Server product quality","OS/2 Warp Server excellent for file/print; exceeds NT Server functionality even with NT extra-cost utilities","high","competitive-assessment","p13","Aberdeen conclusion from supplier abstract section."
"nospra~1-bd7d6a-OBS-009","nospra~1-bd7d6a","","windows-nt-server-4","market-assessment","1998","NT Server security weakness","NT Server has almost non-existent security at Windows desktop level vs. very adequate Unix and IBM/Novell NOS","high","expert-opinion","p9","Security spectrum: mainframe > Unix > IBM/Novell NOS >> NT Server."
"nospra~1-bd7d6a-OBS-010","nospra~1-bd7d6a","","novell-nds","competitive-assessment","1998","Directory services battle framing","Battle between Novell NDS (shipping) and Microsoft Active Directory (upcoming) is truly strategic","high","competitive-assessment","p8","Central enterprise directory is key NOS battleground."
