"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"1997-ibm-s-enterprise-communications-fam-14559a.001","1997-ibm-s-enterprise-communications-fam-14559a","ENT-S1-002","TECH-S1-003","technology-assessment","1997","AnyNet top-layer replacement vs encapsulation","Positive: smaller software footprint, better performance than encapsulation","high","ingest-extraction","vendor-briefing","2","IBM's MPTN approach vs standard encapsulation described as strategically superior","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.002","1997-ibm-s-enterprise-communications-fam-14559a","ENT-S1-002","TECH-S1-004","technology-assessment","1997","HPR dynamic rerouting capability","Positive: automatic rerouting without network downtime; congestion control","high","ingest-extraction","product-evaluation","3","HPR allows route changes while message is in transit","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.003","1997-ibm-s-enterprise-communications-fam-14559a","dialogic-corporation","TECH-S1-001","technology-assessment","1997","SNA installed base migration path","Low-risk: top-layer replacement preserves existing SNA infrastructure","high","ingest-extraction","vendor-briefing","4","Aberdeen recommends ECF for IBM-installed-base migration","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.004","1997-ibm-s-enterprise-communications-fam-14559a","","TECH-S1-005","technology-assessment","1997","ATM adoption for enterprise intranets","Positive outlook: expected to grow for high-bandwidth applications","medium","ingest-extraction","expert-opinion","3","Aberdeen expects ATM support to expand as standards evolve","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.005","1997-ibm-s-enterprise-communications-fam-14559a","ENT-S1-002","TECH-S1-002","technology-assessment","1997","TCP/IP integration with SNA","Supported via AnyNet: SNA over TCP/IP and TCP/IP over SNA gateways","high","ingest-extraction","product-evaluation","2","Multiple protocol coexistence modes supported","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.006","1997-ibm-s-enterprise-communications-fam-14559a","ENT-S1-002","","viability-prediction","1997","IBM ECF recommended as enterprise communications purchase","Aberdeen recommends placing ECF high on lists to buy","high","ingest-extraction","expert-opinion","5","Strong buy recommendation for IBM-installed-base customers","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.007","1997-ibm-s-enterprise-communications-fam-14559a","dialogic-corporation","TECH-S1-003","viability-prediction","1997","AnyNet/MPTN as long-term multiprotocol standard","Predicted to remain strategically important for enterprise networking","medium","ingest-extraction","expert-opinion","2","Aberdeen implies MPTN approach will persist long-term","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.008","1997-ibm-s-enterprise-communications-fam-14559a","","TECH-S1-005","viability-prediction","1997","ATM viability for enterprise WAN","ATM predicted to expand as standards evolve","medium","ingest-extraction","expert-opinion","3","Aberdeen expects ATM support to grow","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.009","1997-ibm-s-enterprise-communications-fam-14559a","","TECH-S1-001","viability-prediction","1997","SNA long-term relevance in enterprise networking","Predicted to remain important via multiprotocol bridging strategies","medium","ingest-extraction","expert-opinion","4","ECF positioned as SNA migration aid but SNA assumed to persist","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.010","1997-ibm-s-enterprise-communications-fam-14559a","ENT-S1-002","","actual-outcome","2024","IBM Communications Server end-of-support","Distributed CS end-of-support announced April 2024; z/OS version continued","high","ingest-extraction","public-record","","IBM community blog April 2024 confirms distributed CS EOS","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.011","1997-ibm-s-enterprise-communications-fam-14559a","","TECH-S1-003","actual-outcome","2005","AnyNet/MPTN market adoption","Obsolete by mid-2000s; TCP/IP won outright without bridging layer","high","ingest-extraction","historical-record","","TCP/IP became universal; MPTN bridging strategies unnecessary","S1"
"1997-ibm-s-enterprise-communications-fam-14559a.012","1997-ibm-s-enterprise-communications-fam-14559a","","TECH-S1-005","actual-outcome","2003","ATM enterprise adoption","ATM failed to gain broad enterprise LAN/WAN adoption; displaced by Gigabit Ethernet and MPLS","high","ingest-extraction","historical-record","","ATM became obsolete in enterprise; IP-based WAN prevailed","S1"
