"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"sapiens-4gl","Sapiens (4GL application development platform)","application","Sapiens International","1982-2000s","emerging","legacy-supported","1992-sapiens-and-metadata-0608b6","Object-oriented 4GL for IBM mainframes; evolved to multi-platform SaaS insurance suite"
"ibm-mvs","IBM MVS (Multiple Virtual Storage)","platform","IBM","1974-2001","mature","obsolete","1992-sapiens-and-metadata-0608b6","Primary OS environment for Sapiens; evolved into OS/390 then z/OS"
"ibm-vm","IBM VM (Virtual Machine)","platform","IBM","1972-present","mature","legacy-supported","1992-sapiens-and-metadata-0608b6","One of three IBM SAA environments Sapiens supports"
"ibm-vse","IBM VSE (Virtual Storage Extended)","platform","IBM","1965-present","mature","legacy-supported","1992-sapiens-and-metadata-0608b6","One of three IBM SAA environments Sapiens supports"
"ibm-saa","IBM SAA (Systems Application Architecture)","framework","IBM","1987-1995","emerging","obsolete","1992-sapiens-and-metadata-0608b6","IBM's cross-platform portability architecture; Kastner notes it as 'still undelivered' in 1992; SAA largely failed"
"ibm-vsam","IBM VSAM (Virtual Storage Access Method)","protocol","IBM","1973-present","mature","legacy-supported","1992-sapiens-and-metadata-0608b6","Sapiens builds its internal DBMS (DB1) on top of VSAM; VSAM still used in mainframe applications today"
"cobol","COBOL (Common Business-Oriented Language)","language","multiple","1959-present","mature","legacy-supported","1992-sapiens-and-metadata-0608b6","Primary 3GL competitor to Sapiens; Kastner cites 15-30% Sapiens performance penalty vs tuned COBOL"
"ibm-3270","IBM 3270 Terminal","platform","IBM","1971-1990s","declining","obsolete","1992-sapiens-and-metadata-0608b6","Kastner observes Sapiens 3270 screens compare poorly with Windows GUI; automatic conversion to Windows is a key differentiator"
"microsoft-windows","Microsoft Windows","platform","Microsoft","1985-present","emerging","active","1992-sapiens-and-metadata-0608b6","Windows client for Sapiens in pre-release form during Feb 1992 visit; Q2 1992 availability targeted"
"unix-os","Unix Operating System","platform","multiple","1969-present","emerging","active","1992-sapiens-and-metadata-0608b6","Sapiens R&D project to port runtime kernel from IBM assembler to C/C++ for Unix; strategic for migration path"
"ibm-rs6000","IBM RS/6000","platform","IBM","1990-2000s","emerging","obsolete","1992-sapiens-and-metadata-0608b6","Cited as platform with no market leader yet for cross-platform IBM mainframe + RS/6000 integration tools"
"object-oriented-programming","Object-Oriented Programming (OOP)","framework","multiple","1980s-present","emerging","active","1992-sapiens-and-metadata-0608b6","Kastner describes Sapiens OO architecture as 'perhaps state-of-the-art' in 1992; encapsulation + message-passing"
