"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-001","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","microsoft-business-solutions","","strategy-classification","2002","MBS overall strategy type","surround strategy","high","ingest-extraction","industry-analysis","1","MBS places business-specific apps on top of a common business platform to surround and own the SME stack"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-002","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","microsoft-business-solutions","","strategy-classification","2002","MBS target market","small to midsize enterprises (SMEs)","high","ingest-extraction","industry-analysis","1","Explicitly targeting the SME segment with integrated business solutions"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-003","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","microsoft-business-solutions","","strategy-classification","2002","MBS channel strategy","value-added resellers (VARs)","high","ingest-extraction","industry-analysis","1","VAR channel central to MBS distribution strategy"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-004","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","microsoft-business-solutions","","framework-factor","2002","MBS product line - CRM","customer relationship management application","high","ingest-extraction","industry-analysis","1","CRM was one of three highlighted application categories at Stampede"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-005","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","microsoft-business-solutions","","framework-factor","2002","MBS product line - PSA","professional services automation application","high","ingest-extraction","industry-analysis","1","PSA was one of three highlighted application categories"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-006","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","microsoft-business-solutions","","framework-factor","2002","MBS product line - Manufacturing","manufacturing application","high","ingest-extraction","industry-analysis","1","Manufacturing was one of three highlighted application categories"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-007","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","microsoft-business-solutions","dotnet","technology-assessment","2002","MBS platform foundation",".NET infrastructure","high","ingest-extraction","industry-analysis","1",".NET described as the business platform foundation for MBS roadmap"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-008","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","navision","","market-data","2002","Navision acquisition value","$1.33 billion","high","ingest-extraction","document-review","1","Microsoft acquired Navision in July 2002 for $1.33B"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-009","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","great-plains","","market-data","2001","Great Plains acquisition year","2001","high","ingest-extraction","document-review","1","Microsoft acquired Great Plains in 2001; year confirmed in multiple sources"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-010","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","microsoft-business-solutions","","viability-prediction","2002","MBS ability to own the SME business stack","faces significant challenges from ISVs and competing ERP vendors","medium","ingest-extraction","industry-analysis","1","Aberdeen identified stack ownership as the key challenge for MBS"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-011","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","microsoft-business-solutions","","viability-prediction","2002","MBS long-term ERP market position","positioned to become dominant SME ERP platform","medium","ingest-extraction","industry-analysis","1","Implied by coverage of MBS surround strategy and investment in acquisitions"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-012","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","microsoft-business-solutions","","actual-outcome","2006","MBS rebranding outcome","renamed Microsoft Dynamics 2006; became leading SME ERP suite","verified","web-source","document-review","1","MBS became Microsoft Dynamics in 2006; Dynamics 365 is now leading SME platform globally"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-013","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","navision","navision-erp","actual-outcome","2016","Navision product lifecycle outcome","became Dynamics NAV then Dynamics 365 Business Central; actively sold","verified","web-source","document-review","1","Navision evolved to Business Central as of 2018; major cloud ERP for SMEs"
"2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4-OBS-014","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4","salomon","ms-small-business-manager","actual-outcome","2008","Small Business Manager outcome","discontinued 2008; users migrated to GP","verified","web-source","document-review","1","Microsoft discontinued Small Business Financials (formerly Small Business Manager) in October 2008"
