"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"linux","Linux OS","platform","open-source","1991-present","emerging","active","1999-aberdeengroup-newsletter-april-1999-d157ec","April 1999: described as emerging low-cost NT/Unix alternative; major suppliers pledging support; WINE project underway"
"windows-nt","Windows NT Server","platform","Microsoft","1993-2008","mature","obsolete","1999-aberdeengroup-newsletter-april-1999-d157ec","Dominant enterprise NOS alongside Novell NetWare at time; succeeded by Windows Server 2000"
"novell-netware","Novell NetWare","platform","Novell","1983-2010","mature","obsolete","1999-aberdeengroup-newsletter-april-1999-d157ec","Legacy enterprise NOS; declining as Internet integration became critical"
"os2-warp","IBM OS/2 Warp","platform","IBM","1987-2001","declining","obsolete","1999-aberdeengroup-newsletter-april-1999-d157ec","Mentioned as legacy NOS still in use at Fortune 1000 firms; discontinued 2001"
"banyan-vines","Banyan VINES","platform","Banyan Systems","1984-2004","declining","obsolete","1999-aberdeengroup-newsletter-april-1999-d157ec","Legacy enterprise NOS mentioned as still in use at Fortune 1000"
"dec-pathworks","Digital Equipment PathWorks","platform","Digital Equipment","1988-1999","declining","obsolete","1999-aberdeengroup-newsletter-april-1999-d157ec","DEC legacy NOS; DEC acquired by Compaq 1998"
"middleware-general","Enterprise Middleware","framework","various","1990s-present","emerging","active","1999-aberdeengroup-newsletter-april-1999-d157ec","Includes TP monitors, RPCs, ORBs, EAI; described as key enterprise architecture component"
"corba","CORBA (Common Object Request Broker Architecture)","protocol","OMG","1991-2005","emerging","legacy-supported","1999-aberdeengroup-newsletter-april-1999-d157ec","Mentioned in CORBA vs DCOM standards war; CORBA largely lost to web services"
"dcom","DCOM (Distributed Component Object Model)","protocol","Microsoft","1996-2005","emerging","obsolete","1999-aberdeengroup-newsletter-april-1999-d157ec","Mentioned in CORBA vs DCOM war; succeeded by web services/.NET"
"enterprise-javabeans","Enterprise JavaBeans (EJB)","framework","Sun Microsystems","1998-2012","emerging","legacy-supported","1999-aberdeengroup-newsletter-april-1999-d157ec","500,000 developers and 2,000 solutions mentioned; EJB remained in use but overtaken by Spring framework"
"java","Java Programming Language","language","Sun Microsystems","1995-present","emerging","active","1999-aberdeengroup-newsletter-april-1999-d157ec","Described as at critical evolution point; Portal Computing mentioned; now owned by Oracle"
"ldap","LDAP (Lightweight Directory Access Protocol)","protocol","IETF","1993-present","emerging","active","1999-aberdeengroup-newsletter-april-1999-d157ec","Aberdeen called LDAP and meta-directory 'important but falling far short of what is needed'"
"directory-services","Enterprise Directory Services","framework","various","1990s-present","emerging","active","1999-aberdeengroup-newsletter-april-1999-d157ec","Aberdeen's new practice; advocated Directory-Guided IT; LDAP became foundational"
"wine-project","WINE (Windows compatibility layer for Linux)","application","open-source","1993-present","emerging","active","1999-aberdeengroup-newsletter-april-1999-d157ec","Mentioned as project to allow Linux to run Windows apps; still active in 2026"
"intranet-extranet","Intranet/Extranet technologies","framework","various","1994-2005","emerging","obsolete","1999-aberdeengroup-newsletter-april-1999-d157ec","Described as supplementing LANs/WANs as enterprise backbone; term obsolete but concept integrated into all web infrastructure"
