"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group, Inc.","firm","IT Research","acquired","Harte-Hanks (2007)","1988-present","oracleroiwhitepaperprod-7-bcf73f","Publisher."
"oracle-corp","Oracle Corporation","company","Enterprise Software","active","","1977-present","oracleroiwhitepaperprod-7-bcf73f","SPONSOR of the paper; featured vendor."
"katherine-jones","Katherine Jones (Aberdeen Group)","person","Industry Analysis","retired","","1990s-2010s","oracleroiwhitepaperprod-7-bcf73f","Primary author."
"tom-dwyer","Tom Dwyer","person","Industry Analysis","unknown","","2000s","oracleroiwhitepaperprod-7-bcf73f","Co-author/editor. [REVIEW]"
"peter-s-kastner","Peter S. Kastner","person","Industry Analysis","active","","1969-present","oracleroiwhitepaperprod-7-bcf73f","Aberdeen EVP editor."
"michael-porter","Michael E. Porter","person","Strategy/Academia","active","","1970s-present","oracleroiwhitepaperprod-7-bcf73f","Cited on durable competitive advantage; HBS."
"nike","Nike, Inc.","company","Footwear/Apparel","active","","1964-present","oracleroiwhitepaperprod-7-bcf73f","Canonical integration-failure case."
"sap-ag","SAP AG","company","Enterprise Software","active","","1972-present","oracleroiwhitepaperprod-7-bcf73f","Integrated-suite vendor cited; Nike ERP."
"siebel-systems","Siebel Systems","company","Enterprise Software","acquired","Oracle (2006)","1993-2006","oracleroiwhitepaperprod-7-bcf73f","Nike CRM."
"i2-technologies","i2 Technologies","company","Supply Chain Software","acquired","JDA Software (2010)","1988-2010","oracleroiwhitepaperprod-7-bcf73f","Nike SCM; failed Ariba/IBM partnership."
"ariba","Ariba, Inc.","company","E-Procurement","acquired","SAP (2012)","1996-2012","oracleroiwhitepaperprod-7-bcf73f","Best-of-breed e-procurement."
"commerce-one","Commerce One","company","E-Procurement","dissolved","Bankruptcy (2004)","1994-2004","oracleroiwhitepaperprod-7-bcf73f","Best-of-breed e-procurement."
"broadvision","BroadVision","company","CRM/e-Commerce","active","","1993-present","oracleroiwhitepaperprod-7-bcf73f","Best-of-breed CRM."
"manugistics","Manugistics","company","Supply Chain Software","acquired","JDA Software (2006)","1969-2006","oracleroiwhitepaperprod-7-bcf73f","Best-of-breed SCM."
"ibm","IBM Corporation","company","IT","active","","1911-present","oracleroiwhitepaperprod-7-bcf73f","Failed Ariba/i2 partnership."
"baan","Baan Company","company","Enterprise Software","acquired","Invensys (2000) -> Infor","1978-2000","oracleroiwhitepaperprod-7-bcf73f","Integrated-suite vendor cited."
"peoplesoft","PeopleSoft Inc.","company","Enterprise Software","acquired","Oracle (2005)","1987-2005","oracleroiwhitepaperprod-7-bcf73f","Integrated-suite vendor cited."
"jd-edwards","J.D. Edwards","company","Enterprise Software","acquired","PeopleSoft (2003) -> Oracle","1977-2005","oracleroiwhitepaperprod-7-bcf73f","Integrated-suite vendor cited."
"lawson-software","Lawson Software","company","Enterprise Software","acquired","Infor (2011)","1975-2011","oracleroiwhitepaperprod-7-bcf73f","Cited among integrated suite vendors."
"beneficial-life","Beneficial Life Insurance","company","Insurance","wound-down","Ceased new sales (2009)","1905-2009","oracleroiwhitepaperprod-7-bcf73f","Oracle Applications reference customer; 50% IT staff on customization."
"indian-motorcycle","Indian Motorcycle","company","Motorcycles","active","Polaris Industries (2011)","1901-1953, revived 1999-present","oracleroiwhitepaperprod-7-bcf73f","Oracle suite 1999 reference customer; ROI within 1 year."
"rosettanet","RosettaNet","institution","Standards Body","merged","GS1 (2010s)","1998-2010s","oracleroiwhitepaperprod-7-bcf73f",""
"open-applications-group","Open Applications Group, Inc. (OAGI)","institution","Standards Body","active","","1994-present","oracleroiwhitepaperprod-7-bcf73f",""
"microsoft","Microsoft Corporation","company","Software","active","","1975-present","oracleroiwhitepaperprod-7-bcf73f","XML adopter."
