"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's or technology's long-term survival or market outcome"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity, technology, or prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity, features, or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic or size estimate"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment from analyst or industry expert"
"field-research","methodology","Field Research","Primary data collection via interviews or surveys"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure, trends, and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities or products"
"product-profiling","methodology","Product Profiling","In-depth examination of a specific product's features and positioning"
"document-review","methodology","Document Review","Analysis of existing documents and records including post-publication research"
"benchmarking","methodology","Benchmarking","Quantitative comparison against industry standards or peers"
"user-research","methodology","User Research","Research based on interviews with product users or customers"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"emerging","lifecycle","Emerging","Technology or market category in early growth phase"
"mature","lifecycle","Mature","Technology or market at peak adoption"
"declining","lifecycle","Declining","Technology or market losing adoption or relevance"
"legacy-supported","lifecycle","Legacy Supported","Technology still maintained but no longer leading edge"
"obsolete","lifecycle","Obsolete","Technology no longer in active use or support"
"active","lifecycle","Active","Technology or company currently in active use or operation"
