"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"cosmos-application-package","COSMOS application management package","framework","PHI / Wang Laboratories","1965-1980s","mature","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","PHI-developed 4GL-precursor that Kastner used at Chase TOOS to compress 25M lines of COBOL into 6000 lines of COSMOS code."
"ibm-360-65","IBM 360/65","platform","IBM","1965-1980s","mature","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Mainframe used at Chase Manhattan Bank trust operations and PHI Data Center."
"ibm-370-135","IBM 370/135","platform","IBM","1972-1980s","mature","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Smaller 370 series mainframe; Mass Mutual and St. Petersburg installations."
"ibm-370-158","IBM 370/158","platform","IBM","1972-1980s","mature","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Mid-range 370 series mainframe; Nortel North American implementation."
"dos-vs","IBM DOS/VS","platform","IBM","1972-1980s","mature","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Mass Mutual operating environment."
"mvs","IBM MVS Operating System","platform","IBM","1974-2000s","mature","legacy-supported","adl-commercial-engagements-kastner-1972-1979-b8b001","Multiple Virtual Storage; Chase IBM 360/65 environment."
"ibm-cics","IBM Customer Information Control System (CICS)","platform","IBM","1968-present","emerging","operating","adl-commercial-engagements-kastner-1972-1979-b8b001","Transaction-processing monitor; used at Nortel and St. Petersburg."
"total-database","TOTAL database","platform","Cincom Systems","1968-1990s","emerging","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Network-model database used at Nortel."
"burroughs-b1700","Burroughs B1700","platform","Burroughs","1972-1980s","emerging","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Variable-microprogrammed minicomputer with 64K memory and virtual OS; deployed at Ocean Spray."
"burroughs-b6700","Burroughs B6700","platform","Burroughs","1971-1980s","mature","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Mainframe; deployed at UFRJ Federal University of Rio de Janeiro."
"burroughs-b3500","Burroughs B3500","platform","Burroughs","1969-1970s","mature","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Mid-range Burroughs system; UFRJ migrated FROM B3500 TO B6700."
"burroughs-tc500","Burroughs TC500 intelligent terminal","platform","Burroughs","1972-1980s","emerging","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Programmable terminal with cassette storage and 300 bps modem; deployed at four Ocean Spray plants."
"honeywell-2000","Honeywell 2000","platform","Honeywell","1965-1980s","mature","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Houghton Mifflin sales-analysis platform."
"dec-10","DEC PDP-10 (DECsystem-10)","platform","Digital Equipment Corporation","1966-1983","mature","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","36-bit timesharing system; DEC payroll/personnel host."
"cobol","ANSI COBOL","language","ANSI","1959-present","mature","operating","adl-commercial-engagements-kastner-1972-1979-b8b001","Industry-standard business application language across all listed engagements."
"fortran","FORTRAN","language","ANSI","1957-present","mature","operating","adl-commercial-engagements-kastner-1972-1979-b8b001","Used by AS&E CAT-scanning code audited by ADL and US Navy CASDOS ship-design study."
"forte-ii","Forte II language","language","Burroughs","1972-1980s","emerging","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Burroughs B1700-resident application language at Ocean Spray."
"ndl-burroughs","NDL (Network Definition Language)","language","Burroughs","1972-1980s","emerging","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Burroughs telecom-network spec language at Ocean Spray."
"chips-network","CHIPS (Clearing House Interbank Payments System)","protocol","CHIPS","1970-present","emerging","operating","adl-commercial-engagements-kastner-1972-1979-b8b001","Wholesale USD payments network; Citibank funds-transfer proposal target."
"swift-network","SWIFT","protocol","SWIFT","1973-present","emerging","operating","adl-commercial-engagements-kastner-1972-1979-b8b001","International funds-transfer messaging; Citibank proposal target."
"bankwire","Bankwire","protocol","interbank","1970s","emerging","superseded","adl-commercial-engagements-kastner-1972-1979-b8b001","US wholesale-funds settlement service used in Citibank Kastner proposal."
"fed-reserve-network","Federal Reserve wire network","protocol","Federal Reserve","1918-present","emerging","operating","adl-commercial-engagements-kastner-1972-1979-b8b001","Citibank Kastner proposal target system."
"assembler-360","IBM System/360 assembler","language","IBM","1964-present","mature","legacy-end-of-life","adl-commercial-engagements-kastner-1972-1979-b8b001","Used for performance-critical I/O; learned during PHI apprenticeship."
"smf","IBM System Management Facilities (SMF)","framework","IBM","1970-present","mature","operating","adl-commercial-engagements-kastner-1972-1979-b8b001","Source data for PHI machine-time billing reduction."
"univac-96-col-card","Univac 96-column punch card","platform","Univac","1960s-1972","superseded","obsolete","adl-commercial-engagements-kastner-1972-1979-b8b001","Trust-operations card format; Univac exit from unit-record business in 1972 triggered Chase TOOS project."
