"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"968e18-OBS-001","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","aberdeen-group","","market-data","2003","InSights Published in Catalog","~100 InSight briefs published Feb 2001 – Feb 2003","high","ingest-extraction","document-review","catalog-index","Snapshot from Aberdeen free research portal, archived Feb 2003"
"968e18-OBS-002","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","aberdeen-group","crm-software","market-data","2003","CRM InSight Coverage Count","~15 InSights on CRM topics spanning 2001-2003","medium","ingest-extraction","document-review","catalog-index","CRM was the single largest topic category in the catalog"
"968e18-OBS-003","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","aberdeen-group","san-nas","market-data","2003","Storage InSight Coverage Count","~10 InSights on storage management and SAN/NAS","medium","ingest-extraction","document-review","catalog-index","Dan Tanner primary author for storage InSights"
"968e18-OBS-004","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","aberdeen-group","wifi-802-11","market-data","2002","Wireless/Semiconductor InSight Coverage","~12 InSights on WiFi, Bluetooth, 3G, semiconductors 2001-2003","medium","ingest-extraction","document-review","catalog-index","Russ Craig primary author for semiconductor/wireless InSights"
"968e18-OBS-005","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","linux","technology-assessment","2001","Linux Server Trajectory","Linux will join IBM z/OS and Windows as primary server OSs before end of decade","high","ingest-extraction","expert-opinion","Linux Is on the Move (Jul 2001)","Bill Claybrook InSight July 2001; strong directional forecast"
"968e18-OBS-006","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","linux","actual-outcome","2010","Linux Server Dominance - Actual Outcome","Linux became dominant server OS by mid-2000s; now runs majority of cloud infrastructure","verified","web-source","document-review","post-publication","Prediction proved largely correct within timeframe"
"968e18-OBS-007","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","wifi-802-11","technology-assessment","2002","WiFi Market Shakeout","Shakeout in wireless LAN market started; many vendors will not remain in market a year from now","medium","ingest-extraction","expert-opinion","WiFi-x Booming (Nov 2002)","Russ Craig InSight; predicted vendor consolidation"
"968e18-OBS-008","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","wifi-802-11","actual-outcome","2005","WiFi Market Shakeout - Actual Outcome","WiFi market consolidated; Broadcom, Atheros, Intel emerged dominant; many early vendors exited","verified","web-source","document-review","post-publication","Prediction proved correct; Broadcom/Atheros duopoly emerged"
"968e18-OBS-009","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","3g-wireless","technology-assessment","2001","3G Rollout Delays","3G rollout delays signal global emerging trend, not just hype","medium","ingest-extraction","expert-opinion","3G Rollout Delays (Apr 2001)","Kelly Quinn InSight; DoCoMo delays cited"
"968e18-OBS-010","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","3g-wireless","actual-outcome","2007","3G Rollout Timeline - Actual Outcome","Global 3G rollout significantly delayed from 2001 projections; mass-market 3G emerged ~2007-2009","verified","web-source","document-review","post-publication","Prediction of delays proved correct; 4G LTE not until 2010+"
"968e18-OBS-011","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","pocket-pc","viability-prediction","2001","Pocket PC vs Palm OS by 2005","Pocket PC will eclipse Palm OS as leading handheld platform by 2005","verified","outcome-linkage","expert-opinion","Winning the Enterprise (Sep 2001)","Ro/Wright/Fletcher InSight; bold prediction at time of Palm dominance"
"968e18-OBS-012","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","pocket-pc","actual-outcome","2007","Pocket PC vs Palm - Actual Outcome","Neither won; smartphone revolution (iPhone 2007) rendered both obsolete; prediction was incorrect","verified","web-source","document-review","post-publication","Prediction was directionally wrong; smartphones disrupted entire handheld category"
"968e18-OBS-013","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","nextel-communications","","viability-prediction","2002","Nextel Youth Market Strategy","Nextel Boost subsidiary expected to help company be a key player in mobile youth market","medium","ingest-extraction","expert-opinion","Nextel Gets Respect (Nov 2002)","Dana Tardelli InSight"
"968e18-OBS-014","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","nextel-communications","","actual-outcome","2005","Nextel - Actual Outcome","Nextel merged with Sprint 2005; Boost Mobile became successful prepaid brand","verified","web-source","document-review","post-publication","Prediction partially correct on Boost; Sprint-Nextel merger changed dynamics"
"968e18-OBS-015","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","exodus-communications","","actual-outcome","2001","Exodus Communications Bankruptcy","Exodus filed bankruptcy Sept 2001; C&W acquired assets for $850M","verified","web-source","document-review","C&W Snags Exodus (Dec 2001)","Catalog documents the outcome directly"
"968e18-OBS-016","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","baan","","viability-prediction","2001","Baan Financial Recovery","Baan appears on sound financial footing after turnaround under Invensys","medium","ingest-extraction","expert-opinion","Phoenix Rises (Dec 2001)","Katherine Jones InSight; Baan was an Invensys company at time"
"968e18-OBS-017","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","baan","","actual-outcome","2003","Baan - Actual Outcome","Baan sold by Invensys to SSA Global 2003; eventually acquired by Infor; viability prediction broadly correct short-term","verified","web-source","document-review","post-publication","Company survived but changed hands multiple times"
"968e18-OBS-018","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","agile-xp-programming","expert-opinion","2003","Agile/XP Methodology Assessment","Agile and Extreme Programming promote development reengineering rather than just control","medium","ingest-extraction","expert-opinion","Agile Programming (Jan 2003)","Wayne Kernochan InSight; early enterprise analyst validation of agile methods"
"968e18-OBS-019","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","crm-software","expert-opinion","2002","E-mail CRM Growth Prediction","Growing number of IT buyers will divert resources from broad CRM suites to e-mail-centric customer lifecycle messaging","medium","ingest-extraction","expert-opinion","Email Marketing (Jun 2002)","Kent Allen InSight; prescient about marketing automation trend"
"968e18-OBS-020","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","","ip-storage","expert-opinion","2003","IP Storage Networking Viability","Enterprise IT planners should maintain open mind toward using IP for storage networking","medium","ingest-extraction","expert-opinion","Tortoise and Hare Redux (Jan 2003)","Dan Tanner InSight; IP storage (iSCSI) adoption proved correct"
"968e18-OBS-021","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","siebel-systems","crm-software","strategy-classification","2002","Siebel CRM Methodology in Spotlight","Siebel 7.5 exposes business processes as Web services; methodology-driven CRM","high","ingest-extraction","industry-analysis","Siebel 7.5 (Sep 2002)","Denis Pombriant InSight"
"968e18-OBS-022","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","siebel-systems","crm-software","actual-outcome","2006","Siebel Viability - Actual Outcome","Siebel acquired by Oracle 2006 for ~$5.85B after losing market share to SAP and Salesforce.com","verified","web-source","document-review","post-publication","Siebel's best-of-breed vulnerability proved real"
"968e18-OBS-023","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","microsoft","dotnet","technology-assessment","2002",".NET Market Confusion","Microsoft has significant .NET technical progress but still cannot answer IT's fundamental question: 'What is it?'","high","ingest-extraction","expert-opinion","Microsoft Nothing but .NET (Aug 2002)","Fletcher/Gardner InSight; .NET identity confusion was a real market problem"
"968e18-OBS-024","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","microsoft","dotnet","actual-outcome","2005",".NET Identity Clarification - Actual Outcome",".NET became well-established enterprise framework by 2004-2005; identity question resolved by mainstream adoption","verified","web-source","document-review","post-publication","Assessment was accurate at time; .NET went on to wide adoption"
