"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"linux","Linux","platform","Open Source","1991-present","emerging","active","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Multiple InSights predict Linux will join Windows/z/OS as primary server OS"
"wifi-802-11","Wi-Fi / 802.11 (a/b/g)","protocol","IEEE/Various","1997-present","emerging","active","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Multiple InSights cover WiFi shakeout; 802.11a/b/g standards"
"pocket-pc","Microsoft Pocket PC","platform","Microsoft","2000-2007","emerging","obsolete","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Aberdeen predicted Pocket PC would eclipse Palm OS by 2005"
"palm-os","Palm OS","platform","Palm Inc.","1996-2009","mature","obsolete","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Aberdeen predicted Palm OS would be eclipsed by Pocket PC by 2005"
"infiniband","InfiniBand","protocol","InfiniBand Trade Association","2001-present","emerging","active","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Intel decision not to manufacture silicon analyzed by Kastner/Craig"
"bluetooth","Bluetooth","protocol","Bluetooth SIG","1999-present","emerging","active","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Multiple InSights on Bluetooth enterprise readiness; 1.1 spec"
"dotnet","Microsoft .NET","framework","Microsoft","2002-present","emerging","active","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Featured in multiple InSights on MS CRM, Great Plains, .NET adoption"
"crm-software","CRM Software (enterprise)","application","Multiple","1993-present","mature","active","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Siebel, SAP, PeopleSoft, Oracle, Salesforce.com all featured"
"san-nas","SAN/NAS Storage","platform","Multiple","1998-present","mature","active","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","IP storage networking and SAN/NAS convergence InSights"
"3g-wireless","3G Wireless Networks","protocol","Multiple carriers","2001-2012","emerging","obsolete","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Multiple InSights on 3G rollout delays; DoCoMo featured"
"windows-xp","Microsoft Windows XP","platform","Microsoft","2001-2014","emerging","obsolete","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Kastner authored two InSights on Windows XP at launch Oct 2001"
"oracle-9i-rac","Oracle9i RAC","application","Oracle","2001-2005","mature","obsolete","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Featured in Compaq/Oracle clustering InSight"
"agile-xp-programming","Agile/Extreme Programming","framework","Open methodology","2001-present","emerging","active","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Kernochan InSight: not just another development fad"
"business-process-mgmt","Business Process Management (BPM)","framework","Multiple","2000-present","emerging","active","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Forecast/analysis 2001-2005 spending covered"
"ip-storage","IP Storage Networking (iSCSI)","protocol","Multiple","2001-present","emerging","active","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18","Tortoise and Hare Redux InSight by Tanner"
