"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"tolerant-systems","Tolerant Systems Inc. (formerly Tolerant Transaction Systems)","company","fault-tolerant-computing","defunct","","1983-late-1980s","informationweek-tolerant-debitcredit-198-4f3b26","Founded by Eli Alon (later dropped); Eternity series; Unix-based FT supermini"
"tandem-computers","Tandem Computers","company","fault-tolerant-computing","acquired","Compaq (1997), then HP (2002)","1974-2002","informationweek-tolerant-debitcredit-198-4f3b26","OLTP fault-tolerant market leader 1986"
"stratus-computer","Stratus Computer","company","fault-tolerant-computing","acquired","Stratus Technologies (now Penguin Solutions)","1980-present","informationweek-tolerant-debitcredit-198-4f3b26","'Distant second-place competitor' to Tandem (article description)"
"eli-alon","Eli Alon","person","computer-executive","unknown","","1980s-1990s","informationweek-tolerant-debitcredit-198-4f3b26","Founder of Tolerant Transaction Systems; promised Unix-based FT in 1985; later dropped from firm"
"omri-serlin","Omri Serlin","person","industry-analyst","active","","1980s-present","informationweek-tolerant-debitcredit-198-4f3b26","Founder ITOM International Co. (Los Altos CA); benchmark newsletter publisher; key TPS analyst 1980s-90s"
"itom-international","ITOM International Co.","firm","industry-analysis-benchmarks","unknown","","1980s-1990s","informationweek-tolerant-debitcredit-198-4f3b26","Los Altos CA benchmark newsletter publisher; ran by Omri Serlin"
"shirley-henry","Shirley Henry","person","computer-executive","unknown","","1980s","informationweek-tolerant-debitcredit-198-4f3b26","Tolerant Systems marketing director 1986"
"national-semiconductor","National Semiconductor Corp.","company","semiconductor","acquired","Texas Instruments (2011)","1959-2011","informationweek-tolerant-debitcredit-198-4f3b26","Supplier of 32016 32-bit microprocessor chips used in Tolerant Eternity SBBs"
"datapro-research","Datapro Research Corporation","firm","IT-research","acquired","Gartner (1997)","1969-1997","informationweek-tolerant-debitcredit-198-4f3b26","Source of pricing figures cited in Tolerant TPS comparison"
"informationweek-magazine","InformationWEEK magazine","publication","trade-press","active","Informa Tech Holdings","1985-present","informationweek-tolerant-debitcredit-198-4f3b26","Trade publication; published the article January 20, 1986"
