"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","technology-news-hardware-amd-makes-athlo-214a36","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","technology-news-hardware-amd-makes-athlo-214a36","EVP / chief research officer / research VP; various titles 1988-2007"
"amd","Advanced Micro Devices, Inc.","company","semiconductor","active","","1969-present","technology-news-hardware-amd-makes-athlo-214a36","x86 and more recently GPU competitor to Intel"
"acer-inc","Acer Inc.","company","PC-manufacturing","active","","1976-present","technology-news-hardware-amd-makes-athlo-214a36","Taiwan-based PC maker; acquired Gateway 2007, Packard Bell 2008"
"microsoft","Microsoft Corporation","company","software","active","","1975-present","technology-news-hardware-amd-makes-athlo-214a36","Redmond WA software company"
"intel-corporation","Intel Corporation","company","semiconductor","active","","1968-present","technology-news-hardware-amd-makes-athlo-214a36","Leading x86 CPU manufacturer"
"gartner-inc","Gartner, Inc.","firm","industry-analyst","active","","1979-present","technology-news-hardware-amd-makes-athlo-214a36","Stamford CT IT research and advisory firm"
"technewsworld","TechNewsWorld / ECT News Network","firm","news-media","active","","2000-present","technology-news-hardware-amd-makes-athlo-214a36","IT news publication; part of ECT News Network (E-Commerce Times, LinuxInsider, CRM Buyer)"
"jay-lyman-journalist","Jay Lyman","person","journalist","active","","2000s-present","technology-news-hardware-amd-makes-athlo-214a36","TechNewsWorld / ECT News Network staff writer; later 451 Research / S&P Global Market Intelligence analyst"
"martin-reynolds-analyst","Martin Reynolds","person","industry-analyst","active","","1990s-present","technology-news-hardware-amd-makes-athlo-214a36","Gartner research vice president covering semiconductors, hardware, and emerging tech"
"marty-seyer-amd","Marty Seyer","person","executive","active","","1990s-present","technology-news-hardware-amd-makes-athlo-214a36","AMD VP and general manager microprocessor business unit / mobility circa 2003-2004; later exec at Sun/Oracle"
"amoi-electronics","Amoi Electronics","company","consumer-electronics","dissolved","","1997-2012","technology-news-hardware-amd-makes-athlo-214a36","Xiamen, China-based electronics/mobile phone maker; reorganization and brand decline 2010s; cited as China first-OEM for Mobile Athlon 64"
