"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"18-maxtor-strategy-event-template-faeb40-OBS-001","18-maxtor-strategy-event-template-faeb40","aberdeen-group","hardware-hawker","framework-component","2003","Tool scenario structure","One Strategy Event = one scenario; each with sequential Steps duplicated from slide master","high","document-review","row 93-106","Template instruction: copy deck per scenario; fill data boxes; duplicate steps"
"18-maxtor-strategy-event-template-faeb40-OBS-002","18-maxtor-strategy-event-template-faeb40","","ilm","framework-component","2003","Data classification dimensions in tool model","Three data types: Structured; Semi-Structured; Unstructured — each with percentage allocation","high","document-review","row 1-3","Data type categorization is the primary axis of the tool's cost model"
"18-maxtor-strategy-event-template-faeb40-OBS-003","18-maxtor-strategy-event-template-faeb40","","ilm","framework-component","2003","Storage tier dimensions in tool model","Seven tiers modeled: Online disk; Nearline tape; Offline tape; Online disk; Nearline tape; Offline tape; Midline disk; Nearline disk","high","document-review","row 6-21","Dual online disk entries likely represent before/after states; midline and nearline disk are the new tiers"
"18-maxtor-strategy-event-template-faeb40-OBS-004","18-maxtor-strategy-event-template-faeb40","","hardware-hawker","framework-component","2003","Cost model parameters per tier","Cost/GB specified for each of seven storage tiers","high","document-review","row 22-30","Customer-specific Cost/GB inputs drive the economic case for migration"
"18-maxtor-strategy-event-template-faeb40-OBS-005","18-maxtor-strategy-event-template-faeb40","","hardware-hawker","framework-component","2003","Volume model parameters","Master Volume (GB/hr) and Size (GB) plus GB stored for each tier","high","document-review","row 5 and row 71-87","Two volume parameters per tier: physical size and actual stored volume (accounts for loading factor)"
"18-maxtor-strategy-event-template-faeb40-OBS-006","18-maxtor-strategy-event-template-faeb40","","ilm","framework-component","2003","Bottom-line benefit categories modeled","Four categories: Downtime; Admin Management; Opportunity Cost Savings; Revenue Operations","high","document-review","row 44-47","Comprehensive ROI model covering both cost reduction and revenue impact of storage optimization"
"18-maxtor-strategy-event-template-faeb40-OBS-007","18-maxtor-strategy-event-template-faeb40","","hardware-hawker","framework-component","2003","Benefit value structure per category","Old value and New value captured for each of the four bottom-line categories","high","document-review","row 50-56","Delta (old minus new) quantifies the economic benefit of storage tier migration"
"18-maxtor-strategy-event-template-faeb40-OBS-008","18-maxtor-strategy-event-template-faeb40","","hardware-hawker","framework-component","2003","Flow Direction parameter","Data flow direction (L or R) specified for each tier transition in each step","high","document-review","row 65-70 and row 234-240","Models actual data migration direction between tiers; enables animated visualization in tool"
"18-maxtor-strategy-event-template-faeb40-OBS-009","18-maxtor-strategy-event-template-faeb40","","hardware-hawker","framework-component","2003","Step Duration parameter","Real-world minutes per step modeled","high","document-review","row 88-89","Allows customer events to model time-phased migrations"
"18-maxtor-strategy-event-template-faeb40-OBS-010","18-maxtor-strategy-event-template-faeb40","","hardware-hawker","framework-component","2003","Step description text","Free-text dialog box content per step","high","document-review","row 90","Enables narrative explanation of each migration step to accompany quantitative model"
"18-maxtor-strategy-event-template-faeb40-OBS-011","18-maxtor-strategy-event-template-faeb40","","hardware-hawker","qualitative-assessment","2003","Tool deployment constraints","Slides cannot be copied into another deck because diagram is in slide master","high","document-review","row 108-109","Technical limitation: diagram embedded in slide master; each scenario requires full template copy"
"18-maxtor-strategy-event-template-faeb40-OBS-012","18-maxtor-strategy-event-template-faeb40","","pools-of-storage","viability-prediction","2003","ROI modeling approach as ILM adoption driver","Quantified cost-per-GB and bottom-line benefit model will be primary mechanism for customer ILM adoption","high","document-review","row 44-56","Tool design predicts that economic quantification (not architectural preference) drives storage tier migration decisions"
"18-maxtor-strategy-event-template-faeb40-OBS-013","18-maxtor-strategy-event-template-faeb40","","pools-of-storage","actual-outcome","2023","TCO/ROI model adoption for storage decisions","[UNVERIFIED]","unknown [REVIEW]","document-review","","Deferred: verify whether cost-per-GB ROI modeling became the standard for storage migration decisions by 2010-2015"
"18-maxtor-strategy-event-template-faeb40-OBS-014","18-maxtor-strategy-event-template-faeb40","","midline-storage","framework-component","2003","Midline disk as distinct modeled tier","Midline disk appears as seventh tier alongside traditional online/nearline/offline options","high","document-review","row 18-19","Validates midline as a separately quantifiable economic tier — not just a variant of online or nearline"
"18-maxtor-strategy-event-template-faeb40-OBS-015","18-maxtor-strategy-event-template-faeb40","","nearline-disk","framework-component","2003","Nearline disk as new modeled tier","Nearline disk modeled alongside nearline tape as a distinct tier","high","document-review","row 20-21","Early modeling of disk-based nearline storage — anticipates the ATA/SATA nearline disk category that became mainstream by 2005"
"18-maxtor-strategy-event-template-faeb40-OBS-016","18-maxtor-strategy-event-template-faeb40","","hardware-hawker","qualitative-assessment","2003","Template reuse instruction","Rinse and repeat — use as many slides as it takes","high","document-review","row 106","Indicates the tool was designed for iterative multi-step scenario modeling during customer workshops"
