"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"risc-unix","RISC/Unix Platform (general)","platform","Multiple","1987-2005","mature","legacy-supported","aberdeen-1996-risc-unix-market","Subject of study; commercial multiuser systems for OLTP, decision support, batch processing"
"hp-9000","HP 9000 Series","platform","Hewlett-Packard","1984-2008","mature","obsolete","aberdeen-1996-risc-unix-market","Market-leading RISC/Unix server line; largest installed base; K-Class and D-Class introduced in 1995"
"hp-ux-9","HP-UX 9","platform","Hewlett-Packard","1992-1995","declining","obsolete","aberdeen-1996-risc-unix-market","Previous HP-UX release; transition to HP-UX 10 in 1995 was well supported with upgrade utilities"
"hp-ux-10","HP-UX 10","platform","Hewlett-Packard","1995-2003","emerging","obsolete","aberdeen-1996-risc-unix-market","Included production features beyond original Unix design; well-managed 1995 transition from HP-UX 9"
"rs6000-sp","IBM RS/6000 SP (SP2)","platform","IBM","1993-2003","emerging","obsolete","aberdeen-1996-risc-unix-market","Massively parallel processor (MPP) system; approximately 50% of IBM RISC/Unix growth in 1995; formerly SP2"
"rs6000","IBM RS/6000","platform","IBM","1990-2000","mature","obsolete","aberdeen-1996-risc-unix-market","IBM's primary RISC/Unix workstation and server line; transitioned to pSeries"
"powerpc-601","PowerPC 601 Processor","platform","IBM/Motorola/Apple (AIM alliance)","1993-1996","mature","obsolete","aberdeen-1996-risc-unix-market","Used in RS/6000 systems; customers had to buy additional 601-based systems when 604 upgrade was delayed"
"powerpc-604","PowerPC 604 Processor","platform","IBM/Motorola/Apple (AIM alliance)","1994-1997","emerging","obsolete","aberdeen-1996-risc-unix-market","IBM failed to deliver promised mid-1995 upgrade for RS/6000 PowerPC 601 systems; delay hurt IBM's 1995 outlook"
"solaris","Sun Solaris","platform","Sun Microsystems","1991-2018","emerging","obsolete","aberdeen-1996-risc-unix-market","Established as production-ready OS in 1995; Solaris 9 (64-bit UltraSPARC) transition anticipated for 1996"
"ultrasparc","UltraSPARC Processor","platform","Sun Microsystems","1995-2010","emerging","obsolete","aberdeen-1996-risc-unix-market","64-bit SPARC successor; anticipated 1996 transition caused some dampening of Sun 1995 growth"
"alpha-processor","Alpha Processor (DEC)","platform","Digital Equipment Corporation","1992-2004","emerging","obsolete","aberdeen-1996-risc-unix-market","64-bit fast-clock-rate processor; enabled TPC-C world record of 11,000+ tpmC in conjunction with Oracle"
"sparc","SPARC Architecture","platform","SPARC International / Sun Microsystems","1987-2017","mature","obsolete","aberdeen-1996-risc-unix-market","Used by Sun, ICL/Fujitsu (licensed); ICL's Teamserver and Superserver SMP platforms"
"aix","IBM AIX","platform","IBM","1986-present","mature","active","aberdeen-1996-risc-unix-market","IBM's Unix OS for RS/6000; also licensed by Bull for its Escala line"
"servernet","ServerNet (Tandem)","protocol","Tandem Computers","1994-2001","emerging","obsolete","aberdeen-1996-risc-unix-market","Very advanced interconnect technology; delivery delays after announcement limited Tandem's 1995 growth"
"clariion","Clariion Storage Array","platform","Data General","1992-2013","emerging","obsolete","aberdeen-1996-risc-unix-market","Data General storage subsystem; gaining acceptance outside DG Aviion base in 1995; later acquired by EMC"
"motorola-88000","Motorola 88000 Processor","platform","Motorola","1988-1996","declining","obsolete","aberdeen-1996-risc-unix-market","Used in Data General Aviion; DG beginning transition away from 88000 to all-Intel design in 1995"
"intel-pentiumpro","Intel PentiumPro Processor","platform","Intel","1995-1999","emerging","obsolete","aberdeen-1996-risc-unix-market","May significantly improve performance of Intel-based commercial multiuser systems in 1996; watched nervously by RISC/Unix suppliers"
"windows-nt-server","Microsoft Windows NT Server","platform","Microsoft","1993-2000","emerging","obsolete","aberdeen-1996-risc-unix-market","NT 4.0 not expected until April 1996; scalability and stability issues prevented enterprise production use in 1995; expected to complement RISC/Unix"
"backoffice","Microsoft BackOffice","application","Microsoft","1994-2000","emerging","obsolete","aberdeen-1996-risc-unix-market","Bundle most appropriate for NT-based production applications; late to market; technical difficulties in 1995; expected to serve workgroup role"
"novell-netware","Novell NetWare","platform","Novell","1983-2009","mature","obsolete","aberdeen-1996-risc-unix-market","Dominant workgroup network OS; RISC/Unix suppliers required to provide NetWare interoperability support"
"rdbms-general","RDBMS (Relational Database Management System)","application","Multiple (Oracle, Informix, Sybase)","1979-present","mature","active","aberdeen-1996-risc-unix-market","Key driver of RISC/Unix adoption; data warehousing use growing 6-7x in 18 months; Oracle, Informix, Sybase were top three suppliers"
