"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-kastner","Peter S. Kastner","person","IT-research","active","","1969-present","letter-to-sanjay-kumar-ca-world-2001-d60b1b","Letter author."
"aberdeen-group","Aberdeen Group","company","IT-research","acquired-by-harte-hanks","Harte-Hanks (2007)","1988-2007","letter-to-sanjay-kumar-ca-world-2001-d60b1b","Kastner's employer (Founder & CRO title)."
"computer-associates","Computer Associates International, Inc.","company","enterprise-software","renamed","CA Technologies (2006) -> Broadcom (2018)","1976-present","letter-to-sanjay-kumar-ca-world-2001-d60b1b","Letter recipient company."
"sanjay-kumar","Sanjay Kumar","person","enterprise-software","resigned-indicted","","1987-2006","letter-to-sanjay-kumar-ca-world-2001-d60b1b","CA CEO at time of letter; later indicted 2004 in accounting scandal, served prison term."
"debra-cattani","Debra Cattani","person","enterprise-software","[DEFERRED]","","1990s-2000s","letter-to-sanjay-kumar-ca-world-2001-d60b1b","CA Analyst Relations leader mentioned by Kastner as leading industry practice."
"janice-thomas","Janice Thomas","person","enterprise-software","[DEFERRED]","","1990s-2000s","letter-to-sanjay-kumar-ca-world-2001-d60b1b","CA analyst-relations team member providing 'superlative' support."
"russ-artz","Russ Artz","person","enterprise-software","[DEFERRED]","","1990s-2000s","letter-to-sanjay-kumar-ca-world-2001-d60b1b","CA executive; letter cc recipient."
"sam-wyly","Sam Wyly","person","finance","died-2024","","1934-2024","letter-to-sanjay-kumar-ca-world-2001-d60b1b","Dallas investor behind Ranger Governance proxy contest against CA."
"ranger-governance","Ranger Governance Ltd","firm","finance","dissolved","","2001-2002","letter-to-sanjay-kumar-ca-world-2001-d60b1b","Wyly-backed vehicle for the 2001 CA proxy contest; lost the fight."
"charles-wang","Charles Wang","person","enterprise-software","retired","","1976-2002","letter-to-sanjay-kumar-ca-world-2001-d60b1b","CA co-founder and then-Chairman; Kastner: 'I can imagine what you and Charles are going through.'"
