"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"microsoft-windows-2000","Microsoft Windows 2000","platform","Microsoft","1999-2007","pre-release","legacy-superseded","trends99-18726b","Kastner/Logan predicted slow enterprise adoption in 1999"
"microsoft-office-2000","Microsoft Office 2000","application","Microsoft","1999-2007","pre-release","legacy-superseded","trends99-18726b","Delayed to Q2 1999; 40% of Microsoft profits; key HTML feature"
"microsoft-office-97","Microsoft Office 97","application","Microsoft","1997-2000","mature","legacy-superseded","trends99-18726b","Baseline for Y2K contingency planning"
"eai-middleware","Enterprise Application Integration (EAI) Middleware","framework","Various","1996-2005","emerging","legacy","trends99-18726b","Crossworlds, Oberon mentioned; Logan's preferred: data warehouse approach"
"data-warehouse","Data Warehouse","application","Various","1990-present","emerging","current","trends99-18726b","Logan's preferred EAI path; Aberdeen EBA group approach"
"object-oriented","Object-Oriented Development","framework","Various","1986-present","emerging","current","trends99-18726b","Kastner: 1999 may be year of the object for business use"
"java","Java","language","Sun Microsystems","1995-present","emerging","dominant","trends99-18726b","Sun championing Java for data center applications"
"ip-telephony","IP Telephony","protocol","Various","1996-present","emerging","current","trends99-18726b","Kastner: will 1999 be year of IP telephony?"
"lotus-notes","Lotus Notes","application","IBM/Lotus","1989-present","mature","legacy","trends99-18726b","Y2K contingency planning: Lotus Notes shops build around Notes + Office 97"
"visual-basic-vba","Microsoft VBA (Visual Basic for Applications)","language","Microsoft","1993-present","mature","current","trends99-18726b","Y2K contingency approach: build around VBA + Office 97 + Access + Outlook"
"edi","EDI (Electronic Data Interchange)","protocol","Various","1968-present","mature","legacy","trends99-18726b","Y2K testing: transport-level tested but test data not going into applications"
"sap-r3","SAP R/3","application","SAP","1992-present","mature","legacy-superseded","trends99-18726b","Cited as #1 ERP gaining market share; Crossworlds R/3 invoicing integration"
"tcp-ip","TCP/IP","protocol","IETF","1974-present","mature","dominant","trends99-18726b","Kastner: TCP/IP opens enormous security holes in LAN/WAN environments"
