"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"ata","ATA / PATA Disk Interface","protocol","Industry Standard","1986-2003","mature","legacy","04-mid-line-storage-v2-whitepaper-7db9bc","The technology base for mid-line storage; used in PCs for years; reliability risen enough for low duty-cycle enterprise use"
"maxline","MaXLine ATA Disk Drives","platform","Maxtor","2002-2006","emerging","discontinued","04-mid-line-storage-v2-whitepaper-7db9bc","Implicit primary product brand; ATA enterprise drives up to 300 GB per disk"
"fibre-channel","Fibre Channel (FC)","protocol","Industry Standard","1994-present","mature","active","04-mid-line-storage-v2-whitepaper-7db9bc","High-performance disk interface; 142/72/36 GB per disk; FC/SCSI disks are the dominant enterprise tier"
"scsi","SCSI Disk Interface","protocol","Industry Standard","1986-present","mature","legacy","04-mid-line-storage-v2-whitepaper-7db9bc","High-performance disk interface co-dominant with FC; subject of price decline but still much higher $/GB than ATA"
"san","Storage Area Network (SAN)","platform","Industry Standard","1996-present","mature","active","04-mid-line-storage-v2-whitepaper-7db9bc","Primary enterprise storage network for the survey respondents; mid-line storage must integrate into existing SAN/NAS environments"
"nas","Network-Attached Storage (NAS)","platform","Industry Standard","1998-present","mature","active","04-mid-line-storage-v2-whitepaper-7db9bc","Secondary enterprise storage network; mid-line appliances must connect to existing NAS infrastructure"
"ilm","Information Lifecycle Management (ILM)","framework","Industry Standard","2002-present","emerging","unknown [REVIEW]","04-mid-line-storage-v2-whitepaper-7db9bc","Framework for managing data movement across storage tiers as value and access patterns change over time"
"raid","RAID (Redundant Array of Independent Disks)","protocol","Industry Standard","1988-present","mature","legacy-supported","04-mid-line-storage-v2-whitepaper-7db9bc","Data protection technology; mid-line appliances use RAID for reliability; eliminates tape drive and media errors"
"continuous-data-protection","Continuous Data Protection (CDP)","framework","Industry Standard","2003-present","emerging","unknown [REVIEW]","04-mid-line-storage-v2-whitepaper-7db9bc","Emerging concept mentioned — quickly restores data to any point in time; mid-line disk enables this approach"
"solid-state-disk","Solid-State Disk (SSD)","platform","Industry Standard","1990s-present","niche","active","04-mid-line-storage-v2-whitepaper-7db9bc","Mentioned as ultra-performance tier for performance-intensive database applications above high-performance disk"
