"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-s-kastner","Peter S. Kastner","person","IT-analyst","active","","1969-present","telephony-post911-conferencing-psk-2001--0bf283","Aberdeen Group co-founder, VP/EVP/CRO; prior: PHI, Wang, ADL, Prime, Stratus, DEC"
"aberdeen-group","Aberdeen Group","firm","IT-research","acquired","Harte-Hanks (2007); Spiceworks Ziff Davis","1988-present","telephony-post911-conferencing-psk-2001--0bf283","Boston-based IT research firm"
"telephony-magazine","Telephony Magazine","publication","trade-press","defunct","Penton/Endeavor; print discontinued","1901-2010s","telephony-post911-conferencing-psk-2001--0bf283","Chicago IL telecom industry weekly"
"vincent-ryan","Vincent Ryan","person","journalist","active","","1990s-present","telephony-post911-conferencing-psk-2001--0bf283","Telephony staff; 2001-09-24 post-9/11 conferencing piece"
"probe-research","Probe Research","firm","IT-research","active","","1990s-present","telephony-post911-conferencing-psk-2001--0bf283","VoIP/voice-over-packet research; Christine Hartman cited 2001 piece"
"equinix-inc","Equinix, Inc.","company","data-center","active","","1998-present","telephony-post911-conferencing-psk-2001--0bf283","Internet exchanges; Jay Adelson founder cited 2001 piece on geographic redundancy"
"sprint-corporation","Sprint Corporation","company","telecom","acquired","T-Mobile US (2020)","1899-2020","telephony-post911-conferencing-psk-2001--0bf283","Becky Replogle-Wilkes cited 2001 piece — collaborative apps marketing"
"polycom-inc","Polycom, Inc.","company","video-conferencing","acquired","Plantronics/Poly (2018) -> HP (2022)","1990-2018","telephony-post911-conferencing-psk-2001--0bf283","Cited 2001 piece — DOJ approved Polycom/PictureTel merger"
"picturetel","PictureTel Corporation","company","video-conferencing","acquired","Polycom (2001)","1984-2001","telephony-post911-conferencing-psk-2001--0bf283","Andover MA; Polycom acquisition announced 2001"
"placeware-inc","PlaceWare, Inc.","company","web-conferencing","acquired","Microsoft (2003) -> Live Meeting -> Lync/Skype-for-Business -> Teams","1996-2003","telephony-post911-conferencing-psk-2001--0bf283","Mountain View CA virtual events; Barry James Folsom president; 49% spike post-9/11"
"webex-inc","WebEx Communications, Inc.","company","web-conferencing","acquired","Cisco Systems (2007)","1995-2007","telephony-post911-conferencing-psk-2001--0bf283","San Jose CA virtual meetings; Praful Shah cited; pre-Zoom era"
"wainhouse-research","Wainhouse Research","firm","IT-research","acquired","Acquired by Futuresource Consulting","1990s-present","telephony-post911-conferencing-psk-2001--0bf283","Brookline MA conferencing-industry analyst firm; Andrew Davis managing partner"
"us-bancorp-piper-jaffray","US Bancorp Piper Jaffray","firm","investment-bank","merged","2003 rebranded Piper Jaffray; later Piper Sandler","1895-present","telephony-post911-conferencing-psk-2001--0bf283","Edward Jackson telecom analyst quoted in 2001-09 Telephony post-9/11 feature"
