"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","EVP / chief research officer / research VP / director of research, Aberdeen Group; various titles 2003-2007"
"best-buy","Best Buy Co., Inc.","company","consumer-electronics-retail","active","","1966-present","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","US big-box electronics retailer"
"circuit-city","Circuit City Stores, Inc.","company","consumer-electronics-retail","dissolved","Liquidated 2009; brand later revived online","1949-2009","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","US big-box electronics retailer; filed Chapter 11 2008, liquidated 2009"
"dell-computer","Dell Computer / Dell Inc.","company","PC-manufacturing","active","Dell Technologies (2016-)","1984-present","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","Direct-sales PC maker"
"us-ftc","US Federal Trade Commission","agency","consumer-protection","active","","1914-present","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","US federal consumer protection / antitrust agency"
"honolulu-advertiser","The Honolulu Advertiser","firm","news-media","dissolved","Merged into Honolulu Star-Advertiser (2010)","1856-2010","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","Hawaii's Newspaper"
"usa-today","USA Today (Gannett)","firm","news-media","active","","1982-present","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","Gannett national daily newspaper"
"lorrie-grant","Lorrie Grant","person","journalist","active","","","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","USA Today retail/business reporter at article date"
"renee-fraser","Renee Fraser","person","consumer-psychologist","active","","","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","President Fraser Communications"
"dhruv-grewal","Dhruv Grewal","person","academic","active","","","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","Professor of marketing, Babson College"
"eugene-fram","Eugene Fram","person","academic","active","","","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","Marketing professor, Rochester Institute of Technology"
"babson-college","Babson College","institution","academic","active","","1919-present","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","Wellesley MA business school"
"rochester-institute-technology","Rochester Institute of Technology","institution","academic","active","","1829-present","rebates-spur-buyers-but-many-don-t-colle-2aaa2e","Rochester NY research university"
