obs_id,study_id,model,prescience_score,confidence,rationale,scored_at,scorer_version,source_pass,elapsed_sec,parse_ok
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-001,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-002,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-003,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-004,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-005,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-006,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-007,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-008,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-009,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-010,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-011,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-012,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-013,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-014,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-015,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-016,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-017,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-018,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-019,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-020,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-021,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-022,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-023,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-024,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-025,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-026,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-027,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-028,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
cnbc-sars-electronics-supply-chain-impact-92deff-OBS-029,cnbc-sars-electronics-supply-chain-impact-92deff,preseed_skip_v1,,,preseed_skip: in-thread Pass B prescience preserved per Pete 2026-06-13,2026-06-13T15:13:25.788036+00:00,cloud_v1,preseed_b,0.0,true
