"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"tpc-benchmark","TPC (Transaction Processing Performance Council) Benchmarks","benchmark","TPC","1992","current","current","tpcbench92-139998","Primary subject of presentation; TPC-A and TPC-B"
"oltp","Online Transaction Processing","application","Various","1992","current","current","tpcbench92-139998","TPC-A measures OLTP throughput"
"rdbms","Relational Database (RDBMS)","application","Various","1992","current","current","tpcbench92-139998","TPC-B measures database performance"
"digital-vax","Digital VAX/OpenVMS","platform","DEC","1992","legacy","legacy","tpcbench92-139998","VAX 4000-300 50% p/p improvement in 18 months; VAX 6000 best overall in Q1-1992 TPC-A"
"hp-9000","HP 9000","platform","HP","1992","legacy","legacy","tpcbench92-139998","HP growing from timesharing to OLTP contender"
"hp-ux","HP/UX 9.0","operating-system","HP","1992","mature","mature","tpcbench92-139998","Maturing Unix performance for HP; rationalized vs MPE"
"rs6000","IBM RS/6000","platform","IBM","1992","legacy","legacy","tpcbench92-139998","RS/6000 550: 18% p/p improvement from new models 1/92; 59% better perf from maturing AIX"
"as400","IBM AS/400","platform","IBM","1992","legacy-supported","legacy-supported","tpcbench92-139998","AS/400 x70 series: 83% p/p improvement B to D to E70 (Apr 1991 to Feb 1992) at $17.59/TPS"
"aix","IBM AIX","platform","IBM","1992","current","current","tpcbench92-139998","AIX maturation drove 59% RS/6000 performance improvement"
"ibm-mainframe-zarch","IBM zSeries Mainframe (z900/z990)","hardware","IBM","1992","enterprise-standard","legacy-supported","tpcbench92-139998","IBM S/390 mainframes missing from TPC; IBM said 'not appropriate'; Unisys ran one anyway"
"sybase-sql-server","Sybase SQL Server / System 11","application","Sybase","1992","legacy","legacy","tpcbench92-139998","Sun SPARC/Sybase TPC competitor"
"bull-dpx2","Bull DPX/2","hardware","Bull","1992","obsolete","discontinued","tpcbench92-139998","Bull DPX/2 among 'rest of market' TPC competitors"
"hp-allbase","HP ALLBASE/SQL","application","HP","1992","legacy","discontinued","tpcbench92-139998","HP's RDBMS; mentioned as maturing for TPC competition"
"tpc-c","TPC-C Benchmark","standard","TPC","1992","emerging","legacy","tpcbench92-139998","Coming benchmark referenced as TPC-C WIC"
