"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"qacenter","Compuware QACenter","framework","Compuware","1994-2014","mature","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Full automated testing suite; absorbed into BMC AMI after 2020 acquisition; brand discontinued"
"qarun","QARun","application","Compuware","1993-2014","mature","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Client-based GUI capture and playback testing tool; part of QACenter suite"
"qadirector","QADirector","application","Compuware","1995-2014","mature","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Repository-based test process management framework; key differentiator from competitors"
"qaload","QALoad","application","Compuware","1995-2014","mature","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Server load testing tool; simulates hundreds/thousands of concurrent users"
"qastress","QAStress","application","Compuware","1995-2014","mature","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Client load testing for Windows applications"
"qatrack","QATrack","application","Compuware","1995-2014","mature","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Defect tracking and management facility"
"qahiperstation","QAHiperstation","application","Compuware","1990-2014","mature","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Mainframe VTAM capture/playback and load testing; also supported SAP R/2 testing"
"qaplayback","QAPlayback","application","Compuware","1990-2014","mature","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Mainframe CICS transaction capture and replay testing tool"
"uniface","UNIFACE","framework","Compuware","1985-2015","mature","legacy-supported","qacenter-automated-software-quality-from-start-to--b7003b","Compuware's application development environment; part of Build-Test-Implement-Manage cycle with QACenter"
"ecotools","EcoTOOLS","application","Compuware","1993-2005","mature","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Application and database management environment; part of Compuware lifecycle suite"
"windows-nt","Windows NT","platform","Microsoft","1993-2000","emerging","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Referenced as supported platform for QACenter tools"
"java","Java","language","Sun Microsystems","1995-present","emerging","active","qacenter-automated-software-quality-from-start-to--b7003b","Referenced as Internet/Web testing target for QACenter"
"oracle-developer-2000","Oracle Developer/2000","framework","Oracle","1994-2003","mature","obsolete","qacenter-automated-software-quality-from-start-to--b7003b","Client-server application development tool; tight QACenter integration cited as future requirement"
"powerbuilder","PowerBuilder","framework","Sybase","1991-present","mature","legacy-supported","qacenter-automated-software-quality-from-start-to--b7003b","Supported ADE for QACenter testing; now owned by SAP"
"visual-basic","Microsoft Visual Basic","language","Microsoft","1991-2008","mature","legacy-supported","qacenter-automated-software-quality-from-start-to--b7003b","Supported ADE for QACenter testing"
