"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"jungle-6-7af8b7-001","jungle-6-7af8b7","aberdeen-group","rdbms","market-size","1995","ww_database_market","~$20 billion worldwide","high","ingest-extraction","market-research","slide-2","Overall worldwide database market size (reprised from JUNGLE-1-5)"
"jungle-6-7af8b7-002","jungle-6-7af8b7","aberdeen-group","rdbms","market-size","1995","rdbms_market_size","$5.5 billion (largest segment)","high","ingest-extraction","market-research","slide-2","RDBMS submarket size"
"jungle-6-7af8b7-003","jungle-6-7af8b7","aberdeen-group","rdbms","market-growth","1995","rdbms_submarket_growth","50%+ per year","high","ingest-extraction","market-research","slide-3","RDBMS submarket growth rate"
"jungle-6-7af8b7-004","jungle-6-7af8b7","aberdeen-group","unix","market-share","1995","unix_vs_mainframe_dbms","Unix-server DBMS revenue now greater than mainframe revenues","high","ingest-extraction","market-research","slide-2","Unix overtook mainframe DBMS revenue"
"jungle-6-7af8b7-005","jungle-6-7af8b7","sybase","sybase-sql-server","competitive-position","1994","sybase_revenue","$826 million total 1994 revenue; up 71% from 1993","high","ingest-extraction","financial-data","slide-4","Sybase 1994 financial data"
"jungle-6-7af8b7-006","jungle-6-7af8b7","sybase","sybase-sql-server","competitive-position","1995","sybase_market_rank","Second-largest RDBMS supplier","high","ingest-extraction","expert-analysis","slide-6","Sybase market ranking"
"jungle-6-7af8b7-007","jungle-6-7af8b7","sybase","sybase-sql-server","competitive-position","1994-1995","sybase_past_growth","Past 60-80% growth rate","high","ingest-extraction","financial-data","slide-6","Sybase historical growth"
"jungle-6-7af8b7-008","jungle-6-7af8b7","oracle-corporation","oracle-7","competitive-position","1994","oracle_revenue","$2.4 billion; up 40% from 1993","high","ingest-extraction","financial-data","slide-14","Oracle 1994 revenue"
"jungle-6-7af8b7-009","jungle-6-7af8b7","oracle-corporation","oracle-7","competitive-position","1995","oracle_market_cap","$18.7 billion; up 100% from 1994","high","ingest-extraction","financial-data","slide-14","Oracle mid-1995 market cap"
"jungle-6-7af8b7-010","jungle-6-7af8b7","oracle-corporation","oracle-7","competitive-position","1994-1995","oracle_market_rank","Largest RDBMS supplier; on track for $3.6+ billion FY1996","high","ingest-extraction","expert-analysis","slide-15","Oracle market leadership"
"jungle-6-7af8b7-011","jungle-6-7af8b7","aberdeen-group","rdbms","competitive-position","1994","informix_revenue","$469 million; up 33% from 1993; trailing 12mo $568M","high","ingest-extraction","financial-data","slide-10","Informix 1994 revenue"
"jungle-6-7af8b7-012","jungle-6-7af8b7","aberdeen-group","rdbms","competitive-position","1995","informix_market_cap","$4.3 billion (up from $1.5B in 1994)","high","ingest-extraction","financial-data","slide-10","Informix mid-1995 market cap"
"jungle-6-7af8b7-013","jungle-6-7af8b7","aberdeen-group","rdbms","competitive-position","1994-1995","informix_market_rank","Third-largest RDBMS supplier","high","ingest-extraction","expert-analysis","slide-11","Informix market ranking"
"jungle-6-7af8b7-014","jungle-6-7af8b7","aberdeen-group","ibm-db2","competitive-position","1995","ibm_scalability","Competitive but not leading on SMP; only compatible SMP and MPP story except AT&T","high","ingest-extraction","expert-analysis","slide-38","IBM DB2 scalability rating"
"jungle-6-7af8b7-015","jungle-6-7af8b7","aberdeen-group","ca-ingres","competitive-position","1995","ingres_scalability","Modest scalability; no MPP","high","ingest-extraction","expert-analysis","slide-38","CA-Ingres scalability rating"
"jungle-6-7af8b7-016","jungle-6-7af8b7","aberdeen-group","rdbms","competitive-position","1995","informix_scalability","Good scalability to 8 processors SMP; many TPC-Cs; soon on SP2 with version 8","high","ingest-extraction","expert-analysis","slide-38","Informix scalability rating"
"jungle-6-7af8b7-017","jungle-6-7af8b7","aberdeen-group","microsoft-sql-server","competitive-position","1995","msft_scalability","Modest scalability; no MPP; good on Alpha","high","ingest-extraction","expert-analysis","slide-38","Microsoft SQL Server scalability rating"
"jungle-6-7af8b7-018","jungle-6-7af8b7","aberdeen-group","oracle-7","competitive-position","1995","oracle_scalability","Good story from desktop to SP2 & ES/9000; No TPC-C until July 1995","high","ingest-extraction","expert-analysis","slide-38","Oracle scalability rating"
"jungle-6-7af8b7-019","jungle-6-7af8b7","aberdeen-group","sybase-sql-server","competitive-position","1995","sybase_scalability","Poor beyond 4 processors; Navigation Server poor high-end MPP on AT&T 3600","high","ingest-extraction","expert-analysis","slide-38","Sybase scalability weakness"
"jungle-6-7af8b7-020","jungle-6-7af8b7","aberdeen-group","ca-ingres","competitive-position","1995","ingres_distributed_rating","Best functionality in distributed/replication category","high","ingest-extraction","expert-analysis","slide-40","CA-Ingres distributed technology lead"
"jungle-6-7af8b7-021","jungle-6-7af8b7","aberdeen-group","ibm-db2","competitive-position","1995","ibm_distributed_rating","Good async replication in Data Propagator; no peer-peer replication","high","ingest-extraction","expert-analysis","slide-40","IBM DB2 distributed technology rating"
"jungle-6-7af8b7-022","jungle-6-7af8b7","aberdeen-group","rdbms","competitive-position","1995","informix_distributed_rating","Behind; better next year","high","ingest-extraction","expert-analysis","slide-40","Informix distributed technology weakness"
"jungle-6-7af8b7-023","jungle-6-7af8b7","aberdeen-group","oracle-7","competitive-position","1995","oracle_distributed_rating","Good replication including peer-peer","high","ingest-extraction","expert-analysis","slide-40","Oracle distributed technology strength"
"jungle-6-7af8b7-024","jungle-6-7af8b7","aberdeen-group","sybase-sql-server","competitive-position","1995","sybase_open_tech_rating","Open Client & Open Server best gateway breadth; most flexible","high","ingest-extraction","expert-analysis","slide-42","Sybase open technology lead"
"jungle-6-7af8b7-025","jungle-6-7af8b7","aberdeen-group","ca-ingres","competitive-position","1995","ingres_dev_tools_rating","OpenROAD is most mature OO CADE (computer-aided development environment)","high","ingest-extraction","expert-analysis","slide-44","CA-Ingres development tools leadership"
"jungle-6-7af8b7-026","jungle-6-7af8b7","aberdeen-group","sybase-powerbuilder","competitive-position","1995","sybase_powerbuilder_rating","Powersoft & Watcom among market leaders in development tools","high","ingest-extraction","expert-analysis","slide-44","Sybase/Powersoft tools rating"
"jungle-6-7af8b7-027","jungle-6-7af8b7","aberdeen-group","oracle-7","competitive-position","1995","oracle_dev_tools_weakness","Clunky tools only work on Oracle; Oracle Objects low-end and incompatible with Developer/2000","high","ingest-extraction","expert-analysis","slide-44","Oracle development tools weakness"
"jungle-6-7af8b7-028","jungle-6-7af8b7","aberdeen-group","oracle-8","viability-prediction","1995","oracle_oo_multimedia","Most aggressive in multimedia marketing; objects by 1997; serious about video on demand","high","ingest-extraction","expert-analysis","slide-46","Oracle multimedia/OO strategy prediction"
"jungle-6-7af8b7-029","jungle-6-7af8b7","aberdeen-group","oracle-8","actual-outcome","1997","oracle_oo_multimedia","unknown","medium","ingest-extraction","expert-opinion","unknown","Placeholder: Oracle multimedia/OO actual outcome"
"jungle-6-7af8b7-030","jungle-6-7af8b7","aberdeen-group","ordbms","viability-prediction","1995","ca_ingres_ordbms","CA-Ingres partnership with Fujitsu for first ORDBMS in 1996","medium","ingest-extraction","expert-analysis","slide-46","CA-Ingres ORDBMS prediction"
"jungle-6-7af8b7-031","jungle-6-7af8b7","ibm-corporation","ibm-db2","market-share","1994","ibm_unix_isv_share","IBM gained Unix ISV market share in 1994, usually at expense of HP","high","ingest-extraction","market-research","slide-56","IBM RS/6000 gaining ISV share vs HP in 1994 -- specific data point"
"jungle-6-7af8b7-032","jungle-6-7af8b7","hewlett-packard","hp-9000","market-share","1994","hp_unix_isv_share_decline","HP Platform lost Unix ISV share to IBM in 1994","high","ingest-extraction","market-research","slide-56","HP Unix ISV share decline to IBM in 1994"
"jungle-6-7af8b7-033","jungle-6-7af8b7","ibm-corporation","ibm-db2","competitive-position","1995","ibm_db2_strengths","DB2 for AIX 2 functionally much improved; Data Propagator for mainframe-RS6000; CICS/Ensina/Tuxedo OLTP; HACMP and SP2 scalability","high","ingest-extraction","expert-analysis","slide-57","IBM RS/6000 DB2 product strengths"
"jungle-6-7af8b7-034","jungle-6-7af8b7","ibm-corporation","ibm-sp2","competitive-position","1995","ibm_best_positioned_data_warehouse","Modest data warehouses on SMP or SP2; products now in place; field experience over next year","high","ingest-extraction","expert-analysis","slide-54","IBM DB2 data warehousing positioning"
"jungle-6-7af8b7-035","jungle-6-7af8b7","ibm-corporation","ibm-db2","competitive-position","1995","ibm_best_positioned_sap","Worldwide support and service ... the SAP R/3 story; enterprises committing to DB2 across IBM platforms","high","ingest-extraction","expert-analysis","slide-54","IBM DB2 SAP partnership positioning"
"jungle-6-7af8b7-036","jungle-6-7af8b7","computer-associates","ca-ingres","competitive-position","1995","ca_ingres_weaknesses","No Ingres people remain; CA force doesn't understand Unix; architecture at OnLine 6.0 (no parallel); OPENROAD incompatible with character 4GL users","high","ingest-extraction","expert-analysis","slide-49","CA-Ingres competitive weakness profile"
"jungle-6-7af8b7-037","jungle-6-7af8b7","ibm-corporation","ibm-db2","competitive-position","1995","ibm_weaknesses","New player in SMP RS/6000; limited cross-platform/cross-OS; still caution by open zealots","high","ingest-extraction","expert-analysis","slide-50","IBM DB2 competitive weakness profile"
"jungle-6-7af8b7-038","jungle-6-7af8b7","aberdeen-group","rdbms","competitive-position","1995","informix_weaknesses","Late desktop/workgroup; behind in replication; no NetWare story; no consulting policy; slow direct sales force build","high","ingest-extraction","expert-analysis","slide-51","Informix competitive weakness profile"
"jungle-6-7af8b7-039","jungle-6-7af8b7","oracle-corporation","oracle-7","competitive-position","1995","oracle_weaknesses","Dated RDBMS engine; deal-driven not partnership-driven; unfocused (multimedia/Hollywood/set-tops); ISV partnering tough due to services push","high","ingest-extraction","expert-analysis","slide-52","Oracle competitive weakness profile"
"jungle-6-7af8b7-040","jungle-6-7af8b7","sybase","sybase-sql-server","competitive-position","1995","sybase_weaknesses","1980s architecture; poor SMP scalability; few ISV partners; North American phenomenon; over-reaching sales tactics","high","ingest-extraction","expert-analysis","slide-53","Sybase competitive weakness profile"
