"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","market research & consulting","acquired","Harte-Hanks (2010)","1988-2010","jungle-6-7af8b7","Author firm"
"peter-s-kastner","Peter S. Kastner","person","market research & consulting","active","","1988-unknown","jungle-6-7af8b7","Author; VP Aberdeen Group"
"oracle-corporation","Oracle Corporation","company","database & enterprise software","active","","1977-present","jungle-6-7af8b7","Largest RDBMS supplier; detailed weakness analysis"
"sybase","Sybase","company","database software","acquired","SAP (2010)","1984-2010","jungle-6-7af8b7","Second-largest RDBMS; detailed weakness analysis"
"computer-associates","Computer Associates (CA)","company","software","renamed","CA Technologies/Broadcom","1976-present","jungle-6-7af8b7","CA-Ingres weakness analysis"
"ibm-corporation","International Business Machines Corporation","company","hardware & software","active","","1911-present","jungle-6-7af8b7","IBM DB2 detailed positioning; ISV data"
"microsoft-corporation","Microsoft Corporation","company","software & OS","active","","1975-present","jungle-6-7af8b7","Microsoft SQL Server analysis; growing threat"
"sun-microsystems","Sun Microsystems","company","hardware & software","acquired","Oracle (2010)","1982-2010","jungle-6-7af8b7","Sybase primary hardware partner; declining share"
"hewlett-packard","Hewlett-Packard (HP)","company","hardware & software","split","HP Inc. & HPE (2015)","1939-2015","jungle-6-7af8b7","HP losing Unix ISV share to IBM in 1994"
"ingres","Ingres","company","database software","acquired","Computer Associates","1980-2011","jungle-6-7af8b7","Acquired by CA; weakness profile included"
"sequent-computer-systems","Sequent Computer Systems","company","hardware","acquired","IBM (1999)","1983-1999","jungle-6-7af8b7","SMP server vendor referenced"
"tandem-computers","Tandem Computers","company","hardware","acquired","Compaq (1997)","1974-1997","jungle-6-7af8b7","High-availability referenced"
