"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"hp-9000","HP 9000 (HP-UX)","platform","Hewlett-Packard","1984-2003","mature","obsolete","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","Unix-based enterprise server line; server line discontinued 2003"
"pa-8000","PA-8000 Processor (64-bit, 180MHz)","platform","Hewlett-Packard","1996-2001","emerging","obsolete","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","First 64-bit PA-RISC processor; shipped in K460, D370, T600 servers"
"pa-7200","PA-7200 Processor (120MHz)","platform","Hewlett-Packard","1994-1998","mature","obsolete","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","Prior-generation 32-bit processor superseded by PA-8000"
"pa-8200","PA-8200 Processor","platform","Hewlett-Packard","1997-2000","emerging","obsolete","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","Successor to PA-8000; projected ~50% perf increase; shipped 3Q97"
"pa-8500","PA-8500 Processor","platform","Hewlett-Packard","1998-2001","emerging","obsolete","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","Projected 2x PA-8000 performance; delivered 1H1998"
"hp-intel-merced","HP-Intel P7/Merced (Itanium)","platform","HP/Intel","1994-2021","emerging","obsolete","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","Joint HP-Intel 64-bit EPIC architecture; shipped 2001; Intel ended 2021"
"hp-ux","HP-UX 10.2 / 11.0","platform","Hewlett-Packard","1984-2023","mature","legacy-supported","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","Unix OS for HP 9000; HP-UX 10.2 supports PA-8000; 11.0 adds VLM support"
"tpc-c","TPC-C Benchmark","framework","TPC","1992-present","mature","active","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","Industry-standard OLTP benchmark; transactions per minute (tpmC) metric"
"rs6000-sp","IBM RS/6000 SP (Scalable PowerParallel)","platform","IBM","1993-2002","mature","obsolete","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","IBM's scalable parallel Unix server; competitor to HP EPS21/EPS31"
"sun-ultra-enterprise","Sun Ultra Enterprise 5000","platform","Sun Microsystems","1996-2002","mature","obsolete","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000","12-CPU system rated 11,466 tpmC; compared to HP K460 at 12,321 tpmC"
