tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
serial-ata,Serial ATA (SATA),protocol,Industry Standard (SATA-IO),2000-present,emerging,mature-standard,maxtor-engagement-letter-nov2003,"Core enabling technology for midline storage tier; explicitly cited as the drive interface for Pools of Storage; cost and capacity advantage over FC/SCSI"
sas,Serial Attached SCSI (SAS),protocol,Industry Standard (T10),2003-present,pre-release,mature-standard,maxtor-engagement-letter-nov2003,"Articulated in engagement letter as the backplane standard: 'a SAS/SATA backplane that allows for plug, play and population of any mix of SAS and SATA drives' — prediction that proved exactly correct"
fibre-channel,Fibre Channel (FC),protocol,ANSI/T11,1994-present,mature,legacy-active,maxtor-engagement-letter-nov2003,"High-performance existing tier targeted for partial replacement; expensive incumbent; high-duty-cycle OLTP storage"
scsi,SCSI (Small Computer System Interface),protocol,ANSI/T10,1986-present,mature,legacy-declining,maxtor-engagement-letter-nov2003,"Legacy high-performance disk interface; high cost per GB; Pools of Storage positioned ATA/SATA as replacement for static-data SCSI workloads"
ilm,Information Lifecycle Management (ILM),framework,Various,2000-2010,emerging,evolved-into-tiered-storage,maxtor-engagement-letter-nov2003,"Central business concept: data moves through lifecycle stages; Pools of Storage framed as the economic best-practice implementation of ILM; ILM later became core enterprise data management concept"
microsoft-iis,Microsoft IIS (Internet Information Services),application,Microsoft,1995-present,mature,active,maxtor-engagement-letter-nov2003,"Hosting platform for web-based ILM Pools of Storage Decision Tool; Aberdeen planned 3-month hosting"
microsoft-sql-server,Microsoft SQL Server 2000,application,Microsoft,2000-present,mature,superseded,maxtor-engagement-letter-nov2003,"Backend database for web-based Decision Tool; specified as SQL Server 2000 or later"
microsoft-excel,Microsoft Excel,application,Microsoft,1985-present,mature,active,maxtor-engagement-letter-nov2003,"Platform for Competitive Value Prospect Tool; required Excel 2000 or later; used for heuristic financial modeling"
adobe-flash,Adobe Flash / Macromedia Flash,platform,Adobe/Macromedia,1996-2020,active,end-of-life,maxtor-engagement-letter-nov2003,"Implied platform for interactive demo tool deliverable; Flash reached EOL December 31 2020"
raid,RAID (Redundant Array of Independent Disks),framework,Various,1988-present,mature,active,maxtor-engagement-letter-nov2003,"Enabling reliability technology allowing ATA disks to achieve enterprise-class availability; cited as key to ATA enterprise viability"
