entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
maxtor-corporation,Maxtor Corporation,company,hard-disk-drive manufacturing,acquired,Seagate Technology (acquired Dec 2005 / completed May 2006),1982-2006,maxtor-engagement-letter-nov2003,"Milpitas CA; engaged Aberdeen for Pools of Storage market creation; consumer HDD brand retained by Seagate post-acquisition"
aberdeen-group,Aberdeen Group,firm,Market Research / IT Consulting,acquired,Aberdeen/Harte-Hanks,1988-present,maxtor-engagement-letter-nov2003,"Co-author organization; Boston-based market research and consulting firm; 260 Franklin Street Suite 1700 Boston MA"
stephen-difranco,Stephen DiFranco,person,hard-disk-drive manufacturing,active,,2000s,maxtor-engagement-letter-nov2003,"VP of Worldwide Corporate Marketing at Maxtor Corporation; primary client contact; champion of Pools of Storage initiative"
peter-s-kastner,Peter S. Kastner,person,Market Research / IT Consulting,active,,1989-present,maxtor-engagement-letter-nov2003,"Executive Vice President Aberdeen Group; lead engagement partner; primary intellectual architect of Pools of Storage lexicon and strategy"
stan-elbaum,Stan Elbaum,person,Market Research / IT Consulting,[DEFERRED],[DEFERRED],2000s,maxtor-engagement-letter-nov2003,"VP Strategic Solutions Aberdeen Group; member of Aberdeen engagement team for Maxtor program"
david-hill,David Hill,person,Market Research / IT Consulting,active,,2000s-present,maxtor-engagement-letter-nov2003,"Research Director Aberdeen Group; co-author of Mid-Line Storage white paper; member of Maxtor engagement team"
kerri-conrad,Kerri Conrad,person,Market Research / IT Consulting,[DEFERRED],[DEFERRED],2000s,maxtor-engagement-letter-nov2003,"Director Aberdeen Sales Training Solutions; responsible for toolkit and sales enablement deliverables in Phase 2"
sandra-tubbs,Sandra Tubbs,person,Market Research / IT Consulting,[DEFERRED],[DEFERRED],2000s,maxtor-engagement-letter-nov2003,"Senior Vice President Aberdeen Group; signatory on engagement letter; provided executive authorization"
seagate-technology,Seagate Technology,company,hard-disk-drive manufacturing,active (public: STX),,1978-present,maxtor-engagement-letter-nov2003,"Acquirer of Maxtor Corporation in 2006 for $1.9B; implicit competitive backdrop to Maxtor's enterprise storage push"
snia,SNIA (Storage Networking Industry Association),institution,enterprise storage standards,active,,1997-present,maxtor-engagement-letter-nov2003,"Named as target audience for Pools of Storage evangelization; presentations to SNIA user storage groups listed as deliverable"
emc-corporation,EMC Corporation,company,enterprise storage,acquired,Dell Technologies (acquired 2016),1979-2016,maxtor-engagement-letter-nov2003,"Implied competitor/incumbent in enterprise storage; high-performance FC/SCSI arrays represent the expensive tier midline is designed to complement"
