obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,methodology_code,source_page,notes
linuxcare-profile-1999-OBS-001,linuxcare-profile-1999,linuxcare,,company-profile,1999,Linuxcare founding and model,Founded 1998 as Linux consulting company; OEMs sought expertise; expanded to training and support,high,CP,p1,"First enterprise Linux services company; pioneered the professional Linux support model."
linuxcare-profile-1999-OBS-002,linuxcare-profile-1999,kleiner-perkins,,market-event,1999,Kleiner Perkins first Linux investment,Kleiner Perkins Caulfield and Byers chose Linuxcare as its first Linux-related investment,high,IA,p1,"KPCB investing in Linux ecosystem in 1999 was a significant market signal; validated enterprise Linux as venture-fundable."
linuxcare-profile-1999-OBS-003,linuxcare-profile-1999,kleiner-perkins,,actual-outcome,2019,Kleiner Perkins Linux bet validation — actual outcome,Linux became dominant enterprise server OS; IBM acquired Red Hat for $34B in 2019; KPCB's early Linux thesis proved visionary,verified,WV,,"Kleiner Perkins' bet on Linux enterprise services in 1999 validated over 20-year horizon."
linuxcare-profile-1999-OBS-004,linuxcare-profile-1999,,linux,viability-prediction,1999,Linux enterprise application coverage prediction,Within the next year IT managers will have a Linux-based alternative in every major application area,high,EA,p1,"Aberdeen's most concrete prediction in the paper; proved accurate — Linux enterprise ISV coverage exploded 2000-2003."
linuxcare-profile-1999-OBS-005,linuxcare-profile-1999,,linux,actual-outcome,2005,Linux enterprise application coverage — actual outcome,"Oracle SAP IBM middleware all ported to Linux by 2003-2005; enterprise Linux became the dominant server platform; prediction proved accurate within 3-4 years not just 1",verified,WV,,"Prediction was directionally correct; timeline slightly conservative — full enterprise coverage took 3-4 years not 1."
linuxcare-profile-1999-OBS-006,linuxcare-profile-1999,,linux,market-assessment,1999,Linux current enterprise use cases,IT departments using Linux for email file/print Web servers; increasingly for decision support caching storage DNS Web commerce,high,PR,p1,"Aberdeen primary research on Linux enterprise adoption in 1999."
linuxcare-profile-1999-OBS-007,linuxcare-profile-1999,,linux,actual-outcome,2015,Linux server OS market share — actual outcome,Linux grew from ~25% enterprise server OS in 2003 to >70% by 2015; became THE dominant server OS,verified,WV,,"One of the most dramatic market share shifts in IT history; Aberdeen correctly identified the trajectory."
linuxcare-profile-1999-OBS-008,linuxcare-profile-1999,linuxcare,,company-profile,1999,Linuxcare service model — four centers of excellence,"24x7 support + training (Linuxcare University) + porting/migration (Linuxcare Labs) + benchmarking/certification",high,CP,p2,"This exact four-pillar model became the Red Hat / SUSE / Canonical enterprise Linux services playbook."
linuxcare-profile-1999-OBS-009,linuxcare-profile-1999,linuxcare,,actual-outcome,2019,Enterprise Linux services model validation — actual outcome,"Red Hat built $3.4B annual revenue on exactly this model before IBM acquisition; SUSE and Canonical followed same playbook; market thesis proved correct",verified,WV,,"Linuxcare itself faded but the market model it pioneered became the foundation of a $10B+ industry."
linuxcare-profile-1999-OBS-010,linuxcare-profile-1999,linuxcare,,company-profile,1999,Linuxcare OEM contracts,Dell (back-end support for OptiPlex Dimension Precision workstations and PowerEdge Servers) + IBM (RS/6000) + Sun (Star Office) + TurboLinux (North American customers),high,CP,p2,"Major OEM validation of Linuxcare's enterprise credibility in 1999."
linuxcare-profile-1999-OBS-011,linuxcare-profile-1999,dell,,market-event,1999,Dell Linux support contract with Linuxcare,"Dell contracted Linuxcare for back-end Linux support on OptiPlex Dimension Precision workstations and PowerEdge Servers",high,CP,p2,"Dell's early Linux commitment was strategically important; later Dell became a major Linux server vendor."
