"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","market research & consulting","acquired","Harte-Hanks (2010)","1988-2010","informix-dsa-presentation-2-8d5fa3","Author firm"
"peter-s-kastner","Peter S. Kastner","person","market research & consulting","active","","1988-unknown","informix-dsa-presentation-2-8d5fa3","Author; VP Aberdeen Group"
"sap-ag","SAP AG","company","enterprise software","active","SAP SE","1972-present","informix-dsa-presentation-2-8d5fa3","Cited as enterprise CSS market leader; SAP R/3"
"oracle-corporation","Oracle Corporation","company","database & enterprise software","active","","1977-present","informix-dsa-presentation-2-8d5fa3","Enterprise CSS competitor"
"microsoft-corporation","Microsoft Corporation","company","software & OS","active","","1975-present","informix-dsa-presentation-2-8d5fa3","NT Server growth cited; Windows 95 desktop OS"
"novell-inc","Novell, Inc.","company","networking software","acquired","Attachmate (2011)","1979-2011","informix-dsa-presentation-2-8d5fa3","NetWare cited as workgroup OS partner for ITT Hartford"
"compaq-computer","Compaq Computer Corporation","company","hardware","acquired","HP (2002)","1982-2002","informix-dsa-presentation-2-8d5fa3","Cited for NT clustering with Tandem in 1996-1997"
"tandem-computer","Tandem Computer Corporation","company","hardware","acquired","Compaq (1997)","1974-1997","informix-dsa-presentation-2-8d5fa3","NT clustering partner with Compaq cited"
"digital-equipment-corporation","Digital Equipment Corporation (DEC)","company","hardware","acquired","Compaq (1998)","1957-1998","informix-dsa-presentation-2-8d5fa3","DEC cited for NT clustering"
"sun-microsystems","Sun Microsystems","company","hardware & software","acquired","Oracle (2010)","1982-2010","informix-dsa-presentation-2-8d5fa3","Tier-1 Unix server supplier; 20%+ growth cited"
"ibm-corporation","International Business Machines Corporation","company","hardware & software","active","","1911-present","informix-dsa-presentation-2-8d5fa3","IBM cited as top-tier hardware manufacturer"
"hewlett-packard","Hewlett-Packard (HP)","company","hardware & software","split","HP Inc. & HPE (2015)","1939-2015","informix-dsa-presentation-2-8d5fa3","HP Open Warehouse bundling cited; tier-1 supplier"
"computer-associates","Computer Associates (CA)","company","software","renamed","CA Technologies/Broadcom","1976-present","informix-dsa-presentation-2-8d5fa3","CSS competitive landscape; dark horse"
