"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"rdbms","Relational Database (RDBMS)","application","various","1970s-present","dominant","dominant","informix-dsa-presentation-2-8d5fa3","Core Informix market"
"client-server","Client-Server Architecture","framework","various","1988-present","dominant","legacy","informix-dsa-presentation-2-8d5fa3","Primary architecture driving CSS market"
"unix-server","Unix Enterprise Servers","platform","various","1980s-present","dominant","legacy","informix-dsa-presentation-2-8d5fa3","Dominant OS for RISC and open systems"
"microsoft-sql-server","Microsoft SQL Server","application","Microsoft","1988-present","growing","dominant","informix-dsa-presentation-2-8d5fa3","NT Server SQL Server growing at workgroup level"
"sap-r3","SAP R/3","application","SAP AG","1992-present","growing","legacy-superseded","informix-dsa-presentation-2-8d5fa3","Enterprise CSS market leader; ABAP toolset"
"novell-netware","Novell NetWare","operating-system","Novell","1983-2000","mature","legacy","informix-dsa-presentation-2-8d5fa3","Workgroup server OS; NT clustering emerging"
"ordbms","Object-Relational DBMS (ORDBMS)","application","various","1994-present","emerging","current","informix-dsa-presentation-2-8d5fa3","Emerging technology; OO development without learning curve"
"sybase-powerbuilder","Sybase PowerBuilder","application","Sybase","1991-present","dominant","legacy","informix-dsa-presentation-2-8d5fa3","Industry-standard C-S development tool"
"decision-support","Decision Support / Business Intelligence","application","various","1985-present","growing","dominant","informix-dsa-presentation-2-8d5fa3","Key strategic market for Informix"
"as400","IBM AS/400","platform","IBM","1988-present","mature","legacy-supported","informix-dsa-presentation-2-8d5fa3","AS/400 guys as CSS dark-horse competitors"
