obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,methodology_code,source_page,notes
intel-centrino-pk-8ecf9a-OBS-001,intel-centrino-pk-8ecf9a,intel,centrino,product-evaluation,2003,Centrino launch date,"March 12, 2003",high,expert-opinion,p1,Kastner marks as computer history milestone; $300M marketing launch.
intel-centrino-pk-8ecf9a-OBS-002,intel-centrino-pk-8ecf9a,intel,centrino,market-sizing,2003,Centrino marketing investment,~$300 million,high,expert-opinion,p1,"Total marketing budget for Centrino launch including TV, newspapers, Times Square billboards."
intel-centrino-pk-8ecf9a-OBS-003,intel-centrino-pk-8ecf9a,intel,centrino,product-evaluation,2003,Centrino battery life,Over 5 hours,high,primary-source,p1,Built from ground up for long battery life; better than Pentium 3/4 mobile.
intel-centrino-pk-8ecf9a-OBS-004,intel-centrino-pk-8ecf9a,intel,centrino,competitive-position,2003,Centrino vs prior mobile processors,Better performance than Pentium 3 and Pentium 4 mobile,high,expert-opinion,p1,Performance advantage over prior generation.
intel-centrino-pk-8ecf9a-OBS-005,intel-centrino-pk-8ecf9a,intel,centrino,technology-adoption,2003,Notebook OEM adoption,All major notebook companies rolling out Centrino products,high,expert-opinion,p1,Mainstream attractive prices; consumer and enterprise versions.
intel-centrino-pk-8ecf9a-OBS-006,intel-centrino-pk-8ecf9a,intel,hotspot-infrastructure,market-sizing,2003,Intel hotspot infrastructure investment,Tens of millions of dollars,medium,expert-opinion,p1,Accelerating worldwide network of wireless hotspots.
intel-centrino-pk-8ecf9a-OBS-007,intel-centrino-pk-8ecf9a,,wifi-802-11,technology-adoption,2003,Enterprise notebook share with wireless,~25% or more of PC units sold to enterprises are notebooks,medium,expert-opinion,p2,All future notebooks effectively coming standard with 802.11 since Centrino bundles it.
intel-centrino-pk-8ecf9a-OBS-008,intel-centrino-pk-8ecf9a,,wireless-access-point,risk-assessment,2003,Rogue AP cost,~$90 from CompUSA,high,expert-opinion,p2,Any employee can buy a wireless AP and expose corporate network; 150ft radius vulnerability.
intel-centrino-pk-8ecf9a-OBS-009,intel-centrino-pk-8ecf9a,,wireless-access-point,risk-assessment,2003,Rogue AP exposure radius,~150 feet,high,expert-opinion,p2,Unsecured consumer AP connected to RJ-45 port exposes corporate network within 150ft.
intel-centrino-pk-8ecf9a-OBS-010,intel-centrino-pk-8ecf9a,,wifi-802-11,risk-assessment,2003,IT departments banning wireless,More than a quarter of business Centrinos expected to ship with wireless mini-card removed,medium,expert-opinion,p2,One notebook supplier's expectation; IT banning Centrino wireless due to rogue AP fears.
intel-centrino-pk-8ecf9a-OBS-011,intel-centrino-pk-8ecf9a,cisco,cisco-leap,product-evaluation,2003,Cisco LEAP availability,Opening to industry; Centrino LEAP-aware,high,expert-opinion,p2,LEAP provides wireless security/authentication alternative to banning wireless.
intel-centrino-pk-8ecf9a-OBS-012,intel-centrino-pk-8ecf9a,microsoft,windows-server-2003,product-evaluation,2003,Windows Server 2003 wireless hardening,Proven on Microsoft campus,high,expert-opinion,p2,Hardened configuration enables secure wireless environment.
intel-centrino-pk-8ecf9a-OBS-013,intel-centrino-pk-8ecf9a,pricewaterhousecoopers,centrino,benchmark-result,2003,Wireless notebook ROI payback period,6 months or less,high,primary-source,p3,PwC data: additional initial cost of wireless notebooks achieves ROI in ≤6 months.
intel-centrino-pk-8ecf9a-OBS-014,intel-centrino-pk-8ecf9a,aberdeen-group,wifi-802-11,benchmark-result,2003,Campus knowledge worker productivity gain,30 minutes per day extra productivity,high,survey,p3,Aberdeen Group research: campus-bound meeting-attendee gains 30 min/day productive time.
intel-centrino-pk-8ecf9a-OBS-015,intel-centrino-pk-8ecf9a,aberdeen-group,wifi-802-11,benchmark-result,2003,Task worker productivity gain (physicians),1 hour per day in conjunction with digital record-keeping,high,survey,p3,Aberdeen research: task workers like physicians gain 1 hr/day with wireless + digital records.
intel-centrino-pk-8ecf9a-OBS-016,intel-centrino-pk-8ecf9a,intel,centrino,viability-prediction,2003,Wireless as standard IT infrastructure,Centrino/wireless will become standard IT building block,high,expert-opinion,p3,Kastner prediction that enterprise will embrace wireless rather than ban it.
intel-centrino-pk-8ecf9a-OBS-017,intel-centrino-pk-8ecf9a,intel,centrino,actual-outcome,2003,Wireless as standard IT infrastructure,[UNVERIFIED],verified,unknown [REVIEW],p3,
intel-centrino-pk-8ecf9a-OBS-018,intel-centrino-pk-8ecf9a,intel,centrino,strategy-classification,2003,Intel strategy,Dominant microprocessor supplier using marketing and infrastructure spending to drive platform adoption,high,expert-opinion,p1,"Intel's clout, market-awareness building, and wireless infrastructure muscle makes Centrino a milestone."
intel-centrino-pk-8ecf9a-OBS-019,intel-centrino-pk-8ecf9a,,hotspot-infrastructure,trend-analysis,2003,Public hotspot adoption driver,"Senior executives, sales/support adopting public wireless before corporate policy exists",medium,expert-opinion,p3,Similar pattern to cell phones: personal expense precedes corporate policy.
intel-centrino-pk-8ecf9a-OBS-020,intel-centrino-pk-8ecf9a,aberdeen-group,centrino,recommendation,2003,IT recommendation,Embrace wireless with LEAP/WS2003 hardening; do not ban,high,expert-opinion,p3,"Kastner argues banning wireless is like keeping teenagers apart: occasionally successful, never assured."
