"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","technology research and advisory","acquired","Harte-Hanks (later Aberdeen acquired by The Aberdeen Group / Spiceworks Ziff Davis)","1988-2014","volume-1-ch07-founding-aberdeen-1988-1997","Incorporated 1988; entered market 1990; co-founded by Kastner, Casale, Logan, Willmott. Name scored well in focus-group research as trusted but unplaceable."
"peter-s-kastner","Peter S. Kastner","person","technology research and advisory","active","","1988-1997","volume-1-ch07-founding-aberdeen-1988-1997","Co-founder of Aberdeen Group; covered system software, application software, and x86 servers. Recruited from DEC by Casale."
"charles-t-casale","Chuck Casale","person","technology research and advisory","unknown","","1988-1997","volume-1-ch07-founding-aberdeen-1988-1997","Co-founder of Aberdeen Group. Previously ran Investor Relations at Prime Computer. Held registered financial analyst credential. Covered scientific and high-performance computing."
"john-r-logan-aberdeen","John Logan","person","technology research and advisory","unknown","","1988-1997","volume-1-ch07-founding-aberdeen-1988-1997","Co-founder of Aberdeen Group. Harvard MBA. Previously published Kastner’s Yankee Group study on transaction processing. Covered minicomputers. Participated in the 1997 VC decision meeting."
"tom-h-willmott","Tom Willmott","person","technology research and advisory","unknown","","1988-1997","volume-1-ch07-founding-aberdeen-1988-1997","Co-founder of Aberdeen Group. Came from IDC. Covered networking and remaining white space. Proposed the 1997 venture capital initiative; Kastner notes departure risk was a factor in accepting it."
"wayne-kernochan","Wayne Kernochan","person","technology research and advisory","unknown","","1990-","volume-1-ch07-founding-aberdeen-1988-1997","First analyst hire by Kastner at Aberdeen. Previously worked with Kastner’s wife. Deep expertise in database systems, data management, query optimization, lock-escalation patterns."
"ed-black","Ed Black","person","technology research and advisory","unknown","","1990-","volume-1-ch07-founding-aberdeen-1988-1997","First analyst hire by Kastner at Aberdeen alongside Kernochan. Previously worked with Kastner’s wife. Covered enterprise applications and business intelligence."
"william-bulkeley","Bill Bulkeley","person","journalism / technology press","unknown","","","volume-1-ch07-founding-aberdeen-1988-1997","Wall Street Journal technology journalist; press partner referenced in chapter context."
"hiawatha-bray","Hiawatha Bray","person","journalism / technology press","active","","","volume-1-ch07-founding-aberdeen-1988-1997","Boston Globe technology journalist; press partner referenced in chapter context."
"gartner-group","Gartner Group","firm","technology research and advisory","active","Gartner, Inc.","1979-","volume-1-ch07-founding-aberdeen-1988-1997","Founded 1979. Dominant firm in FIGY; subscription model targeting CIOs with vendor evaluations. Creator of the Magic Quadrant framework."
"idc","International Data Corporation (IDC)","firm","technology research and advisory","active","","1964-","volume-1-ch07-founding-aberdeen-1988-1997","Founded 1964. Dominated market sizing and forecasting; owned quantitative shipment/revenue/market-share data. Tom Willmott came from IDC."
"forrester-research","Forrester Research","firm","technology research and advisory","active","","1983-","volume-1-ch07-founding-aberdeen-1988-1997","Founded 1983 by George Colony. Carved out business technology strategy territory; known for Wave reports and rigorous methodology."
"yankee-group","Yankee Group","firm","technology research and advisory","dissolved","","1970-2013","volume-1-ch07-founding-aberdeen-1988-1997","Founded 1970. Focused on telecommunications and networking. Required reading in late 1980s as networking became enterprise-critical. Logan previously published Kastner’s Yankee Group study."
"george-colony","George Colony","person","technology research and advisory","active","","1983-","volume-1-ch07-founding-aberdeen-1988-1997","Founder of Forrester Research (1983)."
"gideon-gartner","Gideon Gartner","person","technology research and advisory","unknown","","1979-","volume-1-ch07-founding-aberdeen-1988-1997","Founder of Gartner Group (1979). Referenced implicitly through Gartner Group founding year context."
"prime-computer","Prime Computer","company","computer hardware / minicomputers","dissolved","","1972-1992","volume-1-ch07-founding-aberdeen-1988-1997","Casale ran Investor Relations at Prime Computer during its rocket-ship years; stock climbed 272% in a single year. Kastner and Casale were colleagues there."
"dec","Digital Equipment Corporation (DEC)","company","computer hardware","acquired","Compaq (later HP)","1957-1998","volume-1-ch07-founding-aberdeen-1988-1997","Kastner was at DEC when Casale called him in late 1989 with the Aberdeen proposition."
"wall-street-journal","Wall Street Journal","institution","financial / technology press","active","","","volume-1-ch07-founding-aberdeen-1988-1997","Press partner; Bill Bulkeley was a technology journalist there."
"boston-globe","The Boston Globe","institution","technology press","active","","","volume-1-ch07-founding-aberdeen-1988-1997","Press partner; Hiawatha Bray was a technology journalist there."
"red-hat","Red Hat","company","enterprise Linux / open source","acquired","IBM","1993-2019","volume-1-ch07-founding-aberdeen-1988-1997","Kastner hired a Linux analyst as soon as Red Hat took off, reflecting Aberdeen’s open-architecture conviction."
