"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"william-mougayar","William Mougayar","person","IT-research","active","","1990s-present","esb-in-soa-e002b7","VP & Service Director, Technology Research, Aberdeen Group; primary author of this ESB research note. william.mougayar@aberdeen.com."
"rick-saia","Rick Saia","person","IT-research","[DEFERRED]","","2000s","esb-in-soa-e002b7","Analyst/Editor, Aberdeen Group; co-author of this ESB research note. rick.saia@aberdeen.com."
"peter-kastner","Peter S. Kastner","person","IT-research","active","","1980s-2000s","esb-in-soa-e002b7","NOT the author of this study (author is Mougayar); included as key Aberdeen entity. Same practice context."
"aberdeen-group","Aberdeen Group","firm","IT-research","[DEFERRED]","[DEFERRED]","1988-2010s","esb-in-soa-e002b7","Publisher; 100,000+ research members in 36+ countries; survey of 286 companies 'How SOA is Changing IT' (November 2005)."
"cape-clear","Cape Clear Software","company","enterprise-software","acquired","workday","1999-2008","esb-in-soa-e002b7","ESB pioneer; cited as 'SOA purist' — strong advocate for WS-* stack as required foundation for true ESB. Products that wrap proprietary middleware dismissed by Cape Clear as inadequate."
"bea-systems","BEA Systems","company","enterprise-software","[DEFERRED]","oracle","1995-2008","esb-in-soa-e002b7","ESB pioneer (BEA AquaLogic Service Bus) AND platform vendor (BEA WebLogic). Listed in both ESB pioneer and 'Part of a platform' vendor segments."
"ibm","IBM","company","enterprise-hardware","[DEFERRED]","[DEFERRED]","1911-present","esb-in-soa-e002b7","Present in two vendor segments: ESB pioneer (IBM WebSphere ESB) and platform vendor (IBM WebSphere Message Broker) and process-centric (IBM WebSphere Process Server)."
"oracle","Oracle","company","enterprise-software","[DEFERRED]","[DEFERRED]","1977-present","esb-in-soa-e002b7","Present in two vendor segments: ESB pioneer (Oracle ESB) and platform vendor (Oracle Fusion Middleware)."
"software-ag","Software AG","company","enterprise-software","active","","1969-present","esb-in-soa-e002b7","Listed in ESB pioneers/SOA-specific ESB segment."
"tibco","TIBCO Software","company","enterprise-software","active","","1997-present","esb-in-soa-e002b7","Listed in traditional EAI/EII vendor segment; natural progression of capabilities into ESB/SOA space."
"webmethods","webMethods","company","enterprise-software","acquired","software-ag","1996-2007","esb-in-soa-e002b7","Listed in traditional EAI/EII vendor segment; webMethods acquired by Software AG in 2007."
"iona-technologies","IONA Technologies (Artix)","company","enterprise-software","acquired","progress-software","1991-2008","esb-in-soa-e002b7","Listed in traditional EAI/EII vendor segment; Artix is IONA's ESB/SOA product; IONA acquired by Progress Software 2008."
"informatica","Informatica","company","enterprise-software","active","","1993-present","esb-in-soa-e002b7","Listed in traditional EAI/EII vendor segment."
"sterling-commerce","Sterling Commerce","company","enterprise-software","acquired","at&t-then-sap","1975-2010","esb-in-soa-e002b7","Listed in traditional EAI/EII vendor segment; acquired by AT&T 2000, then SBC/AT&T, then sold to IBM 2010."
"sun-seebeyond","Sun Microsystems (SeeBeyond)","company","enterprise-software","acquired","oracle","1996-2005","esb-in-soa-e002b7","Listed in traditional EAI/EII segment as 'SUN (SeeBeyond)'; SeeBeyond acquired by Sun 2004; integration middleware product."
"sap","SAP","company","enterprise-software","[DEFERRED]","[DEFERRED]","1972-present","esb-in-soa-e002b7","Listed in 'Part of a platform' vendor segment with SAP NetWeaver as ESB/integration platform."
"microsoft","Microsoft","company","software","[DEFERRED]","[DEFERRED]","1975-present","esb-in-soa-e002b7","Listed in 'Part of a platform' segment with Microsoft BizTalk as integration platform."
"jboss","JBoss (Red Hat)","company","enterprise-software","acquired","red-hat","1999-2006","esb-in-soa-e002b7","Listed in multiple vendor segments: ESB pioneer (JBoss ESB), platform (JBoss JEMS), and process-centric (JBoss jBPM). JBoss acquired by Red Hat 2006."
"cordys","Cordys","company","enterprise-software","acquired","opentext","2001-2013","esb-in-soa-e002b7","Listed in ESB pioneers/SOA-specific segment."
"fiorano-software","Fiorano Software","company","enterprise-software","active","","1995-present","esb-in-soa-e002b7","Listed in ESB pioneers/SOA-specific segment."
"polarlake","PolarLake","company","enterprise-software","acquired","","2000s","esb-in-soa-e002b7","Listed in ESB pioneers/SOA-specific segment."
"sonic-software","Sonic Software","company","enterprise-software","acquired","progress-software","2000-2007","esb-in-soa-e002b7","Listed in ESB pioneers/SOA-specific segment; SonicMQ and Sonic ESB products; acquired by Progress Software."
"iway-software","iWay Software","company","enterprise-software","active","","2000-present","esb-in-soa-e002b7","Listed in traditional EAI/EII vendor segment."
"fusionware","FusionWare","company","enterprise-software","[DEFERRED]","","2000s","esb-in-soa-e002b7","Listed in traditional EAI/EII vendor segment."
"axway","Axway","company","enterprise-software","active","","2001-present","esb-in-soa-e002b7","Listed in process-centric integration vendor segment; strong on BPM manipulation."
"magic-software","Magic Software Enterprises","company","enterprise-software","active","","1983-present","esb-in-soa-e002b7","Listed in process-centric integration vendor segment."
"metastorm","Metastorm","company","enterprise-software","acquired","opentext","1997-2011","esb-in-soa-e002b7","Listed in process-centric integration vendor segment; BPM vendor; acquired by Open Text 2011."
"vitria-technology","Vitria Technology","company","enterprise-software","active","","1994-present","esb-in-soa-e002b7","Listed in process-centric integration vendor segment."
"amberpoint","AmberPoint","company","enterprise-software","acquired","oracle","2001-2010","esb-in-soa-e002b7","Referenced in related research: 'AmberPoint 5.0 Boosts Automatic SOA Management Policies, December 2005'. SOA management and monitoring specialist."
