"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"x86-isa","x86 / x86-64 Instruction Set Architecture","platform","Intel/AMD","1978-present","mature","mature","2026-kastner-intel-longitudinal-776f7e","THREAD-1 ascension subject; verified economic-winner 1981-2010"
"ia-64-itanium","Intel Itanium / IA-64","platform","Intel/HP","1994-2021","emerging","obsolete","2026-kastner-intel-longitudinal-776f7e","THREAD-2 subject; 28 obs across archive; discontinued July 2021"
"pentium-4","Intel Pentium 4 / NetBurst","cpu","Intel","2000-2008","emerging-to-mature","obsolete","2026-kastner-intel-longitudinal-776f7e","THREAD-3 subject; 45 tech rows in archive; verified GHz call cluster"
"hyper-threading","Intel Hyper-Threading Technology","feature","Intel","2002-present","emerging","mature","2026-kastner-intel-longitudinal-776f7e","THREAD-3; SMT extension to P4; persistent through subsequent generations"
"centrino","Intel Centrino Mobile Platform","platform","Intel","2003-2009","emerging-to-mature","discontinued-brand-only","2026-kastner-intel-longitudinal-776f7e","THREAD-4 subject; brand retired 2009 but mobile-platform thesis persisted in Core branding"
"xeon","Intel Xeon Server Platform","cpu","Intel","1998-present","emerging-to-mature","active","2026-kastner-intel-longitudinal-776f7e","THREAD-1 and THREAD-7 anchor; current Granite Rapids/Xeon 6 actively shipping"
"xeon-phi","Intel Xeon Phi / Larrabee / Many-Core","accelerator","Intel","2009-2020","emerging","discontinued","2026-kastner-intel-longitudinal-776f7e","THREAD-7 subject; Larrabee cancelled 2009 as GPU, evolved to Phi, Phi discontinued 2020"
"atom","Intel Atom (mobile/embedded)","cpu","Intel","2008-present","emerging","evolved-into-efficiency-cores","2026-kastner-intel-longitudinal-776f7e","THREAD-6 and THREAD-9; mobile failure; embedded/IoT continuation; architecture evolved into hybrid efficiency cores"
"core-ultra","Intel Core / Core Ultra","cpu","Intel","2006-present","emerging-to-mature","active","2026-kastner-intel-longitudinal-776f7e","Successor to P4; current Core Ultra Series 3 launched March 2026"
"vpro","Intel vPro Technology","platform","Intel","2006-present","emerging","active","2026-kastner-intel-longitudinal-776f7e","THREAD-8 subject; latest 2026 release adds AI-based diagnostics"
"amt","Intel Active Management Technology","feature","Intel","2006-present","emerging","active","2026-kastner-intel-longitudinal-776f7e","THREAD-8; remote out-of-band management; core to vPro"
"txt-lagrande","Intel Trusted Execution Technology (formerly LaGrande)","feature","Intel","2003-present","pre-market","active","2026-kastner-intel-longitudinal-776f7e","THREAD-8; consumer LT concept refuted 2003; enterprise TXT shipped in vPro"
"aes-ni","Intel AES-NI / Hardware Crypto","feature","Intel","2010-present","new","active","2026-kastner-intel-longitudinal-776f7e","Hardware AES instructions; standard across all modern x86; THREAD-8 evolution"
"intel-18a","Intel 18A Process Node","process","Intel","2024-present","pre-release","emerging","2026-kastner-intel-longitudinal-776f7e","THREAD-11 foundry pivot anchor; first volume node from IFS"
"tick-tock","Intel Tick-Tock Cadence Model","process-strategy","Intel","2007-2016","mature","discontinued","2026-kastner-intel-longitudinal-776f7e","THREAD-5; broke 2016 at 10nm delay; refuted by archive"
"iapx-432","Intel iAPX 432","cpu","Intel","1981-1986","emerging","obsolete","2026-kastner-intel-longitudinal-776f7e","Architecturally significant; commercially failed; THREAD-1 prequel"
"xscale-arm","Intel XScale (ARM-based)","cpu","Intel","2002-2006","emerging","divested","2026-kastner-intel-longitudinal-776f7e","Sold to Marvell 2006 for $600M; THREAD-6 first refutation"
"meego-tizen","MeeGo / Moblin (Intel mobile OS)","platform","Intel","2009-2011","emerging","discontinued","2026-kastner-intel-longitudinal-776f7e","Abandoned September 2011; THREAD-6"
"anti-theft-service","Intel Anti-Theft Technology Service","service","Intel","2009-2015","emerging","discontinued","2026-kastner-intel-longitudinal-776f7e","Discontinued March 31 2015"
"intel-classmate","Intel ClassMate PC","platform","Intel","2007-2012","new","discontinued","2026-kastner-intel-longitudinal-776f7e","Education-market netbook; discontinued ~2012; THREAD-9"
"pcie","PCI Express","bus","Intel/PCI-SIG","2003-present","new","mature","2026-kastner-intel-longitudinal-776f7e","Intel-led 2003 standard; replaced PCI and AGP universally"
"agp","Accelerated Graphics Port","bus","Intel","1997-2010","mature","obsolete","2026-kastner-intel-longitudinal-776f7e","Phased out 2004-2010; Windows 10 dropped support 2016"
"numa","NUMA in x86","architecture","Intel/AMD","2003-present","emerging","mature","2026-kastner-intel-longitudinal-776f7e","Adopted as standard in multi-socket x86 starting Opteron/Xeon 2003"
"em64t-intel64","Intel 64 (EM64T) — 64-bit x86 Extension","isa-extension","Intel","2004-present","new","mature","2026-kastner-intel-longitudinal-776f7e","Intel-licensed AMD64 extension; shipped 2004-2005; THREAD-1 vindication"
"gaudi-ai","Intel Gaudi AI Accelerator (ex-Habana Labs)","accelerator","Intel","2019-present","emerging","emerging","2026-kastner-intel-longitudinal-776f7e","THREAD-10 anchor; Gaudi 3 current"
"falcon-shores","Intel Falcon Shores","accelerator","Intel","2025-present","pre-release","emerging","2026-kastner-intel-longitudinal-776f7e","THREAD-10; next-gen GPU+AI accelerator roadmap successor to Ponte Vecchio"
