"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-s-kastner","Peter S. Kastner","person","IT Consulting","active","","1988-present","peter-kastner-10-bde195","Attendee; Scott-Page Associates."
"scott-page-associates","Scott-Page Associates","firm","IT Consulting","active","","2006-present","peter-kastner-10-bde195","Kastner's consulting firm — affiliation for this event."
"intel","Intel Corporation","company","Semiconductors","active","","1968-present","peter-kastner-10-bde195","Event host; RA3 + JFCC campuses, Hillsboro OR."
"sean-maloney","Sean Maloney","person","Intel Leadership","retired","","1982-2013","peter-kastner-10-bde195","Executive VP & Chief Sales & Marketing Officer, Intel."
"william-holt","William Holt","person","Intel Leadership","retired","","1974-2016","peter-kastner-10-bde195","Senior VP; GM of Technology and Manufacturing Group."
"andy-bryant","Andy Bryant","person","Intel Leadership","retired","","1981-2020","peter-kastner-10-bde195","Executive VP & Chief Administrative Officer."
"kirk-skaugen","Kirk Skaugen","person","Intel Leadership","active","","1992-present","peter-kastner-10-bde195","VP; GM of Server Products Group at Intel in 2009."
"rob-crooke","Rob Crooke","person","Intel Leadership","[DEFERRED]","[DEFERRED]","1990s-2020s","peter-kastner-10-bde195","VP; GM of Business Client Group."
"chuck-mulloy","Chuck Mulloy","person","Intel PR","[DEFERRED]","[DEFERRED]","2000s","peter-kastner-10-bde195","Sr. Manager, Corporate & Legal Affairs."
"justin-rattner","Justin Rattner","person","Intel Leadership","retired","","1973-2013","peter-kastner-10-bde195","Intel Senior Fellow; VP; Director of Corporate Technology Group and CTO."
"peter-cleveland","Peter Cleveland","person","Intel Legal/Policy","[DEFERRED]","[DEFERRED]","2000s-2010s","peter-kastner-10-bde195","VP, Legal and Corporate Affairs / Director, Global Public Policy."
"lorie-wigle","Lorie Wigle","person","Intel Eco-Tech","active","","1990s-present","peter-kastner-10-bde195","Intel Green / Eco-Tech lead for Emerging Market Roundtable."
"karen-regis","Karen Regis","person","Intel Marketing","[DEFERRED]","[DEFERRED]","2000s","peter-kastner-10-bde195","Mobile Products Group Marketing Manager."
"uday-marty","Uday Marty","person","Intel Marketing","[DEFERRED]","[DEFERRED]","2000s","peter-kastner-10-bde195","Mobile Products Group Marketing Manager."
"erik-reid","Erik Reid","person","Intel Marketing","[DEFERRED]","[DEFERRED]","2000s-present","peter-kastner-10-bde195","Dir of Mobile Products Group Marketing."
"gary-willihnganz","Gary Willihnganz","person","Intel Marketing","[DEFERRED]","[DEFERRED]","2000s","peter-kastner-10-bde195","Dir of Ultra Mobile Group Marketing."
